Target,Type,Source,ModelGroup,gGSP
CR1107,Ribozyme,CASP RNA,TS229_4,8.242
CR1107,Ribozyme,CASP RNA,TS229_5,8.242
CR1107,Ribozyme,CASP RNA,TS232_1,65.254
CR1107,Ribozyme,CASP RNA,TS232_2,63.054
CR1107,Ribozyme,CASP RNA,TS232_3,59.632
CR1107,Ribozyme,CASP RNA,TS232_4,60.525
CR1107,Ribozyme,CASP RNA,TS232_5,62.606
CR1107,Ribozyme,CASP RNA,TS235_1,6.647
CR1107,Ribozyme,CASP RNA,TS235_2,4.886
CR1107,Ribozyme,CASP RNA,TS235_3,7.773
CR1107,Ribozyme,CASP RNA,TS235_4,8.142
CR1107,Ribozyme,CASP RNA,TS235_5,7.476
CR1107,Ribozyme,CASP RNA,TS238_1,9.074
CR1107,Ribozyme,CASP RNA,TS245_1,6.405
CR1107,Ribozyme,CASP RNA,TS245_2,6.227
CR1107,Ribozyme,CASP RNA,TS245_3,7.086
CR1107,Ribozyme,CASP RNA,TS245_4,6.56
CR1107,Ribozyme,CASP RNA,TS245_5,4.566
CR1107,Ribozyme,CASP RNA,TS248_1,7.582
CR1107,Ribozyme,CASP RNA,TS248_2,7.73
CR1107,Ribozyme,CASP RNA,TS248_3,7.658
CR1107,Ribozyme,CASP RNA,TS248_4,7.373
CR1107,Ribozyme,CASP RNA,TS248_5,7.73
CR1107,Ribozyme,CASP RNA,TS285_1,7.573
CR1107,Ribozyme,CASP RNA,TS285_2,7.948
CR1107,Ribozyme,CASP RNA,TS285_3,6.163
CR1107,Ribozyme,CASP RNA,TS285_4,7.549
CR1107,Ribozyme,CASP RNA,TS285_5,7.567
CR1107,Ribozyme,CASP RNA,TS287_1,46.988
CR1107,Ribozyme,CASP RNA,TS287_2,47.381
CR1107,Ribozyme,CASP RNA,TS287_3,22.099
CR1107,Ribozyme,CASP RNA,TS287_4,47.109
CR1107,Ribozyme,CASP RNA,TS287_5,23.966
CR1107,Ribozyme,CASP RNA,TS385_1,6.414
CR1107,Ribozyme,CASP RNA,TS385_2,6.227
CR1107,Ribozyme,CASP RNA,TS385_3,7.086
CR1107,Ribozyme,CASP RNA,TS385_4,6.56
CR1107,Ribozyme,CASP RNA,TS385_5,4.566
CR1107,Ribozyme,CASP RNA,TS392_1,20.928
CR1107,Ribozyme,CASP RNA,TS392_2,17.346
CR1107,Ribozyme,CASP RNA,TS392_3,16.593
CR1107,Ribozyme,CASP RNA,TS392_4,17.54
CR1107,Ribozyme,CASP RNA,TS392_5,16.656
CR1107,Ribozyme,CASP RNA,TS416_1,33.067
CR1107,Ribozyme,CASP RNA,TS416_2,24.571
CR1107,Ribozyme,CASP RNA,TS416_3,25.001
CR1107,Ribozyme,CASP RNA,TS416_4,17.21
CR1107,Ribozyme,CASP RNA,TS416_5,24.138
CR1107,Ribozyme,CASP RNA,TS434_1,4.085
CR1107,Ribozyme,CASP RNA,TS434_2,4.203
CR1107,Ribozyme,CASP RNA,TS434_3,4.054
CR1107,Ribozyme,CASP RNA,TS434_4,4.145
CR1107,Ribozyme,CASP RNA,TS434_5,4.136
CR1107,Ribozyme,CASP RNA,TS439_1,18.55
CR1107,Ribozyme,CASP RNA,TS439_2,8.242
CR1107,Ribozyme,CASP RNA,TS439_3,8.844
CR1107,Ribozyme,CASP RNA,TS439_4,18.55
CR1107,Ribozyme,CASP RNA,TS439_5,8.242
CR1107,Ribozyme,CASP RNA,TS470_1,35.094
CR1107,Ribozyme,CASP RNA,TS470_2,27.252
CR1107,Ribozyme,CASP RNA,TS470_3,30.495
CR1107,Ribozyme,CASP RNA,TS470_4,30.093
CR1107,Ribozyme,CASP RNA,TS470_5,28.102
CR1107,Ribozyme,CASP RNA,TS489_1,35.094
CR1107,Ribozyme,CASP RNA,TS489_2,27.252
CR1107,Ribozyme,CASP RNA,TS489_3,30.495
CR1107,Ribozyme,CASP RNA,TS489_4,30.093
CR1107,Ribozyme,CASP RNA,TS489_5,28.102
CR1107,Ribozyme,CASP RNA,TSR01_10,23.161
CR1107,Ribozyme,CASP RNA,TSR01_1,46.634
CR1107,Ribozyme,CASP RNA,TSR01_2,46.407
CR1107,Ribozyme,CASP RNA,TSR01_3,23.86
CR1107,Ribozyme,CASP RNA,TSR01_4,48.02
CR1107,Ribozyme,CASP RNA,TSR01_5,47.009
CR1107,Ribozyme,CASP RNA,TSR01_6,22.099
CR1107,Ribozyme,CASP RNA,TSR01_7,47.036
CR1107,Ribozyme,CASP RNA,TSR01_8,24.008
CR1107,Ribozyme,CASP RNA,TSR01_9,46.725
CR1107,Ribozyme,CASP RNA,TSR02_1,4.33
CR1107,Ribozyme,CASP RNA,TSR02_2,4.227
CR1107,Ribozyme,CASP RNA,TSR02_3,3.87
CR1107,Ribozyme,CASP RNA,TSR02_4,8.206
CR1107,Ribozyme,CASP RNA,TSR02_5,4.33
CR1107,Ribozyme,CASP RNA,TSR02_6,6.033
CR1107,Ribozyme,CASP RNA,TSR02_7,3.961
CR1107,Ribozyme,CASP RNA,TSR02_8,8.272
CR1107,Ribozyme,CASP RNA,TSR03_1,17.464
CR1107,Ribozyme,CASP RNA,TSR03_2,16.677
CR1107,Ribozyme,CASP RNA,TSR03_3,17.594
CR1107,Ribozyme,CASP RNA,TSR03_4,16.75
CR1107,Ribozyme,CASP RNA,TSR03_5,20.928
CR1107,Ribozyme,CASP RNA,TSR04_1,24.508
CR1107,Ribozyme,CASP RNA,TSR04_2,23.473
CR1107,Ribozyme,CASP RNA,TSR04_3,49.133
CR1107,Ribozyme,CASP RNA,TSR04_4,19.373
CR1107,Ribozyme,CASP RNA,TSR04_5,16.898
CR1107,Ribozyme,CASP RNA,TSR05_1,12.093
CR1107,Ribozyme,CASP RNA,TSR05_2,11.721
CR1107,Ribozyme,CASP RNA,TSR05_3,14.829
CR1107,Ribozyme,CASP RNA,TSR05_4,10.759
CR1107,Ribozyme,CASP RNA,TSR05_5,10.629
CR1107,Ribozyme,CASP RNA,TSR05_6,11.624
CR1107,Ribozyme,CASP RNA,TSR05_7,10.838
CR1107,Ribozyme,CASP RNA,TSR06_1,23.927
CR1107,Ribozyme,CASP RNA,TSR06_2,22.825
CR1107,Ribozyme,CASP RNA,TSR06_3,27.334
CR1107,Ribozyme,CASP RNA,TSR06_4,27.802
CR1107,Ribozyme,CASP RNA,TSR06_5,29.914
CR1107,Ribozyme,CASP RNA,TSR07_1,17.712
CR1107,Ribozyme,CASP RNA,TSR07_2,14.369
CR1107,Ribozyme,CASP RNA,TSR07_3,19.657
CR1107,Ribozyme,CASP RNA,TSR07_4,19.361
CR1107,Ribozyme,CASP RNA,TSR07_5,18.154
CR1107,Ribozyme,CASP RNA,TSR08_1,17.918
CR1107,Ribozyme,CASP RNA,TSR08_2,17.406
CR1107,Ribozyme,CASP RNA,TSR08_3,24.081
CR1107,Ribozyme,CASP RNA,TSR08_4,28.392
CR1108,Ribozyme,CASP RNA,TS029_1,25.013
CR1108,Ribozyme,CASP RNA,TS029_2,17.276
CR1108,Ribozyme,CASP RNA,TS035_1,12.65
CR1108,Ribozyme,CASP RNA,TS035_2,12.844
CR1108,Ribozyme,CASP RNA,TS035_3,11.334
CR1108,Ribozyme,CASP RNA,TS035_4,12.329
CR1108,Ribozyme,CASP RNA,TS035_5,6.263
CR1108,Ribozyme,CASP RNA,TS054_1,23.564
CR1108,Ribozyme,CASP RNA,TS054_2,23.579
CR1108,Ribozyme,CASP RNA,TS054_3,23.461
CR1108,Ribozyme,CASP RNA,TS054_4,36.135
CR1108,Ribozyme,CASP RNA,TS054_5,34.014
CR1108,Ribozyme,CASP RNA,TS081_1,18.774
CR1108,Ribozyme,CASP RNA,TS081_2,21.137
CR1108,Ribozyme,CASP RNA,TS081_3,26.023
CR1108,Ribozyme,CASP RNA,TS081_4,29.324
CR1108,Ribozyme,CASP RNA,TS091_1,2.56
CR1108,Ribozyme,CASP RNA,TS091_2,2.284
CR1108,Ribozyme,CASP RNA,TS091_3,2.569
CR1108,Ribozyme,CASP RNA,TS091_4,2.487
CR1108,Ribozyme,CASP RNA,TS091_5,2.532
CR1108,Ribozyme,CASP RNA,TS097_1,10.199
CR1108,Ribozyme,CASP RNA,TS119_1,11.631
CR1108,Ribozyme,CASP RNA,TS119_2,17.228
CR1108,Ribozyme,CASP RNA,TS119_3,12.26
CR1108,Ribozyme,CASP RNA,TS119_4,12.039
CR1108,Ribozyme,CASP RNA,TS119_5,17.18
CR1108,Ribozyme,CASP RNA,TS125_1,33.987
CR1108,Ribozyme,CASP RNA,TS125_2,33.672
CR1108,Ribozyme,CASP RNA,TS125_3,33.805
CR1108,Ribozyme,CASP RNA,TS125_4,33.554
CR1108,Ribozyme,CASP RNA,TS125_5,33.209
CR1108,Ribozyme,CASP RNA,TS128_1,25.624
CR1108,Ribozyme,CASP RNA,TS128_2,23.881
CR1108,Ribozyme,CASP RNA,TS128_3,56.174
CR1108,Ribozyme,CASP RNA,TS128_4,19.058
CR1108,Ribozyme,CASP RNA,TS128_5,16.937
CR1108,Ribozyme,CASP RNA,TS131_1,4.06
CR1108,Ribozyme,CASP RNA,TS131_2,3.985
CR1108,Ribozyme,CASP RNA,TS131_3,4.121
CR1108,Ribozyme,CASP RNA,TS131_4,4.284
CR1108,Ribozyme,CASP RNA,TS131_5,4.145
CR1108,Ribozyme,CASP RNA,TS147_1,15.821
CR1108,Ribozyme,CASP RNA,TS147_2,15.388
CR1108,Ribozyme,CASP RNA,TS147_3,15.603
CR1108,Ribozyme,CASP RNA,TS147_4,15.388
CR1108,Ribozyme,CASP RNA,TS147_5,15.083
CR1108,Ribozyme,CASP RNA,TS163_1,22.253
CR1108,Ribozyme,CASP RNA,TS227_1,16.983
CR1108,Ribozyme,CASP RNA,TS227_2,13.05
CR1108,Ribozyme,CASP RNA,TS227_3,15.534
CR1108,Ribozyme,CASP RNA,TS227_4,15.388
CR1108,Ribozyme,CASP RNA,TS227_5,15.258
CR1108,Ribozyme,CASP RNA,TS229_1,19.712
CR1108,Ribozyme,CASP RNA,TS229_2,19.712
CR1108,Ribozyme,CASP RNA,TS229_3,19.712
CR1108,Ribozyme,CASP RNA,TS229_4,19.712
CR1108,Ribozyme,CASP RNA,TS229_5,19.712
CR1108,Ribozyme,CASP RNA,TS232_1,63.656
CR1108,Ribozyme,CASP RNA,TS232_2,69.178
CR1108,Ribozyme,CASP RNA,TS232_3,58.355
CR1108,Ribozyme,CASP RNA,TS232_4,68.455
CR1108,Ribozyme,CASP RNA,TS232_5,63.46
CR1108,Ribozyme,CASP RNA,TS235_1,8.696
CR1108,Ribozyme,CASP RNA,TS235_2,7.945
CR1108,Ribozyme,CASP RNA,TS235_3,12.414
CR1108,Ribozyme,CASP RNA,TS235_4,11.845
CR1108,Ribozyme,CASP RNA,TS235_5,12.399
CR1108,Ribozyme,CASP RNA,TS238_1,43.826
CR1108,Ribozyme,CASP RNA,TS245_1,7.059
CR1108,Ribozyme,CASP RNA,TS248_1,7.422
CR1108,Ribozyme,CASP RNA,TS248_2,7.407
CR1108,Ribozyme,CASP RNA,TS248_3,7.737
CR1108,Ribozyme,CASP RNA,TS248_4,7.41
CR1108,Ribozyme,CASP RNA,TS248_5,15.134
CR1108,Ribozyme,CASP RNA,TS285_1,12.526
CR1108,Ribozyme,CASP RNA,TS285_2,10.838
CR1108,Ribozyme,CASP RNA,TS285_3,13.606
CR1108,Ribozyme,CASP RNA,TS285_4,12.193
CR1108,Ribozyme,CASP RNA,TS285_5,12.296
CR1108,Ribozyme,CASP RNA,TS287_1,51.284
CR1108,Ribozyme,CASP RNA,TS287_2,52.673
CR1108,Ribozyme,CASP RNA,TS287_3,23.582
CR1108,Ribozyme,CASP RNA,TS287_4,52.697
CR1108,Ribozyme,CASP RNA,TS287_5,24.919
CR1108,Ribozyme,CASP RNA,TS385_1,6.121
CR1108,Ribozyme,CASP RNA,TS385_2,7.092
CR1108,Ribozyme,CASP RNA,TS385_3,5.991
CR1108,Ribozyme,CASP RNA,TS385_4,8.396
CR1108,Ribozyme,CASP RNA,TS385_5,5.685
CR1108,Ribozyme,CASP RNA,TS416_1,39.763
CR1108,Ribozyme,CASP RNA,TS416_2,60.658
CR1108,Ribozyme,CASP RNA,TS416_3,55.557
CR1108,Ribozyme,CASP RNA,TS416_4,61.175
CR1108,Ribozyme,CASP RNA,TS416_5,37.224
CR1108,Ribozyme,CASP RNA,TS434_1,12.575
CR1108,Ribozyme,CASP RNA,TS434_2,13.068
CR1108,Ribozyme,CASP RNA,TS434_3,15.234
CR1108,Ribozyme,CASP RNA,TS434_4,13.004
CR1108,Ribozyme,CASP RNA,TS434_5,13.134
CR1108,Ribozyme,CASP RNA,TS439_1,16.369
CR1108,Ribozyme,CASP RNA,TS439_2,14.98
CR1108,Ribozyme,CASP RNA,TS439_3,16.508
CR1108,Ribozyme,CASP RNA,TS439_4,9.304
CR1108,Ribozyme,CASP RNA,TS439_5,10.1
CR1108,Ribozyme,CASP RNA,TS470_1,64.748
CR1108,Ribozyme,CASP RNA,TS470_2,65.453
CR1108,Ribozyme,CASP RNA,TS470_3,63.124
CR1108,Ribozyme,CASP RNA,TS470_4,67.832
CR1108,Ribozyme,CASP RNA,TS470_5,18.94
CR1108,Ribozyme,CASP RNA,TS489_1,64.748
CR1108,Ribozyme,CASP RNA,TS489_2,65.453
CR1108,Ribozyme,CASP RNA,TS489_3,63.124
CR1108,Ribozyme,CASP RNA,TS489_4,67.832
CR1108,Ribozyme,CASP RNA,TS489_5,18.94
CR1108,Ribozyme,CASP RNA,TSR01_10,24.632
CR1108,Ribozyme,CASP RNA,TSR01_1,50.607
CR1108,Ribozyme,CASP RNA,TSR01_2,51.647
CR1108,Ribozyme,CASP RNA,TSR01_3,24.771
CR1108,Ribozyme,CASP RNA,TSR01_4,53.151
CR1108,Ribozyme,CASP RNA,TSR01_5,52.821
CR1108,Ribozyme,CASP RNA,TSR01_6,23.651
CR1108,Ribozyme,CASP RNA,TSR01_7,52.939
CR1108,Ribozyme,CASP RNA,TSR01_8,24.892
CR1108,Ribozyme,CASP RNA,TSR01_9,51.605
CR1108,Ribozyme,CASP RNA,TSR02_10,4.892
CR1108,Ribozyme,CASP RNA,TSR02_1,4.13
CR1108,Ribozyme,CASP RNA,TSR02_2,4.889
CR1108,Ribozyme,CASP RNA,TSR02_3,4.242
CR1108,Ribozyme,CASP RNA,TSR02_4,4.272
CR1108,Ribozyme,CASP RNA,TSR02_5,7.788
CR1108,Ribozyme,CASP RNA,TSR02_6,8.883
CR1108,Ribozyme,CASP RNA,TSR02_7,4.13
CR1108,Ribozyme,CASP RNA,TSR02_8,25.636
CR1108,Ribozyme,CASP RNA,TSR02_9,8.414
CR1108,Ribozyme,CASP RNA,TSR03_1,14.102
CR1108,Ribozyme,CASP RNA,TSR03_2,13.981
CR1108,Ribozyme,CASP RNA,TSR03_3,13.906
CR1108,Ribozyme,CASP RNA,TSR03_4,14.087
CR1108,Ribozyme,CASP RNA,TSR03_5,14.057
CR1108,Ribozyme,CASP RNA,TSR04_1,25.624
CR1108,Ribozyme,CASP RNA,TSR04_2,23.881
CR1108,Ribozyme,CASP RNA,TSR04_3,56.174
CR1108,Ribozyme,CASP RNA,TSR04_4,19.058
CR1108,Ribozyme,CASP RNA,TSR04_5,16.937
CR1108,Ribozyme,CASP RNA,TSR05_1,13.512
CR1108,Ribozyme,CASP RNA,TSR05_2,11.718
CR1108,Ribozyme,CASP RNA,TSR05_3,12.078
CR1108,Ribozyme,CASP RNA,TSR05_4,11.9
CR1108,Ribozyme,CASP RNA,TSR06_1,33.013
CR1108,Ribozyme,CASP RNA,TSR06_2,35.969
CR1108,Ribozyme,CASP RNA,TSR06_3,32.574
CR1108,Ribozyme,CASP RNA,TSR06_4,64.776
CR1108,Ribozyme,CASP RNA,TSR06_5,29.933
CR1108,Ribozyme,CASP RNA,TSR07_1,19.754
CR1108,Ribozyme,CASP RNA,TSR07_2,19.57
CR1108,Ribozyme,CASP RNA,TSR07_3,19.63
CR1108,Ribozyme,CASP RNA,TSR07_4,19.422
CR1108,Ribozyme,CASP RNA,TSR07_5,19.355
CR1108,Ribozyme,CASP RNA,TSR08_1,18.774
CR1108,Ribozyme,CASP RNA,TSR08_2,21.137
CR1108,Ribozyme,CASP RNA,TSR08_3,26.023
CR1108,Ribozyme,CASP RNA,TSR08_4,29.324
CR1116,Viral element,CASP RNA,TS029_1,34.238
CR1116,Viral element,CASP RNA,TS029_2,5.325
CR1116,Viral element,CASP RNA,TS029_3,3.579
CR1116,Viral element,CASP RNA,TS035_1,11.079
CR1116,Viral element,CASP RNA,TS035_2,12.11
CR1116,Viral element,CASP RNA,TS035_3,16.094
CR1116,Viral element,CASP RNA,TS035_4,16.7
CR1116,Viral element,CASP RNA,TS035_5,13.603
CR1116,Viral element,CASP RNA,TS054_1,26.406
CR1116,Viral element,CASP RNA,TS054_2,22.533
CR1116,Viral element,CASP RNA,TS054_3,23.108
CR1116,Viral element,CASP RNA,TS054_4,41.212
CR1116,Viral element,CASP RNA,TS054_5,16.095
CR1116,Viral element,CASP RNA,TS076_1,29.657
CR1116,Viral element,CASP RNA,TS076_2,10.078
CR1116,Viral element,CASP RNA,TS076_3,24.34
CR1116,Viral element,CASP RNA,TS076_4,16.66
CR1116,Viral element,CASP RNA,TS076_5,15.038
CR1116,Viral element,CASP RNA,TS081_1,51.76
CR1116,Viral element,CASP RNA,TS081_2,52.256
CR1116,Viral element,CASP RNA,TS081_3,50.159
CR1116,Viral element,CASP RNA,TS081_4,49.532
CR1116,Viral element,CASP RNA,TS081_5,47.729
CR1116,Viral element,CASP RNA,TS091_1,2.678
CR1116,Viral element,CASP RNA,TS091_2,2.861
CR1116,Viral element,CASP RNA,TS091_3,2.78
CR1116,Viral element,CASP RNA,TS091_4,2.788
CR1116,Viral element,CASP RNA,TS091_5,2.863
CR1116,Viral element,CASP RNA,TS097_1,3.375
CR1116,Viral element,CASP RNA,TS110_1,53.257
CR1116,Viral element,CASP RNA,TS110_2,53.081
CR1116,Viral element,CASP RNA,TS110_3,53.721
CR1116,Viral element,CASP RNA,TS110_4,52.886
CR1116,Viral element,CASP RNA,TS110_5,53.862
CR1116,Viral element,CASP RNA,TS119_1,19.425
CR1116,Viral element,CASP RNA,TS119_2,22.833
CR1116,Viral element,CASP RNA,TS119_3,16.716
CR1116,Viral element,CASP RNA,TS119_4,27.216
CR1116,Viral element,CASP RNA,TS119_5,26.456
CR1116,Viral element,CASP RNA,TS125_1,28.789
CR1116,Viral element,CASP RNA,TS125_2,25.209
CR1116,Viral element,CASP RNA,TS125_3,22.543
CR1116,Viral element,CASP RNA,TS125_4,21.302
CR1116,Viral element,CASP RNA,TS125_5,31.545
CR1116,Viral element,CASP RNA,TS131_1,2.956
CR1116,Viral element,CASP RNA,TS131_2,2.874
CR1116,Viral element,CASP RNA,TS131_3,2.854
CR1116,Viral element,CASP RNA,TS131_4,2.947
CR1116,Viral element,CASP RNA,TS131_5,2.88
CR1116,Viral element,CASP RNA,TS147_1,19.354
CR1116,Viral element,CASP RNA,TS147_2,18.613
CR1116,Viral element,CASP RNA,TS147_3,18.479
CR1116,Viral element,CASP RNA,TS147_4,25.696
CR1116,Viral element,CASP RNA,TS147_5,18.573
CR1116,Viral element,CASP RNA,TS163_1,23.474
CR1116,Viral element,CASP RNA,TS163_2,19.144
CR1116,Viral element,CASP RNA,TS163_3,20.988
CR1116,Viral element,CASP RNA,TS177_1,3.266
CR1116,Viral element,CASP RNA,TS185_1,48.865
CR1116,Viral element,CASP RNA,TS185_2,52.128
CR1116,Viral element,CASP RNA,TS185_3,48.846
CR1116,Viral element,CASP RNA,TS185_4,49.645
CR1116,Viral element,CASP RNA,TS185_5,51.842
CR1116,Viral element,CASP RNA,TS227_1,19.354
CR1116,Viral element,CASP RNA,TS227_2,18.613
CR1116,Viral element,CASP RNA,TS227_3,18.479
CR1116,Viral element,CASP RNA,TS227_4,25.696
CR1116,Viral element,CASP RNA,TS227_5,18.573
CR1116,Viral element,CASP RNA,TS229_1,39.619
CR1116,Viral element,CASP RNA,TS229_2,43.545
CR1116,Viral element,CASP RNA,TS229_3,41.679
CR1116,Viral element,CASP RNA,TS229_4,48.416
CR1116,Viral element,CASP RNA,TS229_5,55.754
CR1116,Viral element,CASP RNA,TS232_1,52.738
CR1116,Viral element,CASP RNA,TS232_2,51.094
CR1116,Viral element,CASP RNA,TS232_3,51.669
CR1116,Viral element,CASP RNA,TS232_4,51.278
CR1116,Viral element,CASP RNA,TS232_5,51.583
CR1116,Viral element,CASP RNA,TS235_1,20.635
CR1116,Viral element,CASP RNA,TS235_2,20.412
CR1116,Viral element,CASP RNA,TS235_3,49.946
CR1116,Viral element,CASP RNA,TS235_4,48.371
CR1116,Viral element,CASP RNA,TS235_5,27.813
CR1116,Viral element,CASP RNA,TS238_1,29.574
CR1116,Viral element,CASP RNA,TS238_2,27.922
CR1116,Viral element,CASP RNA,TS239_1,51.537
CR1116,Viral element,CASP RNA,TS239_2,50.669
CR1116,Viral element,CASP RNA,TS239_3,49.451
CR1116,Viral element,CASP RNA,TS239_4,49.614
CR1116,Viral element,CASP RNA,TS239_5,47.844
CR1116,Viral element,CASP RNA,TS245_1,8.528
CR1116,Viral element,CASP RNA,TS245_2,8.946
CR1116,Viral element,CASP RNA,TS245_3,9.289
CR1116,Viral element,CASP RNA,TS245_4,8.744
CR1116,Viral element,CASP RNA,TS245_5,8.804
CR1116,Viral element,CASP RNA,TS248_1,5.733
CR1116,Viral element,CASP RNA,TS248_2,5.761
CR1116,Viral element,CASP RNA,TS248_3,9.592
CR1116,Viral element,CASP RNA,TS248_4,5.083
CR1116,Viral element,CASP RNA,TS248_5,7.76
CR1116,Viral element,CASP RNA,TS285_1,67.614
CR1116,Viral element,CASP RNA,TS285_2,30.203
CR1116,Viral element,CASP RNA,TS285_3,49.033
CR1116,Viral element,CASP RNA,TS285_4,20.408
CR1116,Viral element,CASP RNA,TS285_5,73.341
CR1116,Viral element,CASP RNA,TS287_1,51.819
CR1116,Viral element,CASP RNA,TS287_2,51.933
CR1116,Viral element,CASP RNA,TS287_3,51.95
CR1116,Viral element,CASP RNA,TS287_4,52.078
CR1116,Viral element,CASP RNA,TS287_5,52.045
CR1116,Viral element,CASP RNA,TS385_1,8.528
CR1116,Viral element,CASP RNA,TS385_2,8.946
CR1116,Viral element,CASP RNA,TS385_3,9.289
CR1116,Viral element,CASP RNA,TS385_4,8.744
CR1116,Viral element,CASP RNA,TS385_5,8.804
CR1116,Viral element,CASP RNA,TS392_1,14.289
CR1116,Viral element,CASP RNA,TS392_2,14.871
CR1116,Viral element,CASP RNA,TS392_3,14.089
CR1116,Viral element,CASP RNA,TS392_4,13.104
CR1116,Viral element,CASP RNA,TS392_5,14.944
CR1116,Viral element,CASP RNA,TS416_1,46.73
CR1116,Viral element,CASP RNA,TS416_2,46.81
CR1116,Viral element,CASP RNA,TS416_3,50.565
CR1116,Viral element,CASP RNA,TS416_4,47.45
CR1116,Viral element,CASP RNA,TS416_5,52.418
CR1116,Viral element,CASP RNA,TS434_1,19.354
CR1116,Viral element,CASP RNA,TS434_2,18.613
CR1116,Viral element,CASP RNA,TS434_3,18.479
CR1116,Viral element,CASP RNA,TS434_4,25.696
CR1116,Viral element,CASP RNA,TS434_5,18.573
CR1116,Viral element,CASP RNA,TS439_1,51.048
CR1116,Viral element,CASP RNA,TS439_2,48.487
CR1116,Viral element,CASP RNA,TS439_3,52.728
CR1116,Viral element,CASP RNA,TS439_4,50.932
CR1116,Viral element,CASP RNA,TS439_5,53.498
CR1116,Viral element,CASP RNA,TS470_1,51.704
CR1116,Viral element,CASP RNA,TS470_2,51.291
CR1116,Viral element,CASP RNA,TS470_3,50.243
CR1116,Viral element,CASP RNA,TS470_4,50.991
CR1116,Viral element,CASP RNA,TS470_5,50.874
CR1116,Viral element,CASP RNA,TS489_1,46.194
CR1116,Viral element,CASP RNA,TS489_2,43.648
CR1116,Viral element,CASP RNA,TS489_3,43.56
CR1116,Viral element,CASP RNA,TS489_4,42.148
