Case_id,Lab,Num,gGSP
CR1107,tsr04,2,24.786
CR1107,tsr04,3,62.997
CR1107,tsr04,4,21.496
CR1107,tsr04,5,19.994
CR1107,tsr05,1,16.205
CR1107,tsr05,2,16.735
CR1107,tsr05,3,18.232
CR1107,tsr05,4,12.524
CR1107,tsr05,5,13.887
CR1107,tsr05,6,14.141
CR1107,tsr05,7,15.551
CR1107,tsr06,1,34.964
CR1107,tsr06,2,36.955
CR1107,tsr06,3,34.847
CR1107,tsr06,4,39.415
CR1107,tsr06,5,44.78
CR1107,tsr07,1,18.539
CR1107,tsr07,2,15.328
CR1107,tsr07,3,20.12
CR1107,tsr07,4,19.43
CR1107,tsr07,5,18.201
CR1107,tsr08,1,20.924
CR1107,tsr08,2,20.133
CR1107,tsr08,3,27.131
CR1107,tsr08,4,34.006
CR1108,ts029,1,26.16
CR1108,ts029,2,22.954
CR1108,ts035,1,14.233
CR1108,ts035,2,14.281
CR1108,ts035,3,13.314
CR1108,ts035,4,13.203
CR1108,ts035,5,7.38
CR1108,ts054,1,40.474
CR1108,ts054,2,40.636
CR1108,ts054,3,40.772
CR1108,ts054,4,49.943
CR1108,ts054,5,46.447
CR1108,ts081,1,21.809
CR1108,ts081,2,24.931
CR1108,ts081,3,28.357
CR1108,ts081,4,34.294
CR1108,ts091,1,2.597
CR1108,ts091,2,2.689
CR1108,ts091,3,2.845
CR1108,ts091,4,2.611
CR1108,ts091,5,2.686
CR1108,ts097,1,10.907
CR1108,ts119,1,12.957
CR1108,ts119,2,19.514
CR1108,ts119,3,13.825
CR1108,ts119,4,13.753
CR1108,ts119,5,19.139
CR1108,ts125,1,46.315
CR1108,ts125,2,46.137
CR1108,ts125,3,46.184
CR1108,ts125,4,45.95
CR1108,ts125,5,45.659
CR1108,ts128,1,26.179
CR1108,ts128,2,25.699
CR1108,ts128,3,70.76
CR1108,ts128,4,21.172
CR1108,ts128,5,18.79
CR1108,ts131,1,4.379
CR1108,ts131,2,4.122
CR1108,ts131,3,4.672
CR1108,ts131,4,4.348
CR1108,ts131,5,4.387
CR1108,ts147,1,18.151
CR1108,ts147,2,16.83
CR1108,ts147,3,17.752
CR1108,ts147,4,16.562
CR1108,ts147,5,17.243
CR1108,ts163,1,35.444
CR1108,ts227,1,18.746
CR1108,ts227,2,13.934
CR1108,ts227,3,16.81
CR1108,ts227,4,16.755
CR1108,ts227,5,17.74
CR1108,ts229,1,34.079
CR1108,ts229,2,34.079
CR1108,ts229,3,34.079
CR1108,ts229,4,34.079
CR1108,ts229,5,34.079
CR1108,ts232,1,79.663
CR1108,ts232,2,96.314
CR1108,ts232,3,65.251
CR1108,ts232,4,97.224
CR1108,ts232,5,89.299
CR1108,ts235,1,8.495
CR1108,ts235,2,8.363
CR1108,ts235,3,14.965
CR1108,ts235,4,12.421
CR1108,ts235,5,13.711
CR1108,ts238,1,51.238
CR1108,ts245,1,8.855
CR1108,ts248,1,7.83
CR1108,ts248,2,7.69
CR1108,ts248,3,8.179
CR1108,ts248,4,7.623
CR1108,ts248,5,16.755
CR1108,ts285,1,14.049
CR1108,ts285,2,12.477
CR1108,ts285,3,14.923
CR1108,ts285,4,13.275
CR1108,ts285,5,13.041
CR1108,ts287,1,60.543
CR1108,ts287,2,60.638
CR1108,ts287,3,25.928
CR1108,ts287,4,60.825
CR1108,ts287,5,27.204
CR1108,ts385,1,7.445
CR1108,ts385,2,8.86
CR1108,ts385,3,7.531
CR1108,ts385,4,10.48
CR1108,ts385,5,6.797
CR1108,ts416,1,72.366
CR1108,ts416,2,82.198
CR1108,ts416,3,85.217
CR1108,ts416,4,91.994
CR1108,ts416,5,46.865
CR1108,ts434,1,13.105
CR1108,ts434,2,14.166
CR1108,ts434,3,18.081
CR1108,ts434,4,13.859
CR1108,ts434,5,13.979
CR1108,ts439,1,18.785
CR1108,ts439,2,17.037
CR1108,ts439,3,18.492
CR1108,ts439,4,9.455
CR1108,ts439,5,10.745
CR1108,ts470,1,74.315
CR1108,ts470,2,75.591
CR1108,ts470,3,72.721
CR1108,ts470,4,85.088
CR1108,ts470,5,23.426
CR1108,ts489,1,74.315
CR1108,ts489,2,75.591
CR1108,ts489,3,72.721
CR1108,ts489,4,85.088
CR1108,ts489,5,23.426
CR1108,tsr01,10,26.981
CR1108,tsr01,1,59.434
CR1108,tsr01,2,58.731
CR1108,tsr01,3,26.151
CR1108,tsr01,4,60.917
CR1108,tsr01,5,61.121
CR1108,tsr01,6,25.905
CR1108,tsr01,7,60.791
CR1108,tsr01,8,27.243
CR1108,tsr01,9,59.881
CR1108,tsr02,10,5.66
CR1108,tsr02,1,4.256
CR1108,tsr02,2,5.632
CR1108,tsr02,3,4.686
CR1108,tsr02,4,4.772
CR1108,tsr02,5,8.55
CR1108,tsr02,6,9.115
CR1108,tsr02,7,4.303
CR1108,tsr02,8,31.945
CR1108,tsr02,9,8.648
CR1108,tsr03,1,15.442
CR1108,tsr03,2,15.04
CR1108,tsr03,3,15.082
CR1108,tsr03,4,15.16
CR1108,tsr03,5,15.001
CR1108,tsr04,1,26.179
CR1108,tsr04,2,25.699
CR1108,tsr04,3,70.76
CR1108,tsr04,4,21.172
CR1108,tsr04,5,18.79
CR1108,tsr05,1,17.104
CR1108,tsr05,2,14.395
CR1108,tsr05,3,14.077
CR1108,tsr05,4,14.445
CR1108,tsr06,1,42.52
CR1108,tsr06,2,46.084
CR1108,tsr06,3,35.115
CR1108,tsr06,4,68.951
CR1108,tsr06,5,39.072
CR1108,tsr07,1,20.717
CR1108,tsr07,2,20.03
CR1108,tsr07,3,19.879
CR1108,tsr07,4,19.494
CR1108,tsr07,5,19.575
CR1108,tsr08,1,21.809
CR1108,tsr08,2,24.931
CR1108,tsr08,3,28.357
CR1108,tsr08,4,34.294
CR1116,ts029,1,34.668
CR1116,ts029,2,5.679
CR1116,ts029,3,4.269
CR1116,ts035,1,12.664
CR1116,ts035,2,14.072
CR1116,ts035,3,17.356
CR1116,ts035,4,18.245
CR1116,ts035,5,14.513
CR1116,ts054,1,35.541
CR1116,ts054,2,25.6
CR1116,ts054,3,25.63
CR1116,ts054,4,61.998
CR1116,ts054,5,18.023
CR1116,ts076,1,33.406
CR1116,ts076,2,11.186
CR1116,ts076,3,32.56
CR1116,ts076,4,17.13
CR1116,ts076,5,15.866
CR1116,ts081,1,51.077
CR1116,ts081,2,50.937
CR1116,ts081,3,48.938
CR1116,ts081,4,48.926
CR1116,ts081,5,45.093
CR1116,ts091,1,2.934
CR1116,ts091,2,2.992
CR1116,ts091,3,2.796
CR1116,ts091,4,2.948
CR1116,ts091,5,2.923
CR1116,ts097,1,3.484
CR1116,ts110,1,51.068
CR1116,ts110,2,50.919
CR1116,ts110,3,51.815
CR1116,ts110,4,50.781
CR1116,ts110,5,52.802
CR1116,ts119,1,20.386
CR1116,ts119,2,26.17
CR1116,ts119,3,18.436
CR1116,ts119,4,36.076
CR1116,ts119,5,30.5
CR1116,ts125,1,34.9
CR1116,ts125,2,34.166
CR1116,ts125,3,29.951
CR1116,ts125,4,22.93
CR1116,ts125,5,44.104
CR1116,ts131,1,3.12
CR1116,ts131,2,2.94
CR1116,ts131,3,2.884
CR1116,ts131,4,2.967
CR1116,ts131,5,2.993
CR1116,ts147,1,22.777
CR1116,ts147,2,20.884
CR1116,ts147,3,21.247
CR1116,ts147,4,28.718
CR1116,ts147,5,21.356
CR1116,ts163,1,30.821
CR1116,ts163,2,24.182
CR1116,ts163,3,25.573
CR1116,ts177,1,3.675
CR1116,ts185,1,47.346
CR1116,ts185,2,50.471
CR1116,ts185,3,47.325
CR1116,ts185,4,48.072
CR1116,ts185,5,50.342
CR1116,ts227,1,22.777
CR1116,ts227,2,20.884
CR1116,ts227,3,21.247
CR1116,ts227,4,28.718
CR1116,ts227,5,21.356
CR1116,ts229,1,46.409
CR1116,ts229,2,47.295
CR1116,ts229,3,45.472
CR1116,ts229,4,49.142
CR1116,ts229,5,55.039
CR1116,ts232,1,50.387
CR1116,ts232,2,50.1
CR1116,ts232,3,50.342
CR1116,ts232,4,49.967
CR1116,ts232,5,50.232
CR1116,ts235,1,34.0
CR1116,ts235,2,24.149
CR1116,ts235,3,48.762
CR1116,ts235,4,47.475
CR1116,ts235,5,44.035
CR1116,ts238,1,34.811
CR1116,ts238,2,32.449
CR1116,ts239,1,51.985
CR1116,ts239,2,49.458
CR1116,ts239,3,49.151
CR1116,ts239,4,49.338
CR1116,ts239,5,48.492
CR1116,ts245,1,9.049
CR1116,ts245,2,9.46
CR1116,ts245,3,10.228
CR1116,ts245,4,9.571
CR1116,ts245,5,9.553
CR1116,ts248,1,5.796
CR1116,ts248,2,5.733
CR1116,ts248,3,10.319
CR1116,ts248,4,5.386
CR1116,ts248,5,7.901
CR1116,ts285,1,82.732
CR1116,ts285,2,40.849
CR1116,ts285,3,89.705
CR1116,ts285,4,22.547
CR1116,ts285,5,97.421
CR1116,ts287,1,49.59
CR1116,ts287,2,49.786
CR1116,ts287,3,49.739
CR1116,ts287,4,49.769
CR1116,ts287,5,49.731
CR1116,ts385,1,9.049
CR1116,ts385,2,9.46
CR1116,ts385,3,10.228
CR1116,ts385,4,9.571
CR1116,ts385,5,9.553
CR1116,ts392,1,15.545
CR1116,ts392,2,15.57
CR1116,ts392,3,15.534
CR1116,ts392,4,14.721
CR1116,ts392,5,15.808
CR1116,ts416,1,47.797
CR1116,ts416,2,45.158
CR1116,ts416,3,51.272
CR1116,ts416,4,45.452
CR1116,ts416,5,49.996
CR1116,ts434,1,22.777
CR1116,ts434,2,20.884
CR1116,ts434,3,21.247
CR1116,ts434,4,28.718
CR1116,ts434,5,21.356
CR1116,ts439,1,49.235
CR1116,ts439,2,47.188
CR1116,ts439,3,50.955
CR1116,ts439,4,48.742
CR1116,ts439,5,52.576
CR1116,ts470,1,49.711
CR1116,ts470,2,49.51
CR1116,ts470,3,49.298
CR1116,ts470,4,50.079
CR1116,ts470,5,49.476
CR1116,ts489,1,49.324
CR1116,ts489,2,48.795
CR1116,ts489,3,48.931
CR1116,ts489,4,48.693
CR1116,ts489,5,48.418
CR1117,ts029,1,99.914
CR1117,ts029,2,5.853
CR1117,ts035,1,85.423
CR1117,ts035,2,92.386
CR1117,ts035,3,95.768
CR1117,ts035,4,95.555
CR1117,ts035,5,96.924
CR1117,ts046,1,85.423
CR1117,ts046,2,92.386
CR1117,ts046,3,95.768
CR1117,ts046,4,95.555
CR1117,ts046,5,96.924
CR1117,ts054,1,100.0
CR1117,ts054,2,98.578
CR1117,ts054,3,100.0
CR1117,ts054,4,100.0
CR1117,ts054,5,100.0
CR1117,ts076,1,4.133
CR1117,ts076,2,4.172
CR1117,ts076,3,4.545
CR1117,ts076,4,4.332
CR1117,ts076,5,4.545
CR1117,ts081,1,100.0
CR1117,ts081,2,99.681
CR1117,ts081,3,99.269
CR1117,ts081,4,100.0
CR1117,ts081,5,99.442
CR1117,ts091,1,2.751
CR1117,ts091,2,2.664
CR1117,ts091,3,2.837
CR1117,ts091,4,2.87
CR1117,ts091,5,2.917
CR1117,ts097,1,3.814
CR1117,ts110,1,100.0
CR1117,ts110,2,100.0
CR1117,ts110,3,100.0
CR1117,ts110,4,99.721
CR1117,ts110,5,100.0
CR1117,ts119,1,6.531
CR1117,ts119,2,99.581
CR1117,ts119,3,6.146
CR1117,ts119,4,98.419
CR1117,ts119,5,6.717
CR1117,ts125,1,22.032
CR1117,ts125,2,99.761
CR1117,ts125,3,100.0
CR1117,ts125,4,15.853
CR1117,ts125,5,4.578
CR1117,ts128,1,100.0
CR1117,ts128,2,100.0
CR1117,ts128,3,100.0
CR1117,ts128,4,100.0
CR1117,ts128,5,99.801
CR1117,ts131,1,2.757
CR1117,ts131,2,3.873
CR1117,ts131,3,4.006
CR1117,ts131,4,3.163
CR1117,ts131,5,3.501
CR1117,ts147,1,4.352
CR1117,ts147,2,4.285
CR1117,ts147,3,4.332
CR1117,ts147,4,4.578
CR1117,ts147,5,3.834
CR1117,ts163,1,100.0
CR1117,ts163,2,100.0
CR1117,ts163,3,99.714
CR1117,ts163,4,4.033
CR1117,ts163,5,91.422
CR1117,ts177,1,4.777
CR1117,ts185,1,100.0
CR1117,ts185,2,100.0
CR1117,ts185,3,99.953
CR1117,ts185,4,100.0
CR1117,ts185,5,100.0
CR1117,ts227,1,4.153
CR1117,ts227,2,3.734
CR1117,ts227,3,4.246
CR1117,ts227,5,4.438
CR1117,ts229,1,100.0
CR1117,ts229,2,100.0
CR1117,ts229,3,35.572
CR1117,ts229,4,100.0
CR1117,ts229,5,91.422
CR1117,ts232,1,100.0
CR1117,ts232,2,100.0
CR1117,ts232,3,100.0
CR1117,ts232,4,100.0
CR1117,ts232,5,100.0
CR1117,ts235,1,36.848
CR1117,ts235,2,100.0
CR1117,ts235,3,100.0
CR1117,ts235,4,99.429
CR1117,ts235,5,100.0
CR1117,ts238,1,100.0
CR1117,ts238,2,100.0
CR1117,ts239,1,100.0
CR1117,ts239,2,35.572
CR1117,ts239,3,100.0
CR1117,ts239,4,3.395
CR1117,ts245,1,3.488
CR1117,ts245,2,3.594
CR1117,ts245,3,3.528
CR1117,ts245,4,3.621
CR1117,ts245,5,3.355
CR1117,ts248,1,93.728
CR1117,ts248,2,94.824
CR1117,ts248,3,97.582
CR1117,ts248,4,91.11
CR1117,ts248,5,86.094
CR1117,ts287,1,100.0
CR1117,ts287,2,100.0
CR1117,ts287,3,100.0
CR1117,ts287,4,100.0
CR1117,ts287,5,100.0
CR1117,ts385,1,3.488
CR1117,ts385,2,3.594
CR1117,ts385,3,3.528
CR1117,ts385,4,3.621
CR1117,ts385,5,3.355
CR1117,ts392,1,25.752
CR1117,ts392,2,15.766
CR1117,ts392,3,25.606
CR1117,ts392,4,49.14
CR1117,ts392,5,99.9
CR1117,ts416,1,100.0
CR1117,ts416,2,100.0
CR1117,ts416,3,100.0
CR1117,ts416,4,100.0
CR1117,ts416,5,100.0
CR1117,ts434,1,4.073
CR1117,ts434,2,4.378
CR1117,ts434,3,4.604
CR1117,ts434,4,4.153
CR1117,ts439,1,97.269
CR1117,ts439,2,100.0
CR1117,ts439,3,100.0
CR1117,ts439,4,4.485
CR1117,ts439,5,100.0
CR1117,ts444,1,100.0
CR1117,ts444,2,100.0
CR1117,ts444,3,99.761
CR1117,ts444,4,98.724
CR1117,ts444,5,100.0
CR1117,ts470,1,99.801
CR1117,ts470,2,4.525
CR1117,ts470,3,98.724
CR1117,ts470,4,98.724
CR1117,ts470,5,99.322
CR1117,ts489,1,99.801
CR1117,ts489,2,4.525
CR1117,ts489,3,98.724
CR1117,ts489,4,98.724
CR1117,ts489,5,99.322
CR1126,ts029,1,2.705
CR1126,ts029,2,3.735
CR1126,ts029,3,4.276
CR1126,ts035,1,4.912
CR1126,ts035,2,4.662
CR1126,ts035,3,3.277
CR1126,ts035,4,4.582
CR1126,ts035,5,4.677
CR1126,ts054,1,17.472
CR1126,ts054,2,16.765
CR1126,ts054,3,16.355
CR1126,ts054,4,21.671
CR1126,ts054,5,16.883
CR1126,ts076,1,16.751
CR1126,ts076,2,17.054
CR1126,ts076,3,14.704
CR1126,ts076,4,14.704
CR1126,ts076,5,16.597
CR1126,ts081,1,44.391
CR1126,ts081,2,44.608
CR1126,ts081,3,44.559
CR1126,ts097,1,4.36
CR1126,ts110,1,19.108
CR1126,ts110,2,16.746
CR1126,ts110,3,17.863
CR1126,ts110,4,19.665
CR1126,ts110,5,18.121
CR1126,ts119,1,20.36
CR1126,ts119,2,17.294
CR1126,ts119,3,17.011
CR1126,ts119,4,15.386
CR1126,ts119,5,14.508
CR1126,ts125,1,16.751
CR1126,ts125,2,17.102
CR1126,ts125,3,22.129
CR1126,ts125,4,16.673
CR1126,ts125,5,17.608
CR1126,ts128,1,25.61
CR1126,ts128,2,27.38
CR1126,ts128,3,24.327
CR1126,ts128,4,25.752
CR1126,ts128,5,25.287
CR1126,ts131,1,2.587
CR1126,ts131,2,2.669
CR1126,ts131,3,2.703
CR1126,ts131,4,2.666
CR1126,ts131,5,2.641
CR1126,ts147,1,23.282
CR1126,ts147,2,20.655
CR1126,ts147,3,20.385
CR1126,ts147,4,22.329
CR1126,ts147,5,19.708
CR1126,ts177,1,3.097
CR1126,ts185,1,14.081
CR1126,ts185,2,14.337
CR1126,ts185,3,15.342
CR1126,ts185,4,10.905
CR1126,ts185,5,11.279
CR1126,ts227,1,20.327
CR1126,ts227,2,20.281
CR1126,ts227,3,21.187
CR1126,ts227,4,20.693
CR1126,ts227,5,23.639
CR1126,ts229,1,14.704
CR1126,ts229,2,14.502
CR1126,ts229,3,16.597
CR1126,ts229,4,16.831
CR1126,ts229,5,15.007
CR1126,ts232,1,70.594
CR1126,ts232,2,75.446
CR1126,ts232,3,74.112
CR1126,ts232,4,73.523
CR1126,ts232,5,71.526
CR1126,ts235,1,19.364
CR1126,ts235,2,15.812
CR1126,ts235,3,19.55
CR1126,ts235,4,17.499
CR1126,ts235,5,15.247
CR1126,ts238,1,13.863
CR1126,ts238,2,9.527
CR1126,ts238,3,14.26
CR1126,ts239,1,17.054
CR1126,ts239,2,15.398
CR1126,ts239,3,14.502
CR1126,ts239,4,14.704
CR1126,ts239,5,16.259
CR1126,ts245,1,5.636
CR1126,ts245,2,6.624
CR1126,ts245,3,7.118
CR1126,ts245,4,6.57
CR1126,ts245,5,7.485
CR1126,ts248,1,4.912
CR1126,ts248,2,4.662
CR1126,ts248,3,3.277
CR1126,ts248,4,4.582
CR1126,ts248,5,4.677
CR1126,ts287,1,27.626
CR1126,ts287,2,48.4
CR1126,ts287,3,23.376
CR1126,ts287,4,28.027
CR1126,ts287,5,31.954
CR1126,ts385,1,5.636
CR1126,ts392,1,16.528
CR1126,ts392,2,15.624
CR1126,ts392,3,20.057
CR1126,ts416,1,18.325
CR1126,ts416,2,17.123
CR1126,ts416,3,13.367
CR1126,ts416,4,13.278
CR1126,ts416,5,16.472
CR1126,ts434,1,21.198
CR1126,ts434,2,20.544
CR1126,ts434,3,23.747
CR1126,ts434,4,20.738
CR1126,ts434,5,20.341
CR1126,ts439,1,14.704
CR1126,ts439,2,14.502
CR1126,ts439,3,16.597
CR1126,ts439,4,16.831
CR1126,ts439,5,15.007
CR1126,ts444,1,8.926
CR1126,ts444,2,14.502
CR1126,ts444,3,5.636
CR1126,ts444,4,17.054
CR1126,ts444,5,6.624
CR1126,ts470,1,10.596
CR1126,ts470,2,9.23
CR1126,ts470,3,10.844
CR1126,ts470,4,10.726
CR1126,ts470,5,7.655
CR1126,ts489,1,8.926
CR1126,ts489,2,9.23
CR1126,ts489,3,10.844
CR1126,ts489,4,10.726
CR1126,ts489,5,7.655
CR1126,ts490,1,4.912
CR1126,ts490,2,4.662
CR1126,ts490,3,3.277
CR1126,ts490,4,4.582
CR1126,ts490,5,4.677
CR1128,ts029,1,7.826
CR1128,ts029,2,7.446
CR1128,ts029,3,9.075
CR1128,ts029,4,11.546
CR1128,ts035,1,20.203
CR1128,ts035,2,20.285
CR1128,ts035,3,20.328
CR1128,ts035,4,19.001
CR1128,ts035,5,13.341
CR1128,ts054,1,41.384
CR1128,ts054,2,32.58
CR1128,ts054,3,32.377
CR1128,ts054,4,39.354
CR1128,ts054,5,34.748
CR1128,ts076,1,32.763
CR1128,ts076,2,35.212
CR1128,ts076,3,32.564
CR1128,ts076,4,35.029
CR1128,ts076,5,35.59
CR1128,ts081,1,53.838
CR1128,ts081,2,53.186
CR1128,ts081,3,54.614
CR1128,ts081,4,52.612
CR1128,ts081,5,56.128
CR1128,ts097,1,20.621
CR1128,ts110,1,34.706
CR1128,ts110,2,34.641
CR1128,ts119,1,31.564
CR1128,ts119,2,37.479
CR1128,ts119,3,34.289
CR1128,ts119,4,28.041
CR1128,ts119,5,30.395
CR1128,ts125,1,39.914
CR1128,ts125,2,49.665
CR1128,ts125,3,51.724
CR1128,ts125,4,32.315
CR1128,ts125,5,30.263
CR1128,ts128,1,34.352
CR1128,ts128,2,36.777
CR1128,ts128,3,32.546
CR1128,ts128,4,32.42
CR1128,ts128,5,32.815
CR1128,ts131,1,3.489
CR1128,ts131,2,3.369
CR1128,ts131,3,3.319
CR1128,ts131,4,4.573
CR1128,ts131,5,3.302
CR1128,ts147,1,50.527
CR1128,ts147,2,43.297
CR1128,ts147,3,45.454
CR1128,ts147,4,48.7
CR1128,ts147,5,47.461
CR1128,ts163,1,22.569
CR1128,ts177,1,6.617
CR1128,ts185,1,39.669
CR1128,ts185,2,39.605
CR1128,ts185,3,39.233
CR1128,ts185,4,39.218
CR1128,ts185,5,39.181
CR1128,ts227,1,39.029
CR1128,ts227,2,41.616
CR1128,ts227,3,43.183
CR1128,ts227,4,48.923
CR1128,ts227,5,53.051
CR1128,ts229,1,40.445
CR1128,ts229,2,42.537
CR1128,ts229,3,33.243
CR1128,ts229,4,37.536
CR1128,ts229,5,40.43
CR1128,ts232,1,100.0
CR1128,ts232,2,92.293
CR1128,ts232,3,92.293
CR1128,ts232,4,92.293
CR1128,ts232,5,92.293
CR1128,ts235,1,52.472
CR1128,ts235,2,49.216
CR1128,ts235,3,49.713
CR1128,ts235,4,35.423
CR1128,ts235,5,40.758
CR1128,ts238,1,34.608
CR1128,ts238,2,39.358
CR1128,ts238,3,40.636
CR1128,ts239,1,37.536
CR1128,ts239,2,33.299
CR1128,ts239,3,28.932
CR1128,ts239,4,40.43
CR1128,ts239,5,31.724
CR1128,ts245,1,14.738
CR1128,ts245,2,10.498
CR1128,ts245,3,11.406
CR1128,ts245,4,11.111
CR1128,ts245,5,12.233
CR1128,ts248,1,36.984
CR1128,ts248,2,40.134
CR1128,ts248,3,43.714
CR1128,ts248,4,30.398
CR1128,ts248,5,44.879
CR1128,ts285,1,36.455
CR1128,ts285,2,35.973
CR1128,ts285,3,35.268
CR1128,ts285,4,35.301
CR1128,ts285,5,32.699
CR1128,ts287,1,87.1
CR1128,ts287,2,46.477
CR1128,ts287,3,75.837
CR1128,ts287,4,41.32
CR1128,ts287,5,41.821
CR1128,ts392,1,15.128
CR1128,ts392,2,16.158
CR1128,ts392,3,18.03
CR1128,ts392,4,19.258
CR1128,ts392,5,51.562
CR1128,ts416,1,39.914
CR1128,ts416,2,49.665
CR1128,ts416,3,51.724
CR1128,ts416,4,32.598
CR1128,ts416,5,34.021
CR1128,ts434,1,38.178
CR1128,ts434,2,37.354
CR1128,ts434,3,39.765
CR1128,ts434,4,38.167
CR1128,ts434,5,46.182
CR1128,ts439,1,40.445
CR1128,ts439,2,37.536
CR1128,ts439,3,32.087
CR1128,ts439,4,39.914
CR1128,ts439,5,37.536
CR1128,ts470,1,32.087
CR1128,ts470,2,32.111
CR1128,ts470,3,32.041
CR1128,ts470,4,32.005
CR1128,ts470,5,32.172
CR1128,ts489,1,32.087
CR1128,ts489,2,32.111
CR1128,ts489,3,32.041
CR1128,ts489,4,32.005
CR1128,ts489,5,32.172
CR1136,ts029,1,5.826
CR1136,ts029,2,4.433
CR1136,ts029,3,3.18
CR1136,ts029,4,4.249
CR1136,ts029,5,3.391
CR1136,ts035,1,17.472
