Target,Type,Source,ModelGroup,gGSP
CR1107,Ribozyme,CASP RNA,TS227_2,2.832
CR1107,Ribozyme,CASP RNA,TS227_3,2.623
CR1107,Ribozyme,CASP RNA,TS227_4,2.738
CR1107,Ribozyme,CASP RNA,TS227_5,2.699
CR1107,Ribozyme,CASP RNA,TS229_1,6.106
CR1107,Ribozyme,CASP RNA,TS229_2,6.106
CR1107,Ribozyme,CASP RNA,TS229_3,6.106
CR1107,Ribozyme,CASP RNA,TS229_4,6.106
CR1107,Ribozyme,CASP RNA,TS229_5,6.106
CR1107,Ribozyme,CASP RNA,TS232_1,24.302
CR1107,Ribozyme,CASP RNA,TS232_2,23.839
CR1107,Ribozyme,CASP RNA,TS232_3,24.465
CR1107,Ribozyme,CASP RNA,TS232_4,23.612
CR1107,Ribozyme,CASP RNA,TS232_5,24.928
CR1107,Ribozyme,CASP RNA,TS235_1,4.051
CR1107,Ribozyme,CASP RNA,TS235_2,2.641
CR1107,Ribozyme,CASP RNA,TS235_3,3.973
CR1107,Ribozyme,CASP RNA,TS235_4,4.154
CR1107,Ribozyme,CASP RNA,TS235_5,5.349
CR1107,Ribozyme,CASP RNA,TS238_1,6.366
CR1107,Ribozyme,CASP RNA,TS245_1,3.852
CR1107,Ribozyme,CASP RNA,TS245_2,3.28
CR1107,Ribozyme,CASP RNA,TS245_3,3.84
CR1107,Ribozyme,CASP RNA,TS245_4,3.546
CR1107,Ribozyme,CASP RNA,TS245_5,2.526
CR1107,Ribozyme,CASP RNA,TS248_1,4.097
CR1107,Ribozyme,CASP RNA,TS248_2,4.063
CR1107,Ribozyme,CASP RNA,TS248_3,4.057
CR1107,Ribozyme,CASP RNA,TS248_4,4.091
CR1107,Ribozyme,CASP RNA,TS248_5,4.082
CR1107,Ribozyme,CASP RNA,TS285_1,4.959
CR1107,Ribozyme,CASP RNA,TS285_2,4.932
CR1107,Ribozyme,CASP RNA,TS285_3,3.307
CR1107,Ribozyme,CASP RNA,TS285_4,5.026
CR1107,Ribozyme,CASP RNA,TS285_5,4.905
CR1107,Ribozyme,CASP RNA,TS287_1,20.701
CR1107,Ribozyme,CASP RNA,TS287_2,20.614
CR1107,Ribozyme,CASP RNA,TS287_3,11.149
CR1107,Ribozyme,CASP RNA,TS287_4,20.671
CR1107,Ribozyme,CASP RNA,TS287_5,11.331
CR1107,Ribozyme,CASP RNA,TS385_1,3.528
CR1107,Ribozyme,CASP RNA,TS385_2,3.28
CR1107,Ribozyme,CASP RNA,TS385_3,3.84
CR1107,Ribozyme,CASP RNA,TS385_4,3.546
CR1107,Ribozyme,CASP RNA,TS385_5,2.526
CR1107,Ribozyme,CASP RNA,TS392_1,11.004
CR1107,Ribozyme,CASP RNA,TS392_2,8.808
CR1107,Ribozyme,CASP RNA,TS392_3,8.777
CR1107,Ribozyme,CASP RNA,TS392_4,9.098
CR1107,Ribozyme,CASP RNA,TS392_5,8.92
CR1107,Ribozyme,CASP RNA,TS416_1,12.23
CR1107,Ribozyme,CASP RNA,TS416_2,10.127
CR1107,Ribozyme,CASP RNA,TS416_3,10.275
CR1107,Ribozyme,CASP RNA,TS416_4,6.133
CR1107,Ribozyme,CASP RNA,TS416_5,11.201
CR1107,Ribozyme,CASP RNA,TS434_1,2.717
CR1107,Ribozyme,CASP RNA,TS434_2,2.853
CR1107,Ribozyme,CASP RNA,TS434_3,2.641
CR1107,Ribozyme,CASP RNA,TS434_4,2.886
CR1107,Ribozyme,CASP RNA,TS434_5,2.714
CR1107,Ribozyme,CASP RNA,TS439_1,8.193
CR1107,Ribozyme,CASP RNA,TS439_2,6.106
CR1107,Ribozyme,CASP RNA,TS439_3,6.423
CR1107,Ribozyme,CASP RNA,TS439_4,8.193
CR1107,Ribozyme,CASP RNA,TS439_5,6.106
CR1107,Ribozyme,CASP RNA,TS470_1,11.736
CR1107,Ribozyme,CASP RNA,TS470_2,11.609
CR1107,Ribozyme,CASP RNA,TS470_3,11.945
CR1107,Ribozyme,CASP RNA,TS470_4,11.918
CR1107,Ribozyme,CASP RNA,TS470_5,12.099
CR1107,Ribozyme,CASP RNA,TS489_1,11.736
CR1107,Ribozyme,CASP RNA,TS489_2,11.609
CR1107,Ribozyme,CASP RNA,TS489_3,11.945
CR1107,Ribozyme,CASP RNA,TS489_4,11.918
CR1107,Ribozyme,CASP RNA,TS489_5,12.099
CR1107,Ribozyme,CASP RNA,TSR01_10,11.258
CR1107,Ribozyme,CASP RNA,TSR01_1,20.68
CR1107,Ribozyme,CASP RNA,TSR01_2,20.611
CR1107,Ribozyme,CASP RNA,TSR01_3,11.298
CR1107,Ribozyme,CASP RNA,TSR01_4,20.874
CR1107,Ribozyme,CASP RNA,TSR01_5,20.514
CR1107,Ribozyme,CASP RNA,TSR01_6,11.177
CR1107,Ribozyme,CASP RNA,TSR01_7,20.671
CR1107,Ribozyme,CASP RNA,TSR01_8,11.313
CR1107,Ribozyme,CASP RNA,TSR01_9,20.496
CR1107,Ribozyme,CASP RNA,TSR02_1,2.829
CR1107,Ribozyme,CASP RNA,TSR02_2,2.944
CR1107,Ribozyme,CASP RNA,TSR02_3,2.784
CR1107,Ribozyme,CASP RNA,TSR02_4,6.314
CR1107,Ribozyme,CASP RNA,TSR02_5,2.829
CR1107,Ribozyme,CASP RNA,TSR02_6,3.794
CR1107,Ribozyme,CASP RNA,TSR02_7,2.714
CR1107,Ribozyme,CASP RNA,TSR02_8,5.38
CR1107,Ribozyme,CASP RNA,TSR03_1,8.808
CR1107,Ribozyme,CASP RNA,TSR03_2,8.777
CR1107,Ribozyme,CASP RNA,TSR03_3,9.098
CR1107,Ribozyme,CASP RNA,TSR03_4,8.92
CR1107,Ribozyme,CASP RNA,TSR03_5,11.004
CR1107,Ribozyme,CASP RNA,TSR04_1,18.835
CR1107,Ribozyme,CASP RNA,TSR04_2,16.021
CR1107,Ribozyme,CASP RNA,TSR04_3,22.65
CR1107,Ribozyme,CASP RNA,TSR04_4,9.398
CR1107,Ribozyme,CASP RNA,TSR04_5,8.033
CR1107,Ribozyme,CASP RNA,TSR05_1,5.597
CR1107,Ribozyme,CASP RNA,TSR05_2,5.38
CR1107,Ribozyme,CASP RNA,TSR05_3,5.897
CR1107,Ribozyme,CASP RNA,TSR05_4,5.38
CR1107,Ribozyme,CASP RNA,TSR05_5,5.537
CR1107,Ribozyme,CASP RNA,TSR05_6,5.295
CR1107,Ribozyme,CASP RNA,TSR05_7,5.198
CR1107,Ribozyme,CASP RNA,TSR06_1,11.352
CR1107,Ribozyme,CASP RNA,TSR06_2,11.152
CR1107,Ribozyme,CASP RNA,TSR06_3,12.823
CR1107,Ribozyme,CASP RNA,TSR06_4,12.798
CR1107,Ribozyme,CASP RNA,TSR06_5,12.635
CR1107,Ribozyme,CASP RNA,TSR07_1,11.31
CR1107,Ribozyme,CASP RNA,TSR07_2,10.012
CR1107,Ribozyme,CASP RNA,TSR07_3,11.537
CR1107,Ribozyme,CASP RNA,TSR07_4,11.857
CR1107,Ribozyme,CASP RNA,TSR07_5,10.75
CR1107,Ribozyme,CASP RNA,TSR08_1,10.472
CR1107,Ribozyme,CASP RNA,TSR08_2,10.215
CR1107,Ribozyme,CASP RNA,TSR08_3,12.26
CR1107,Ribozyme,CASP RNA,TSR08_4,10.581
CR1108,Ribozyme,CASP RNA,TS029_1,13.667
CR1108,Ribozyme,CASP RNA,TS029_2,5.522
CR1108,Ribozyme,CASP RNA,TS035_1,7.51
CR1108,Ribozyme,CASP RNA,TS035_2,8.184
CR1108,Ribozyme,CASP RNA,TS035_3,7.122
CR1108,Ribozyme,CASP RNA,TS035_4,8.466
CR1108,Ribozyme,CASP RNA,TS035_5,4.088
CR1108,Ribozyme,CASP RNA,TS054_1,11.44
CR1108,Ribozyme,CASP RNA,TS054_2,11.395
CR1108,Ribozyme,CASP RNA,TS054_3,11.298
CR1108,Ribozyme,CASP RNA,TS054_4,16.88
CR1108,Ribozyme,CASP RNA,TS054_5,15.682
CR1108,Ribozyme,CASP RNA,TS081_1,10.677
CR1108,Ribozyme,CASP RNA,TS081_2,10.995
CR1108,Ribozyme,CASP RNA,TS081_3,11.876
CR1108,Ribozyme,CASP RNA,TS081_4,11.494
CR1108,Ribozyme,CASP RNA,TS091_1,1.513
CR1108,Ribozyme,CASP RNA,TS091_2,1.337
CR1108,Ribozyme,CASP RNA,TS091_3,1.431
CR1108,Ribozyme,CASP RNA,TS091_4,1.443
CR1108,Ribozyme,CASP RNA,TS091_5,1.352
CR1108,Ribozyme,CASP RNA,TS097_1,6.593
CR1108,Ribozyme,CASP RNA,TS119_1,7.08
CR1108,Ribozyme,CASP RNA,TS119_2,9.909
CR1108,Ribozyme,CASP RNA,TS119_3,7.289
CR1108,Ribozyme,CASP RNA,TS119_4,7.519
CR1108,Ribozyme,CASP RNA,TS119_5,11.476
CR1108,Ribozyme,CASP RNA,TS125_1,15.842
CR1108,Ribozyme,CASP RNA,TS125_2,15.888
CR1108,Ribozyme,CASP RNA,TS125_3,15.878
CR1108,Ribozyme,CASP RNA,TS125_4,15.636
CR1108,Ribozyme,CASP RNA,TS125_5,15.673
CR1108,Ribozyme,CASP RNA,TS128_1,15.615
CR1108,Ribozyme,CASP RNA,TS128_2,11.978
CR1108,Ribozyme,CASP RNA,TS128_3,24.426
CR1108,Ribozyme,CASP RNA,TS128_4,10.581
CR1108,Ribozyme,CASP RNA,TS128_5,9.712
CR1108,Ribozyme,CASP RNA,TS131_1,2.817
CR1108,Ribozyme,CASP RNA,TS131_2,2.953
CR1108,Ribozyme,CASP RNA,TS131_3,3.053
CR1108,Ribozyme,CASP RNA,TS131_4,3.023
CR1108,Ribozyme,CASP RNA,TS131_5,3.059
CR1108,Ribozyme,CASP RNA,TS147_1,7.383
CR1108,Ribozyme,CASP RNA,TS147_2,9.189
CR1108,Ribozyme,CASP RNA,TS147_3,8.662
CR1108,Ribozyme,CASP RNA,TS147_4,9.098
CR1108,Ribozyme,CASP RNA,TS147_5,8.584
CR1108,Ribozyme,CASP RNA,TS163_1,9.059
CR1108,Ribozyme,CASP RNA,TS227_1,8.299
CR1108,Ribozyme,CASP RNA,TS227_2,7.912
CR1108,Ribozyme,CASP RNA,TS227_3,9.485
CR1108,Ribozyme,CASP RNA,TS227_4,9.14
CR1108,Ribozyme,CASP RNA,TS227_5,8.199
CR1108,Ribozyme,CASP RNA,TS229_1,9.31
CR1108,Ribozyme,CASP RNA,TS229_2,9.31
CR1108,Ribozyme,CASP RNA,TS229_3,9.31
CR1108,Ribozyme,CASP RNA,TS229_4,9.31
CR1108,Ribozyme,CASP RNA,TS229_5,9.31
CR1108,Ribozyme,CASP RNA,TS232_1,22.229
CR1108,Ribozyme,CASP RNA,TS232_2,24.822
CR1108,Ribozyme,CASP RNA,TS232_3,23.043
CR1108,Ribozyme,CASP RNA,TS232_4,22.378
CR1108,Ribozyme,CASP RNA,TS232_5,24.822
CR1108,Ribozyme,CASP RNA,TS235_1,5.921
CR1108,Ribozyme,CASP RNA,TS235_2,6.075
CR1108,Ribozyme,CASP RNA,TS235_3,7.982
CR1108,Ribozyme,CASP RNA,TS235_4,7.706
CR1108,Ribozyme,CASP RNA,TS235_5,8.602
CR1108,Ribozyme,CASP RNA,TS238_1,18.148
CR1108,Ribozyme,CASP RNA,TS245_1,4.245
CR1108,Ribozyme,CASP RNA,TS248_1,5.945
CR1108,Ribozyme,CASP RNA,TS248_2,5.96
CR1108,Ribozyme,CASP RNA,TS248_3,6.06
CR1108,Ribozyme,CASP RNA,TS248_4,6.015
CR1108,Ribozyme,CASP RNA,TS248_5,9.749
CR1108,Ribozyme,CASP RNA,TS285_1,6.505
CR1108,Ribozyme,CASP RNA,TS285_2,5.797
CR1108,Ribozyme,CASP RNA,TS285_3,7.361
CR1108,Ribozyme,CASP RNA,TS285_4,6.608
CR1108,Ribozyme,CASP RNA,TS285_5,6.765
CR1108,Ribozyme,CASP RNA,TS287_1,24.305
CR1108,Ribozyme,CASP RNA,TS287_2,23.899
CR1108,Ribozyme,CASP RNA,TS287_3,11.174
CR1108,Ribozyme,CASP RNA,TS287_4,24.223
CR1108,Ribozyme,CASP RNA,TS287_5,11.385
CR1108,Ribozyme,CASP RNA,TS385_1,3.906
CR1108,Ribozyme,CASP RNA,TS385_2,3.961
CR1108,Ribozyme,CASP RNA,TS385_3,2.983
CR1108,Ribozyme,CASP RNA,TS385_4,4.369
CR1108,Ribozyme,CASP RNA,TS385_5,3.041
CR1108,Ribozyme,CASP RNA,TS416_1,15.915
CR1108,Ribozyme,CASP RNA,TS416_2,14.947
CR1108,Ribozyme,CASP RNA,TS416_3,15.894
CR1108,Ribozyme,CASP RNA,TS416_4,17.818
CR1108,Ribozyme,CASP RNA,TS416_5,11.516
CR1108,Ribozyme,CASP RNA,TS434_1,7.594
CR1108,Ribozyme,CASP RNA,TS434_2,8.069
CR1108,Ribozyme,CASP RNA,TS434_3,8.314
CR1108,Ribozyme,CASP RNA,TS434_4,7.715
CR1108,Ribozyme,CASP RNA,TS434_5,7.803
CR1108,Ribozyme,CASP RNA,TS439_1,9.201
CR1108,Ribozyme,CASP RNA,TS439_2,9.092
CR1108,Ribozyme,CASP RNA,TS439_3,6.668
CR1108,Ribozyme,CASP RNA,TS439_4,4.926
CR1108,Ribozyme,CASP RNA,TS439_5,5.658
CR1108,Ribozyme,CASP RNA,TS470_1,16.907
CR1108,Ribozyme,CASP RNA,TS470_2,12.904
CR1108,Ribozyme,CASP RNA,TS470_3,15.273
CR1108,Ribozyme,CASP RNA,TS470_4,15.434
CR1108,Ribozyme,CASP RNA,TS470_5,11.11
CR1108,Ribozyme,CASP RNA,TS489_1,16.907
CR1108,Ribozyme,CASP RNA,TS489_2,12.904
CR1108,Ribozyme,CASP RNA,TS489_3,15.273
CR1108,Ribozyme,CASP RNA,TS489_4,15.434
CR1108,Ribozyme,CASP RNA,TS489_5,11.11
CR1108,Ribozyme,CASP RNA,TSR01_10,11.413
CR1108,Ribozyme,CASP RNA,TSR01_1,23.987
CR1108,Ribozyme,CASP RNA,TSR01_2,23.73
CR1108,Ribozyme,CASP RNA,TSR01_3,11.425
CR1108,Ribozyme,CASP RNA,TSR01_4,24.653
CR1108,Ribozyme,CASP RNA,TSR01_5,24.117
CR1108,Ribozyme,CASP RNA,TSR01_6,11.24
CR1108,Ribozyme,CASP RNA,TSR01_7,24.296
CR1108,Ribozyme,CASP RNA,TSR01_8,11.485
CR1108,Ribozyme,CASP RNA,TSR01_9,24.229
CR1108,Ribozyme,CASP RNA,TSR02_10,2.929
CR1108,Ribozyme,CASP RNA,TSR02_1,2.941
CR1108,Ribozyme,CASP RNA,TSR02_2,2.962
CR1108,Ribozyme,CASP RNA,TSR02_3,2.968
CR1108,Ribozyme,CASP RNA,TSR02_4,2.983
CR1108,Ribozyme,CASP RNA,TSR02_5,5.61
CR1108,Ribozyme,CASP RNA,TSR02_6,6.2
CR1108,Ribozyme,CASP RNA,TSR02_7,2.941
CR1108,Ribozyme,CASP RNA,TSR02_8,11.985
CR1108,Ribozyme,CASP RNA,TSR02_9,6.351
CR1108,Ribozyme,CASP RNA,TSR03_1,9.625
CR1108,Ribozyme,CASP RNA,TSR03_2,9.612
CR1108,Ribozyme,CASP RNA,TSR03_3,9.243
CR1108,Ribozyme,CASP RNA,TSR03_4,9.431
CR1108,Ribozyme,CASP RNA,TSR03_5,9.655
CR1108,Ribozyme,CASP RNA,TSR04_1,15.615
CR1108,Ribozyme,CASP RNA,TSR04_2,11.978
CR1108,Ribozyme,CASP RNA,TSR04_3,24.426
CR1108,Ribozyme,CASP RNA,TSR04_4,10.581
CR1108,Ribozyme,CASP RNA,TSR04_5,9.712
CR1108,Ribozyme,CASP RNA,TSR05_1,6.324
CR1108,Ribozyme,CASP RNA,TSR05_2,6.457
CR1108,Ribozyme,CASP RNA,TSR05_3,6.69
CR1108,Ribozyme,CASP RNA,TSR05_4,7.128
CR1108,Ribozyme,CASP RNA,TSR06_1,13.512
CR1108,Ribozyme,CASP RNA,TSR06_2,14.947
CR1108,Ribozyme,CASP RNA,TSR06_3,14.614
CR1108,Ribozyme,CASP RNA,TSR06_4,16.366
CR1108,Ribozyme,CASP RNA,TSR06_5,14.626
CR1108,Ribozyme,CASP RNA,TSR07_1,10.913
CR1108,Ribozyme,CASP RNA,TSR07_2,10.992
CR1108,Ribozyme,CASP RNA,TSR07_3,9.864
CR1108,Ribozyme,CASP RNA,TSR07_4,11.053
CR1108,Ribozyme,CASP RNA,TSR07_5,11.21
CR1108,Ribozyme,CASP RNA,TSR08_1,10.677
CR1108,Ribozyme,CASP RNA,TSR08_2,10.995
CR1108,Ribozyme,CASP RNA,TSR08_3,11.876
CR1108,Ribozyme,CASP RNA,TSR08_4,11.494
CR1116,Viral element,CASP RNA,TS029_1,13.917
CR1116,Viral element,CASP RNA,TS029_2,2.783
CR1116,Viral element,CASP RNA,TS029_3,2.221
CR1116,Viral element,CASP RNA,TS035_1,7.995
CR1116,Viral element,CASP RNA,TS035_2,8.448
CR1116,Viral element,CASP RNA,TS035_3,10.44
CR1116,Viral element,CASP RNA,TS035_4,12.064
CR1116,Viral element,CASP RNA,TS035_5,9.776
CR1116,Viral element,CASP RNA,TS054_1,13.087
CR1116,Viral element,CASP RNA,TS054_2,13.453
CR1116,Viral element,CASP RNA,TS054_3,9.721
CR1116,Viral element,CASP RNA,TS054_4,18.65
CR1116,Viral element,CASP RNA,TS054_5,10.108
CR1116,Viral element,CASP RNA,TS076_1,15.187
CR1116,Viral element,CASP RNA,TS076_2,6.605
CR1116,Viral element,CASP RNA,TS076_3,12.709
CR1116,Viral element,CASP RNA,TS076_4,10.44
CR1116,Viral element,CASP RNA,TS076_5,10.52
CR1116,Viral element,CASP RNA,TS081_1,23.991
CR1116,Viral element,CASP RNA,TS081_2,21.683
CR1116,Viral element,CASP RNA,TS081_3,22.137
CR1116,Viral element,CASP RNA,TS081_4,15.662
CR1116,Viral element,CASP RNA,TS081_5,28.418
CR1116,Viral element,CASP RNA,TS091_1,2.108
CR1116,Viral element,CASP RNA,TS091_2,2.236
CR1116,Viral element,CASP RNA,TS091_3,2.171
CR1116,Viral element,CASP RNA,TS091_4,2.106
CR1116,Viral element,CASP RNA,TS091_5,2.279
CR1116,Viral element,CASP RNA,TS097_1,2.324
CR1116,Viral element,CASP RNA,TS110_1,17.494
CR1116,Viral element,CASP RNA,TS110_2,23.721
CR1116,Viral element,CASP RNA,TS110_3,22.536
CR1116,Viral element,CASP RNA,TS110_4,22.181
CR1116,Viral element,CASP RNA,TS110_5,20.996
CR1116,Viral element,CASP RNA,TS119_1,10.942
CR1116,Viral element,CASP RNA,TS119_2,13.606
CR1116,Viral element,CASP RNA,TS119_3,10.443
CR1116,Viral element,CASP RNA,TS119_4,14.173
CR1116,Viral element,CASP RNA,TS119_5,12.858
CR1116,Viral element,CASP RNA,TS125_1,14.537
CR1116,Viral element,CASP RNA,TS125_2,12.932
CR1116,Viral element,CASP RNA,TS125_3,12.629
CR1116,Viral element,CASP RNA,TS125_4,11.721
CR1116,Viral element,CASP RNA,TS125_5,14.095
CR1116,Viral element,CASP RNA,TS131_1,2.329
CR1116,Viral element,CASP RNA,TS131_2,2.385
CR1116,Viral element,CASP RNA,TS131_3,2.384
CR1116,Viral element,CASP RNA,TS131_4,2.392
CR1116,Viral element,CASP RNA,TS131_5,2.377
CR1116,Viral element,CASP RNA,TS147_1,11.328
CR1116,Viral element,CASP RNA,TS147_2,9.282
CR1116,Viral element,CASP RNA,TS147_3,9.559
CR1116,Viral element,CASP RNA,TS147_4,12.342
CR1116,Viral element,CASP RNA,TS147_5,9.924
CR1116,Viral element,CASP RNA,TS163_1,8.202
CR1116,Viral element,CASP RNA,TS163_2,7.464
CR1116,Viral element,CASP RNA,TS163_3,7.413
CR1116,Viral element,CASP RNA,TS177_1,2.199
CR1116,Viral element,CASP RNA,TS185_1,20.426
CR1116,Viral element,CASP RNA,TS185_2,21.04
CR1116,Viral element,CASP RNA,TS185_3,20.522
CR1116,Viral element,CASP RNA,TS185_4,20.695
CR1116,Viral element,CASP RNA,TS185_5,20.996
CR1116,Viral element,CASP RNA,TS227_1,11.328
CR1116,Viral element,CASP RNA,TS227_2,9.282
CR1116,Viral element,CASP RNA,TS227_3,9.559
CR1116,Viral element,CASP RNA,TS227_4,12.342
CR1116,Viral element,CASP RNA,TS227_5,9.924
CR1116,Viral element,CASP RNA,TS229_1,17.358
CR1116,Viral element,CASP RNA,TS229_2,16.68
CR1116,Viral element,CASP RNA,TS229_3,17.328
CR1116,Viral element,CASP RNA,TS229_4,20.998
CR1116,Viral element,CASP RNA,TS229_5,24.281
CR1116,Viral element,CASP RNA,TS232_1,34.035
CR1116,Viral element,CASP RNA,TS232_2,31.78
CR1116,Viral element,CASP RNA,TS232_3,33.09
CR1116,Viral element,CASP RNA,TS232_4,32.415
CR1116,Viral element,CASP RNA,TS232_5,32.872
CR1116,Viral element,CASP RNA,TS235_1,10.144
CR1116,Viral element,CASP RNA,TS235_2,9.814
CR1116,Viral element,CASP RNA,TS235_3,18.297
CR1116,Viral element,CASP RNA,TS235_4,15.007
CR1116,Viral element,CASP RNA,TS235_5,10.866
CR1116,Viral element,CASP RNA,TS238_1,15.878
CR1116,Viral element,CASP RNA,TS238_2,11.053
CR1116,Viral element,CASP RNA,TS239_1,23.125
CR1116,Viral element,CASP RNA,TS239_2,22.042
CR1116,Viral element,CASP RNA,TS239_3,21.237
CR1116,Viral element,CASP RNA,TS239_4,20.837
CR1116,Viral element,CASP RNA,TS239_5,21.799
CR1116,Viral element,CASP RNA,TS245_1,4.998
CR1116,Viral element,CASP RNA,TS245_2,5.964
CR1116,Viral element,CASP RNA,TS245_3,5.831
CR1116,Viral element,CASP RNA,TS245_4,5.445
CR1116,Viral element,CASP RNA,TS245_5,4.872
CR1116,Viral element,CASP RNA,TS248_1,4.704
CR1116,Viral element,CASP RNA,TS248_2,4.829
CR1116,Viral element,CASP RNA,TS248_3,6.723
CR1116,Viral element,CASP RNA,TS248_4,3.925
CR1116,Viral element,CASP RNA,TS248_5,3.772
CR1116,Viral element,CASP RNA,TS285_1,21.194
CR1116,Viral element,CASP RNA,TS285_2,13.32
CR1116,Viral element,CASP RNA,TS285_3,16.989
CR1116,Viral element,CASP RNA,TS285_4,9.234
CR1116,Viral element,CASP RNA,TS285_5,19.623
CR1116,Viral element,CASP RNA,TS287_1,29.609
CR1116,Viral element,CASP RNA,TS287_2,29.745
CR1116,Viral element,CASP RNA,TS287_3,29.725
CR1116,Viral element,CASP RNA,TS287_4,29.8
CR1116,Viral element,CASP RNA,TS287_5,29.552
CR1116,Viral element,CASP RNA,TS385_1,4.998
CR1116,Viral element,CASP RNA,TS385_2,5.964
CR1116,Viral element,CASP RNA,TS385_3,5.831
CR1116,Viral element,CASP RNA,TS385_4,5.445
CR1116,Viral element,CASP RNA,TS385_5,4.872
CR1116,Viral element,CASP RNA,TS392_1,8.92
CR1116,Viral element,CASP RNA,TS392_2,9.22
CR1116,Viral element,CASP RNA,TS392_3,9.366
CR1116,Viral element,CASP RNA,TS392_4,8.289
CR1116,Viral element,CASP RNA,TS392_5,8.684
CR1116,Viral element,CASP RNA,TS416_1,20.644
CR1116,Viral element,CASP RNA,TS416_2,14.978
CR1116,Viral element,CASP RNA,TS416_3,20.961
CR1116,Viral element,CASP RNA,TS416_4,12.811
CR1116,Viral element,CASP RNA,TS416_5,19.506
CR1116,Viral element,CASP RNA,TS434_1,11.328
CR1116,Viral element,CASP RNA,TS434_2,9.282
CR1116,Viral element,CASP RNA,TS434_3,9.559
CR1116,Viral element,CASP RNA,TS434_4,12.342
CR1116,Viral element,CASP RNA,TS434_5,9.924
CR1116,Viral element,CASP RNA,TS439_1,15.187
CR1116,Viral element,CASP RNA,TS439_2,18.625
CR1116,Viral element,CASP RNA,TS439_3,15.926
CR1116,Viral element,CASP RNA,TS439_4,21.698
CR1116,Viral element,CASP RNA,TS439_5,17.855
CR1116,Viral element,CASP RNA,TS470_1,18.962
CR1116,Viral element,CASP RNA,TS470_2,18.322
CR1116,Viral element,CASP RNA,TS470_3,17.971
CR1116,Viral element,CASP RNA,TS470_4,19.507
CR1116,Viral element,CASP RNA,TS470_5,19.533
CR1116,Viral element,CASP RNA,TS489_1,17.163
CR1116,Viral element,CASP RNA,TS489_2,16.983
CR1116,Viral element,CASP RNA,TS489_3,16.383
CR1116,Viral element,CASP RNA,TS489_4,16.91
