Target,Lab,Num,gGSP,lddt,gsp_filename,target_pdb,model_pdb,mode,case_id
CR1107,ts119,5,14.825,0.488,CR1107_solution_0_CR1107_TS119_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS119_5.pdb,fallback_pair,CR1107
CR1107,ts125,1,31.661,0.576,CR1107_solution_0_CR1107_TS125_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS125_1.pdb,fallback_pair,CR1107
CR1107,ts125,2,31.594,0.576,CR1107_solution_0_CR1107_TS125_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS125_2.pdb,fallback_pair,CR1107
CR1107,ts125,3,23.736,0.454,CR1107_solution_0_CR1107_TS125_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS125_3.pdb,fallback_pair,CR1107
CR1107,ts125,4,5.708,0.248,CR1107_solution_0_CR1107_TS125_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS125_4.pdb,fallback_pair,CR1107
CR1107,ts125,5,5.769,0.26,CR1107_solution_0_CR1107_TS125_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS125_5.pdb,fallback_pair,CR1107
CR1107,ts128,1,24.881,0.169,CR1107_solution_0_CR1107_TS128_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS128_1.pdb,fallback_pair,CR1107
CR1107,ts128,2,24.786,0.007,CR1107_solution_0_CR1107_TS128_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS128_2.pdb,fallback_pair,CR1107
CR1107,ts128,3,62.997,0.32,CR1107_solution_0_CR1107_TS128_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS128_3.pdb,fallback_pair,CR1107
CR1107,ts128,4,21.496,0.005,CR1107_solution_0_CR1107_TS128_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS128_4.pdb,fallback_pair,CR1107
CR1107,ts128,5,19.994,0.041,CR1107_solution_0_CR1107_TS128_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS128_5.pdb,fallback_pair,CR1107
CR1107,ts131,1,4.359,0.101,CR1107_solution_0_CR1107_TS131_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS131_1.pdb,fallback_pair,CR1107
CR1107,ts131,2,4.566,0.064,CR1107_solution_0_CR1107_TS131_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS131_2.pdb,fallback_pair,CR1107
CR1107,ts131,3,4.345,0.064,CR1107_solution_0_CR1107_TS131_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS131_3.pdb,fallback_pair,CR1107
CR1107,ts131,4,4.529,0.056,CR1107_solution_0_CR1107_TS131_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS131_4.pdb,fallback_pair,CR1107
CR1107,ts131,5,4.733,0.073,CR1107_solution_0_CR1107_TS131_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS131_5.pdb,fallback_pair,CR1107
CR1107,ts147,1,4.82,0.315,CR1107_solution_0_CR1107_TS147_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS147_1.pdb,fallback_pair,CR1107
CR1107,ts147,2,4.73,0.32,CR1107_solution_0_CR1107_TS147_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS147_2.pdb,fallback_pair,CR1107
CR1107,ts147,3,4.63,0.312,CR1107_solution_0_CR1107_TS147_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS147_3.pdb,fallback_pair,CR1107
CR1107,ts147,4,4.756,0.311,CR1107_solution_0_CR1107_TS147_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS147_4.pdb,fallback_pair,CR1107
CR1107,ts147,5,4.552,0.321,CR1107_solution_0_CR1107_TS147_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS147_5.pdb,fallback_pair,CR1107
CR1107,ts163,1,11.751,0.412,CR1107_solution_0_CR1107_TS163_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS163_1.pdb,fallback_pair,CR1107
CR1107,ts163,2,10.12,0.322,CR1107_solution_0_CR1107_TS163_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS163_2.pdb,fallback_pair,CR1107
CR1107,ts163,5,9.017,0.338,CR1107_solution_0_CR1107_TS163_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS163_5.pdb,fallback_pair,CR1107
CR1107,ts227,1,4.803,0.316,CR1107_solution_0_CR1107_TS227_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS227_1.pdb,fallback_pair,CR1107
CR1107,ts227,2,4.75,0.299,CR1107_solution_0_CR1107_TS227_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS227_2.pdb,fallback_pair,CR1107
CR1107,ts227,3,4.756,0.306,CR1107_solution_0_CR1107_TS227_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS227_3.pdb,fallback_pair,CR1107
CR1107,ts227,4,4.655,0.299,CR1107_solution_0_CR1107_TS227_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS227_4.pdb,fallback_pair,CR1107
CR1107,ts227,5,4.61,0.306,CR1107_solution_0_CR1107_TS227_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS227_5.pdb,fallback_pair,CR1107
CR1107,ts229,1,9.017,0.338,CR1107_solution_0_CR1107_TS229_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS229_1.pdb,fallback_pair,CR1107
CR1107,ts229,2,9.017,0.338,CR1107_solution_0_CR1107_TS229_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS229_2.pdb,fallback_pair,CR1107
CR1107,ts229,3,9.017,0.338,CR1107_solution_0_CR1107_TS229_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS229_3.pdb,fallback_pair,CR1107
CR1107,ts229,4,9.017,0.338,CR1107_solution_0_CR1107_TS229_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS229_4.pdb,fallback_pair,CR1107
CR1107,ts229,5,9.017,0.338,CR1107_solution_0_CR1107_TS229_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS229_5.pdb,fallback_pair,CR1107
CR1107,ts232,1,96.482,0.725,CR1107_solution_0_CR1107_TS232_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS232_1.pdb,fallback_pair,CR1107
CR1107,ts232,2,94.435,0.721,CR1107_solution_0_CR1107_TS232_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS232_2.pdb,fallback_pair,CR1107
CR1107,ts232,3,64.812,0.728,CR1107_solution_0_CR1107_TS232_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS232_3.pdb,fallback_pair,CR1107
CR1107,ts232,4,71.347,0.71,CR1107_solution_0_CR1107_TS232_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS232_4.pdb,fallback_pair,CR1107
CR1107,ts232,5,73.494,0.689,CR1107_solution_0_CR1107_TS232_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS232_5.pdb,fallback_pair,CR1107
CR1107,ts235,1,8.587,0.426,CR1107_solution_0_CR1107_TS235_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS235_1.pdb,fallback_pair,CR1107
CR1107,ts235,2,5.867,0.309,CR1107_solution_0_CR1107_TS235_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS235_2.pdb,fallback_pair,CR1107
CR1107,ts235,3,8.416,0.424,CR1107_solution_0_CR1107_TS235_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS235_3.pdb,fallback_pair,CR1107
CR1107,ts235,4,8.609,0.383,CR1107_solution_0_CR1107_TS235_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS235_4.pdb,fallback_pair,CR1107
CR1107,ts235,5,7.774,0.359,CR1107_solution_0_CR1107_TS235_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS235_5.pdb,fallback_pair,CR1107
CR1107,ts238,1,9.938,0.022,CR1107_solution_0_CR1107_TS238_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS238_1.pdb,fallback_pair,CR1107
CR1107,ts245,1,7.475,0.319,CR1107_solution_0_CR1107_TS245_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS245_1.pdb,fallback_pair,CR1107
CR1107,ts245,2,7.855,0.324,CR1107_solution_0_CR1107_TS245_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS245_2.pdb,fallback_pair,CR1107
CR1107,ts245,3,8.193,0.324,CR1107_solution_0_CR1107_TS245_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS245_3.pdb,fallback_pair,CR1107
CR1107,ts245,4,7.841,0.329,CR1107_solution_0_CR1107_TS245_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS245_4.pdb,fallback_pair,CR1107
CR1107,ts245,5,5.219,0.292,CR1107_solution_0_CR1107_TS245_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS245_5.pdb,fallback_pair,CR1107
CR1107,ts248,1,8.162,0.39,CR1107_solution_0_CR1107_TS248_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS248_1.pdb,fallback_pair,CR1107
CR1107,ts248,2,8.327,0.392,CR1107_solution_0_CR1107_TS248_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS248_2.pdb,fallback_pair,CR1107
CR1107,ts248,3,8.126,0.339,CR1107_solution_0_CR1107_TS248_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS248_3.pdb,fallback_pair,CR1107
CR1107,ts248,4,7.958,0.354,CR1107_solution_0_CR1107_TS248_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS248_4.pdb,fallback_pair,CR1107
CR1107,ts248,5,8.294,0.375,CR1107_solution_0_CR1107_TS248_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS248_5.pdb,fallback_pair,CR1107
CR1107,ts285,1,8.319,0.354,CR1107_solution_0_CR1107_TS285_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS285_1.pdb,fallback_pair,CR1107
CR1107,ts285,2,8.601,0.353,CR1107_solution_0_CR1107_TS285_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS285_2.pdb,fallback_pair,CR1107
CR1107,ts285,3,8.168,0.32,CR1107_solution_0_CR1107_TS285_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS285_3.pdb,fallback_pair,CR1107
CR1107,ts285,4,8.358,0.344,CR1107_solution_0_CR1107_TS285_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS285_4.pdb,fallback_pair,CR1107
CR1107,ts285,5,8.352,0.338,CR1107_solution_0_CR1107_TS285_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS285_5.pdb,fallback_pair,CR1107
CR1107,ts287,1,61.758,0.68,CR1107_solution_0_CR1107_TS287_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS287_1.pdb,fallback_pair,CR1107
CR1107,ts287,2,62.042,0.646,CR1107_solution_0_CR1107_TS287_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS287_2.pdb,fallback_pair,CR1107
CR1107,ts287,3,25.447,0.51,CR1107_solution_0_CR1107_TS287_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS287_3.pdb,fallback_pair,CR1107
CR1107,ts287,4,61.772,0.651,CR1107_solution_0_CR1107_TS287_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS287_4.pdb,fallback_pair,CR1107
CR1107,ts287,5,26.975,0.513,CR1107_solution_0_CR1107_TS287_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS287_5.pdb,fallback_pair,CR1107
CR1107,ts385,1,7.914,0.332,CR1107_solution_0_CR1107_TS385_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS385_1.pdb,fallback_pair,CR1107
CR1107,ts385,2,7.855,0.324,CR1107_solution_0_CR1107_TS385_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS385_2.pdb,fallback_pair,CR1107
CR1107,ts385,3,8.193,0.324,CR1107_solution_0_CR1107_TS385_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS385_3.pdb,fallback_pair,CR1107
CR1107,ts385,4,7.841,0.329,CR1107_solution_0_CR1107_TS385_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS385_4.pdb,fallback_pair,CR1107
CR1107,ts385,5,5.219,0.292,CR1107_solution_0_CR1107_TS385_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS385_5.pdb,fallback_pair,CR1107
CR1107,ts392,1,24.492,0.511,CR1107_solution_0_CR1107_TS392_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS392_1.pdb,fallback_pair,CR1107
CR1107,ts392,2,21.803,0.477,CR1107_solution_0_CR1107_TS392_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS392_2.pdb,fallback_pair,CR1107
CR1107,ts392,3,20.734,0.462,CR1107_solution_0_CR1107_TS392_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS392_3.pdb,fallback_pair,CR1107
CR1107,ts392,4,22.669,0.475,CR1107_solution_0_CR1107_TS392_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS392_4.pdb,fallback_pair,CR1107
CR1107,ts392,5,20.714,0.458,CR1107_solution_0_CR1107_TS392_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS392_5.pdb,fallback_pair,CR1107
CR1107,ts416,1,63.899,0.595,CR1107_solution_0_CR1107_TS416_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS416_1.pdb,fallback_pair,CR1107
CR1107,ts416,2,32.942,0.54,CR1107_solution_0_CR1107_TS416_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS416_2.pdb,fallback_pair,CR1107
CR1107,ts416,3,34.294,0.581,CR1107_solution_0_CR1107_TS416_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS416_3.pdb,fallback_pair,CR1107
CR1107,ts416,4,20.477,0.353,CR1107_solution_0_CR1107_TS416_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS416_4.pdb,fallback_pair,CR1107
CR1107,ts416,5,36.631,0.58,CR1107_solution_0_CR1107_TS416_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS416_5.pdb,fallback_pair,CR1107
CR1107,ts434,1,4.719,0.31,CR1107_solution_0_CR1107_TS434_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS434_1.pdb,fallback_pair,CR1107
CR1107,ts434,2,4.633,0.306,CR1107_solution_0_CR1107_TS434_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS434_2.pdb,fallback_pair,CR1107
CR1107,ts434,3,4.728,0.312,CR1107_solution_0_CR1107_TS434_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS434_3.pdb,fallback_pair,CR1107
CR1107,ts434,4,4.658,0.312,CR1107_solution_0_CR1107_TS434_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS434_4.pdb,fallback_pair,CR1107
CR1107,ts434,5,4.744,0.314,CR1107_solution_0_CR1107_TS434_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS434_5.pdb,fallback_pair,CR1107
CR1107,ts439,1,20.17,0.489,CR1107_solution_0_CR1107_TS439_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS439_1.pdb,fallback_pair,CR1107
CR1107,ts439,2,9.017,0.338,CR1107_solution_0_CR1107_TS439_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS439_2.pdb,fallback_pair,CR1107
CR1107,ts439,3,10.117,0.379,CR1107_solution_0_CR1107_TS439_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS439_3.pdb,fallback_pair,CR1107
CR1107,ts439,4,20.17,0.489,CR1107_solution_0_CR1107_TS439_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS439_4.pdb,fallback_pair,CR1107
CR1107,ts439,5,9.017,0.338,CR1107_solution_0_CR1107_TS439_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS439_5.pdb,fallback_pair,CR1107
CR1107,ts470,1,61.322,0.018,CR1107_solution_0_CR1107_TS470_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS470_1.pdb,fallback_pair,CR1107
CR1107,ts470,2,61.914,0.01,CR1107_solution_0_CR1107_TS470_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS470_2.pdb,fallback_pair,CR1107
CR1107,ts470,3,68.708,0.04,CR1107_solution_0_CR1107_TS470_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS470_3.pdb,fallback_pair,CR1107
CR1107,ts470,4,61.866,0.018,CR1107_solution_0_CR1107_TS470_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS470_4.pdb,fallback_pair,CR1107
CR1107,ts470,5,64.466,0.052,CR1107_solution_0_CR1107_TS470_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS470_5.pdb,fallback_pair,CR1107
CR1107,ts489,1,61.322,0.018,CR1107_solution_0_CR1107_TS489_1_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS489_1.pdb,fallback_pair,CR1107
CR1107,ts489,2,61.914,0.01,CR1107_solution_0_CR1107_TS489_2_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS489_2.pdb,fallback_pair,CR1107
CR1107,ts489,3,68.708,0.04,CR1107_solution_0_CR1107_TS489_3_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS489_3.pdb,fallback_pair,CR1107
CR1107,ts489,4,61.866,0.018,CR1107_solution_0_CR1107_TS489_4_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS489_4.pdb,fallback_pair,CR1107
CR1107,ts489,5,64.466,0.052,CR1107_solution_0_CR1107_TS489_5_C1'-gGSP.csv,CR1107_solution_0.pdb,CR1107_TS489_5.pdb,fallback_pair,CR1107
CR1107,tsr01,10,26.62,0.536,CR1107_TSR01_10_solution_CR1107_TSR01_10_refined_C1'-gGSP.csv,CR1107_TSR01_10_solution.pdb,CR1107_TSR01_10_refined.pdb,refined_pair,CR1107
CR1107,tsr01,1,60.803,0.685,CR1107_TSR01_1_solution_CR1107_TSR01_1_refined_C1'-gGSP.csv,CR1107_TSR01_1_solution.pdb,CR1107_TSR01_1_refined.pdb,refined_pair,CR1107
CR1107,tsr01,2,60.842,0.675,CR1107_TSR01_2_solution_CR1107_TSR01_2_refined_C1'-gGSP.csv,CR1107_TSR01_2_solution.pdb,CR1107_TSR01_2_refined.pdb,refined_pair,CR1107
CR1107,tsr01,3,25.964,0.53,CR1107_TSR01_3_solution_CR1107_TSR01_3_refined_C1'-gGSP.csv,CR1107_TSR01_3_solution.pdb,CR1107_TSR01_3_refined.pdb,refined_pair,CR1107
CR1107,tsr01,4,62.648,0.684,CR1107_TSR01_4_solution_CR1107_TSR01_4_refined_C1'-gGSP.csv,CR1107_TSR01_4_solution.pdb,CR1107_TSR01_4_refined.pdb,refined_pair,CR1107
CR1107,tsr01,5,61.414,0.678,CR1107_TSR01_5_solution_CR1107_TSR01_5_refined_C1'-gGSP.csv,CR1107_TSR01_5_solution.pdb,CR1107_TSR01_5_refined.pdb,refined_pair,CR1107
CR1107,tsr01,6,25.364,0.534,CR1107_TSR01_6_solution_CR1107_TSR01_6_refined_C1'-gGSP.csv,CR1107_TSR01_6_solution.pdb,CR1107_TSR01_6_refined.pdb,refined_pair,CR1107
CR1107,tsr01,7,61.498,0.678,CR1107_TSR01_7_solution_CR1107_TSR01_7_refined_C1'-gGSP.csv,CR1107_TSR01_7_solution.pdb,CR1107_TSR01_7_refined.pdb,refined_pair,CR1107
CR1107,tsr01,8,27.042,0.534,CR1107_TSR01_8_solution_CR1107_TSR01_8_refined_C1'-gGSP.csv,CR1107_TSR01_8_solution.pdb,CR1107_TSR01_8_refined.pdb,refined_pair,CR1107
CR1107,tsr01,9,61.392,0.68,CR1107_TSR01_9_solution_CR1107_TSR01_9_refined_C1'-gGSP.csv,CR1107_TSR01_9_solution.pdb,CR1107_TSR01_9_refined.pdb,refined_pair,CR1107
CR1107,tsr02,1,4.63,0.321,CR1107_TSR02_1_solution_CR1107_TSR02_1_refined_C1'-gGSP.csv,CR1107_TSR02_1_solution.pdb,CR1107_TSR02_1_refined.pdb,refined_pair,CR1107
CR1107,tsr02,2,4.605,0.032,CR1107_TSR02_2_solution_CR1107_TSR02_2_refined_C1'-gGSP.csv,CR1107_TSR02_2_solution.pdb,CR1107_TSR02_2_refined.pdb,refined_pair,CR1107
CR1107,tsr02,3,4.317,0.023,CR1107_TSR02_3_solution_CR1107_TSR02_3_refined_C1'-gGSP.csv,CR1107_TSR02_3_solution.pdb,CR1107_TSR02_3_refined.pdb,refined_pair,CR1107
CR1107,tsr02,4,8.324,0.031,CR1107_TSR02_4_solution_CR1107_TSR02_4_refined_C1'-gGSP.csv,CR1107_TSR02_4_solution.pdb,CR1107_TSR02_4_refined.pdb,refined_pair,CR1107
CR1107,tsr02,5,4.68,0.026,CR1107_TSR02_5_solution_CR1107_TSR02_5_refined_C1'-gGSP.csv,CR1107_TSR02_5_solution.pdb,CR1107_TSR02_5_refined.pdb,refined_pair,CR1107
