Target,Type,Source,ModelGroup,gGSP
CR1108,Ribozyme,CASP RNA,TS232_3,100.0
CR1108,Ribozyme,CASP RNA,TS232_4,100.0
CR1108,Ribozyme,CASP RNA,TS232_5,100.0
CR1108,Ribozyme,CASP RNA,TS235_1,11.724
CR1108,Ribozyme,CASP RNA,TS235_2,14.299
CR1108,Ribozyme,CASP RNA,TS235_3,32.02
CR1108,Ribozyme,CASP RNA,TS235_4,27.137
CR1108,Ribozyme,CASP RNA,TS235_5,28.922
CR1108,Ribozyme,CASP RNA,TS238_1,92.66
CR1108,Ribozyme,CASP RNA,TS245_1,18.26
CR1108,Ribozyme,CASP RNA,TS248_1,11.398
CR1108,Ribozyme,CASP RNA,TS248_2,11.727
CR1108,Ribozyme,CASP RNA,TS248_3,12.423
CR1108,Ribozyme,CASP RNA,TS248_4,11.503
CR1108,Ribozyme,CASP RNA,TS248_5,32.238
CR1108,Ribozyme,CASP RNA,TS285_1,28.925
CR1108,Ribozyme,CASP RNA,TS285_2,23.676
CR1108,Ribozyme,CASP RNA,TS285_3,30.498
CR1108,Ribozyme,CASP RNA,TS285_4,28.925
CR1108,Ribozyme,CASP RNA,TS285_5,28.976
CR1108,Ribozyme,CASP RNA,TS287_1,100.0
CR1108,Ribozyme,CASP RNA,TS287_2,100.0
CR1108,Ribozyme,CASP RNA,TS287_3,44.61
CR1108,Ribozyme,CASP RNA,TS287_4,100.0
CR1108,Ribozyme,CASP RNA,TS287_5,50.274
CR1108,Ribozyme,CASP RNA,TS385_1,17.924
CR1108,Ribozyme,CASP RNA,TS385_2,24.326
CR1108,Ribozyme,CASP RNA,TS385_3,21.125
CR1108,Ribozyme,CASP RNA,TS385_4,22.792
CR1108,Ribozyme,CASP RNA,TS385_5,19.539
CR1108,Ribozyme,CASP RNA,TS416_1,100.0
CR1108,Ribozyme,CASP RNA,TS416_2,100.0
CR1108,Ribozyme,CASP RNA,TS416_3,100.0
CR1108,Ribozyme,CASP RNA,TS416_4,100.0
CR1108,Ribozyme,CASP RNA,TS416_5,100.0
CR1108,Ribozyme,CASP RNA,TS434_1,25.579
CR1108,Ribozyme,CASP RNA,TS434_2,28.214
CR1108,Ribozyme,CASP RNA,TS434_3,35.539
CR1108,Ribozyme,CASP RNA,TS434_4,27.149
CR1108,Ribozyme,CASP RNA,TS434_5,28.825
CR1108,Ribozyme,CASP RNA,TS439_1,33.427
CR1108,Ribozyme,CASP RNA,TS439_2,31.291
CR1108,Ribozyme,CASP RNA,TS439_3,33.327
CR1108,Ribozyme,CASP RNA,TS439_4,19.176
CR1108,Ribozyme,CASP RNA,TS439_5,21.128
CR1108,Ribozyme,CASP RNA,TS470_1,100.0
CR1108,Ribozyme,CASP RNA,TS470_2,100.0
CR1108,Ribozyme,CASP RNA,TS470_3,100.0
CR1108,Ribozyme,CASP RNA,TS470_4,100.0
CR1108,Ribozyme,CASP RNA,TS470_5,65.974
CR1108,Ribozyme,CASP RNA,TS489_1,100.0
CR1108,Ribozyme,CASP RNA,TS489_2,100.0
CR1108,Ribozyme,CASP RNA,TS489_3,100.0
CR1108,Ribozyme,CASP RNA,TS489_4,100.0
CR1108,Ribozyme,CASP RNA,TS489_5,65.974
CR1108,Ribozyme,CASP RNA,TSR01_10,49.042
CR1108,Ribozyme,CASP RNA,TSR01_1,100.0
CR1108,Ribozyme,CASP RNA,TSR01_2,100.0
CR1108,Ribozyme,CASP RNA,TSR01_3,45.859
CR1108,Ribozyme,CASP RNA,TSR01_4,100.0
CR1108,Ribozyme,CASP RNA,TSR01_5,100.0
CR1108,Ribozyme,CASP RNA,TSR01_6,44.495
CR1108,Ribozyme,CASP RNA,TSR01_7,100.0
CR1108,Ribozyme,CASP RNA,TSR01_8,50.694
CR1108,Ribozyme,CASP RNA,TSR01_9,100.0
CR1108,Ribozyme,CASP RNA,TSR02_10,12.835
CR1108,Ribozyme,CASP RNA,TSR02_1,7.313
CR1108,Ribozyme,CASP RNA,TSR02_2,12.786
CR1108,Ribozyme,CASP RNA,TSR02_3,8.596
CR1108,Ribozyme,CASP RNA,TSR02_4,8.596
CR1108,Ribozyme,CASP RNA,TSR02_5,14.042
CR1108,Ribozyme,CASP RNA,TSR02_6,15.186
CR1108,Ribozyme,CASP RNA,TSR02_7,7.313
CR1108,Ribozyme,CASP RNA,TSR02_8,56.401
CR1108,Ribozyme,CASP RNA,TSR02_9,13.074
CR1108,Ribozyme,CASP RNA,TSR03_1,28.026
CR1108,Ribozyme,CASP RNA,TSR03_2,25.757
CR1108,Ribozyme,CASP RNA,TSR03_3,26.698
CR1108,Ribozyme,CASP RNA,TSR03_4,27.149
CR1108,Ribozyme,CASP RNA,TSR03_5,25.984
CR1108,Ribozyme,CASP RNA,TSR04_1,34.144
CR1108,Ribozyme,CASP RNA,TSR04_2,33.53
CR1108,Ribozyme,CASP RNA,TSR04_3,100.0
CR1108,Ribozyme,CASP RNA,TSR04_4,43.947
CR1108,Ribozyme,CASP RNA,TSR04_5,49.13
CR1108,Ribozyme,CASP RNA,TSR05_1,33.457
CR1108,Ribozyme,CASP RNA,TSR05_2,27.116
CR1108,Ribozyme,CASP RNA,TSR05_3,29.034
CR1108,Ribozyme,CASP RNA,TSR05_4,24.135
CR1108,Ribozyme,CASP RNA,TSR06_1,94.735
CR1108,Ribozyme,CASP RNA,TSR06_2,95.389
CR1108,Ribozyme,CASP RNA,TSR06_3,92.333
CR1108,Ribozyme,CASP RNA,TSR06_4,99.861
CR1108,Ribozyme,CASP RNA,TSR06_5,98.173
CR1108,Ribozyme,CASP RNA,TSR07_1,29.506
CR1108,Ribozyme,CASP RNA,TSR07_2,27.309
CR1108,Ribozyme,CASP RNA,TSR07_3,28.284
CR1108,Ribozyme,CASP RNA,TSR07_4,27.802
CR1108,Ribozyme,CASP RNA,TSR07_5,27.212
CR1108,Ribozyme,CASP RNA,TSR08_1,40.332
CR1108,Ribozyme,CASP RNA,TSR08_2,41.542
CR1108,Ribozyme,CASP RNA,TSR08_3,50.147
CR1108,Ribozyme,CASP RNA,TSR08_4,82.833
CR1116,Viral element,CASP RNA,TS029_1,47.18
CR1116,Viral element,CASP RNA,TS029_2,7.749
CR1116,Viral element,CASP RNA,TS029_3,8.727
CR1116,Viral element,CASP RNA,TS035_1,19.819
CR1116,Viral element,CASP RNA,TS035_2,19.864
CR1116,Viral element,CASP RNA,TS035_3,29.955
CR1116,Viral element,CASP RNA,TS035_4,30.662
CR1116,Viral element,CASP RNA,TS035_5,25.837
CR1116,Viral element,CASP RNA,TS054_1,62.892
CR1116,Viral element,CASP RNA,TS054_2,58.437
CR1116,Viral element,CASP RNA,TS054_3,59.024
CR1116,Viral element,CASP RNA,TS054_4,97.021
CR1116,Viral element,CASP RNA,TS054_5,30.376
CR1116,Viral element,CASP RNA,TS076_1,60.46
CR1116,Viral element,CASP RNA,TS076_2,18.726
CR1116,Viral element,CASP RNA,TS076_3,64.386
CR1116,Viral element,CASP RNA,TS076_4,25.438
CR1116,Viral element,CASP RNA,TS076_5,24.249
CR1116,Viral element,CASP RNA,TS081_1,64.355
CR1116,Viral element,CASP RNA,TS081_2,61.542
CR1116,Viral element,CASP RNA,TS081_3,61.078
CR1116,Viral element,CASP RNA,TS081_4,61.471
CR1116,Viral element,CASP RNA,TS081_5,53.146
CR1116,Viral element,CASP RNA,TS091_1,4.304
CR1116,Viral element,CASP RNA,TS091_2,4.847
CR1116,Viral element,CASP RNA,TS091_3,3.805
CR1116,Viral element,CASP RNA,TS091_4,4.311
CR1116,Viral element,CASP RNA,TS091_5,4.035
CR1116,Viral element,CASP RNA,TS097_1,5.309
CR1116,Viral element,CASP RNA,TS110_1,64.12
CR1116,Viral element,CASP RNA,TS110_2,62.173
CR1116,Viral element,CASP RNA,TS110_3,63.959
CR1116,Viral element,CASP RNA,TS110_4,63.232
CR1116,Viral element,CASP RNA,TS110_5,65.63
CR1116,Viral element,CASP RNA,TS119_1,30.975
CR1116,Viral element,CASP RNA,TS119_2,45.298
CR1116,Viral element,CASP RNA,TS119_3,28.934
CR1116,Viral element,CASP RNA,TS119_4,71.63
CR1116,Viral element,CASP RNA,TS119_5,64.181
CR1116,Viral element,CASP RNA,TS125_1,66.301
CR1116,Viral element,CASP RNA,TS125_2,67.908
CR1116,Viral element,CASP RNA,TS125_3,69.242
CR1116,Viral element,CASP RNA,TS125_4,35.04
CR1116,Viral element,CASP RNA,TS125_5,70.632
CR1116,Viral element,CASP RNA,TS131_1,4.773
CR1116,Viral element,CASP RNA,TS131_2,4.294
CR1116,Viral element,CASP RNA,TS131_3,3.958
CR1116,Viral element,CASP RNA,TS131_4,4.413
CR1116,Viral element,CASP RNA,TS131_5,5.213
CR1116,Viral element,CASP RNA,TS147_1,50.756
CR1116,Viral element,CASP RNA,TS147_2,50.825
CR1116,Viral element,CASP RNA,TS147_3,34.495
CR1116,Viral element,CASP RNA,TS147_4,65.26
CR1116,Viral element,CASP RNA,TS147_5,34.204
CR1116,Viral element,CASP RNA,TS163_1,56.19
CR1116,Viral element,CASP RNA,TS163_2,58.61
CR1116,Viral element,CASP RNA,TS163_3,63.178
CR1116,Viral element,CASP RNA,TS177_1,7.446
CR1116,Viral element,CASP RNA,TS185_1,59.046
CR1116,Viral element,CASP RNA,TS185_2,61.956
CR1116,Viral element,CASP RNA,TS185_3,59.041
CR1116,Viral element,CASP RNA,TS185_4,59.399
CR1116,Viral element,CASP RNA,TS185_5,62.046
CR1116,Viral element,CASP RNA,TS227_1,50.756
CR1116,Viral element,CASP RNA,TS227_2,50.825
CR1116,Viral element,CASP RNA,TS227_3,34.495
CR1116,Viral element,CASP RNA,TS227_4,65.26
CR1116,Viral element,CASP RNA,TS227_5,34.204
CR1116,Viral element,CASP RNA,TS229_1,56.918
CR1116,Viral element,CASP RNA,TS229_2,56.287
CR1116,Viral element,CASP RNA,TS229_3,56.166
CR1116,Viral element,CASP RNA,TS229_4,57.869
CR1116,Viral element,CASP RNA,TS229_5,70.931
CR1116,Viral element,CASP RNA,TS232_1,61.215
CR1116,Viral element,CASP RNA,TS232_2,60.754
CR1116,Viral element,CASP RNA,TS232_3,61.362
CR1116,Viral element,CASP RNA,TS232_4,60.782
CR1116,Viral element,CASP RNA,TS232_5,61.156
CR1116,Viral element,CASP RNA,TS235_1,72.105
CR1116,Viral element,CASP RNA,TS235_2,38.313
CR1116,Viral element,CASP RNA,TS235_3,61.863
CR1116,Viral element,CASP RNA,TS235_4,58.98
CR1116,Viral element,CASP RNA,TS235_5,72.271
CR1116,Viral element,CASP RNA,TS238_1,66.473
CR1116,Viral element,CASP RNA,TS238_2,66.533
CR1116,Viral element,CASP RNA,TS239_1,67.155
CR1116,Viral element,CASP RNA,TS239_2,63.5
CR1116,Viral element,CASP RNA,TS239_3,58.388
CR1116,Viral element,CASP RNA,TS239_4,57.926
CR1116,Viral element,CASP RNA,TS239_5,58.019
CR1116,Viral element,CASP RNA,TS245_1,13.187
CR1116,Viral element,CASP RNA,TS245_2,15.134
CR1116,Viral element,CASP RNA,TS245_3,17.06
CR1116,Viral element,CASP RNA,TS245_4,14.981
CR1116,Viral element,CASP RNA,TS245_5,15.506
CR1116,Viral element,CASP RNA,TS248_1,8.376
CR1116,Viral element,CASP RNA,TS248_2,8.491
CR1116,Viral element,CASP RNA,TS248_3,16.311
CR1116,Viral element,CASP RNA,TS248_4,8.253
CR1116,Viral element,CASP RNA,TS248_5,11.348
CR1116,Viral element,CASP RNA,TS285_1,100.0
CR1116,Viral element,CASP RNA,TS285_2,67.086
CR1116,Viral element,CASP RNA,TS285_3,100.0
CR1116,Viral element,CASP RNA,TS285_4,41.545
CR1116,Viral element,CASP RNA,TS285_5,100.0
CR1116,Viral element,CASP RNA,TS287_1,60.238
CR1116,Viral element,CASP RNA,TS287_2,60.188
CR1116,Viral element,CASP RNA,TS287_3,60.181
CR1116,Viral element,CASP RNA,TS287_4,60.744
CR1116,Viral element,CASP RNA,TS287_5,60.344
CR1116,Viral element,CASP RNA,TS385_1,13.187
CR1116,Viral element,CASP RNA,TS385_2,15.134
CR1116,Viral element,CASP RNA,TS385_3,17.06
CR1116,Viral element,CASP RNA,TS385_4,14.981
CR1116,Viral element,CASP RNA,TS385_5,15.506
CR1116,Viral element,CASP RNA,TS392_1,26.719
CR1116,Viral element,CASP RNA,TS392_2,23.578
CR1116,Viral element,CASP RNA,TS392_3,26.458
CR1116,Viral element,CASP RNA,TS392_4,25.175
CR1116,Viral element,CASP RNA,TS392_5,23.536
CR1116,Viral element,CASP RNA,TS416_1,58.05
CR1116,Viral element,CASP RNA,TS416_2,54.604
CR1116,Viral element,CASP RNA,TS416_3,66.508
CR1116,Viral element,CASP RNA,TS416_4,56.36
CR1116,Viral element,CASP RNA,TS416_5,61.005
CR1116,Viral element,CASP RNA,TS434_1,50.756
CR1116,Viral element,CASP RNA,TS434_2,50.825
CR1116,Viral element,CASP RNA,TS434_3,34.495
CR1116,Viral element,CASP RNA,TS434_4,65.26
CR1116,Viral element,CASP RNA,TS434_5,34.204
CR1116,Viral element,CASP RNA,TS439_1,59.226
CR1116,Viral element,CASP RNA,TS439_2,54.381
CR1116,Viral element,CASP RNA,TS439_3,63.691
CR1116,Viral element,CASP RNA,TS439_4,60.704
CR1116,Viral element,CASP RNA,TS439_5,68.515
CR1116,Viral element,CASP RNA,TS470_1,60.257
CR1116,Viral element,CASP RNA,TS470_2,60.032
CR1116,Viral element,CASP RNA,TS470_3,59.902
CR1116,Viral element,CASP RNA,TS470_4,62.439
CR1116,Viral element,CASP RNA,TS470_5,59.977
CR1116,Viral element,CASP RNA,TS489_1,60.611
CR1116,Viral element,CASP RNA,TS489_2,60.5
CR1116,Viral element,CASP RNA,TS489_3,60.556
CR1116,Viral element,CASP RNA,TS489_4,60.427
