ModelGroup,BestModel,BestSolution,lDDT
RNAComposerAS1_9,PZ16b_RNAComposerAS1_9_refined.pdb,PZ16b_RNAComposerAS1_9_solution.pdb,0.801
RNAComposerAS2_1,PZ16b_RNAComposerAS2_1_refined.pdb,PZ16b_RNAComposerAS2_1_solution.pdb,0.888
RNAComposerAS2_10,PZ16b_RNAComposerAS2_10_refined.pdb,PZ16b_RNAComposerAS2_10_solution.pdb,0.802
RNAComposerAS2_2,PZ16b_RNAComposerAS2_2_refined.pdb,PZ16b_RNAComposerAS2_2_solution.pdb,0.846
RNAComposerAS2_3,PZ16b_RNAComposerAS2_3_refined.pdb,PZ16b_RNAComposerAS2_3_solution.pdb,0.859
RNAComposerAS2_4,PZ16b_RNAComposerAS2_4_refined.pdb,PZ16b_RNAComposerAS2_4_solution.pdb,0.829
RNAComposerAS2_5,PZ16b_RNAComposerAS2_5_refined.pdb,PZ16b_RNAComposerAS2_5_solution.pdb,0.817
RNAComposerAS2_6,PZ16b_RNAComposerAS2_6_refined.pdb,PZ16b_RNAComposerAS2_6_solution.pdb,0.826
RNAComposerAS2_7,PZ16b_RNAComposerAS2_7_refined.pdb,PZ16b_RNAComposerAS2_7_solution.pdb,0.804
RNAComposerAS2_8,PZ16b_RNAComposerAS2_8_refined.pdb,PZ16b_RNAComposerAS2_8_solution.pdb,0.812
RNAComposerAS2_9,PZ16b_RNAComposerAS2_9_refined.pdb,PZ16b_RNAComposerAS2_9_solution.pdb,0.774
RW3DAS1_1,PZ16b_RW3DAS1_1_refined.pdb,PZ16b_RW3DAS1_1_solution.pdb,0.885
RW3DAS1_10,PZ16b_RW3DAS1_10_refined.pdb,PZ16b_RW3DAS1_10_solution.pdb,0.878
RW3DAS1_2,PZ16b_RW3DAS1_2_refined.pdb,PZ16b_RW3DAS1_2_solution.pdb,0.849
RW3DAS1_3,PZ16b_RW3DAS1_3_refined.pdb,PZ16b_RW3DAS1_3_solution.pdb,0.865
RW3DAS1_4,PZ16b_RW3DAS1_4_refined.pdb,PZ16b_RW3DAS1_4_solution.pdb,0.852
RW3DAS1_5,PZ16b_RW3DAS1_5_refined.pdb,PZ16b_RW3DAS1_5_solution.pdb,0.829
RW3DAS1_6,PZ16b_RW3DAS1_6_refined.pdb,PZ16b_RW3DAS1_6_solution.pdb,0.886
RW3DAS1_7,PZ16b_RW3DAS1_7_refined.pdb,PZ16b_RW3DAS1_7_solution.pdb,0.842
RW3DAS1_8,PZ16b_RW3DAS1_8_refined.pdb,PZ16b_RW3DAS1_8_solution.pdb,0.850
RW3DAS1_9,PZ16b_RW3DAS1_9_refined.pdb,PZ16b_RW3DAS1_9_solution.pdb,0.849
RW3DAS2_1,PZ16b_RW3DAS2_1_refined.pdb,PZ16b_RW3DAS2_1_solution.pdb,0.843
RW3DAS2_10,PZ16b_RW3DAS2_10_refined.pdb,PZ16b_RW3DAS2_10_solution.pdb,0.833
RW3DAS2_2,PZ16b_RW3DAS2_2_refined.pdb,PZ16b_RW3DAS2_2_solution.pdb,0.845
RW3DAS2_3,PZ16b_RW3DAS2_3_refined.pdb,PZ16b_RW3DAS2_3_solution.pdb,0.875
RW3DAS2_4,PZ16b_RW3DAS2_4_refined.pdb,PZ16b_RW3DAS2_4_solution.pdb,0.813
RW3DAS2_5,PZ16b_RW3DAS2_5_refined.pdb,PZ16b_RW3DAS2_5_solution.pdb,0.845
RW3DAS2_6,PZ16b_RW3DAS2_6_refined.pdb,PZ16b_RW3DAS2_6_solution.pdb,0.865
RW3DAS2_7,PZ16b_RW3DAS2_7_refined.pdb,PZ16b_RW3DAS2_7_solution.pdb,0.877
RW3DAS2_8,PZ16b_RW3DAS2_8_refined.pdb,PZ16b_RW3DAS2_8_solution.pdb,0.852
RW3DAS2_9,PZ16b_RW3DAS2_9_refined.pdb,PZ16b_RW3DAS2_9_solution.pdb,0.816
Szachniuk_1,PZ16b_Szachniuk_1_refined.pdb,PZ16b_Szachniuk_1_solution.pdb,0.888
Szachniuk_10,PZ16b_Szachniuk_10_refined.pdb,PZ16b_Szachniuk_10_solution.pdb,0.802
Szachniuk_2,PZ16b_Szachniuk_2_refined.pdb,PZ16b_Szachniuk_2_solution.pdb,0.846
Szachniuk_3,PZ16b_Szachniuk_3_refined.pdb,PZ16b_Szachniuk_3_solution.pdb,0.859
Szachniuk_4,PZ16b_Szachniuk_4_refined.pdb,PZ16b_Szachniuk_4_solution.pdb,0.829
Szachniuk_5,PZ16b_Szachniuk_5_refined.pdb,PZ16b_Szachniuk_5_solution.pdb,0.817
Szachniuk_6,PZ16b_Szachniuk_6_refined.pdb,PZ16b_Szachniuk_6_solution.pdb,0.826
Szachniuk_7,PZ16b_Szachniuk_7_refined.pdb,PZ16b_Szachniuk_7_solution.pdb,0.804
Szachniuk_8,PZ16b_Szachniuk_8_refined.pdb,PZ16b_Szachniuk_8_solution.pdb,0.812
Szachniuk_9,PZ16b_Szachniuk_9_refined.pdb,PZ16b_Szachniuk_9_solution.pdb,0.774
simRNAAS1_1,PZ16b_simRNAAS1_1_refined.pdb,PZ16b_simRNAAS1_1_solution.pdb,0.564
simRNAAS1_2,PZ16b_simRNAAS1_2_refined.pdb,PZ16b_simRNAAS1_2_solution.pdb,0.602
simRNAAS1_3,PZ16b_simRNAAS1_3_refined.pdb,PZ16b_simRNAAS1_3_solution.pdb,0.593
simRNAAS2_1,PZ16b_simRNAAS2_1_refined.pdb,PZ16b_simRNAAS2_1_solution.pdb,0.589
simRNAAS2_2,PZ16b_simRNAAS2_2_refined.pdb,PZ16b_simRNAAS2_2_solution.pdb,0.615
simRNAAS2_3,PZ16b_simRNAAS2_3_refined.pdb,PZ16b_simRNAAS2_3_solution.pdb,0.583
simRNAAS2_4,PZ16b_simRNAAS2_4_refined.pdb,PZ16b_simRNAAS2_4_solution.pdb,0.552
simRNAAS2_5,PZ16b_simRNAAS2_5_refined.pdb,PZ16b_simRNAAS2_5_solution.pdb,0.557
simRNAAS2_6,PZ16b_simRNAAS2_6_refined.pdb,PZ16b_simRNAAS2_6_solution.pdb,0.635
simRNAAS2_7,PZ16b_simRNAAS2_7_refined.pdb,PZ16b_simRNAAS2_7_solution.pdb,0.546
simRNAAS2_8,PZ16b_simRNAAS2_8_refined.pdb,PZ16b_simRNAAS2_8_solution.pdb,0.564
simRNAAS2_9,PZ16b_simRNAAS2_9_refined.pdb,PZ16b_simRNAAS2_9_solution.pdb,0.578
