ModelGroup,BestModel,BestSolution,lDDT
FARFAR2_8,PZ26tRNA_FARFAR2_8_refined.pdb,PZ26tRNA_FARFAR2_8_solution.pdb,0.683
FARFAR2_9,PZ26tRNA_FARFAR2_9_refined.pdb,PZ26tRNA_FARFAR2_9_solution.pdb,0.693
RNAComposer_1,PZ26tRNA_RNAComposer_1_refined.pdb,PZ26tRNA_RNAComposer_1_solution.pdb,0.605
RNAComposer_2,PZ26tRNA_RNAComposer_2_refined.pdb,PZ26tRNA_RNAComposer_2_solution.pdb,0.588
RNAComposer_3,PZ26tRNA_RNAComposer_3_refined.pdb,PZ26tRNA_RNAComposer_3_solution.pdb,0.606
SimRNA_1,PZ26tRNA_SimRNA_1_refined.pdb,PZ26tRNA_SimRNA_1_solution.pdb,0.521
SimRNA_2,PZ26tRNA_SimRNA_2_refined.pdb,PZ26tRNA_SimRNA_2_solution.pdb,0.499
SimRNA_3,PZ26tRNA_SimRNA_3_refined.pdb,PZ26tRNA_SimRNA_3_solution.pdb,0.506
SimRNA_4,PZ26tRNA_SimRNA_4_refined.pdb,PZ26tRNA_SimRNA_4_solution.pdb,0.451
SimRNA_5,PZ26tRNA_SimRNA_5_refined.pdb,PZ26tRNA_SimRNA_5_solution.pdb,0.548
TFN_1,PZ26tRNA_TFN_1_refined.pdb,PZ26tRNA_TFN_1_solution.pdb,0.681
TFN_10,PZ26tRNA_TFN_10_refined.pdb,PZ26tRNA_TFN_10_solution.pdb,0.697
TFN_2,PZ26tRNA_TFN_2_refined.pdb,PZ26tRNA_TFN_2_solution.pdb,0.702
TFN_3,PZ26tRNA_TFN_3_refined.pdb,PZ26tRNA_TFN_3_solution.pdb,0.708
TFN_4,PZ26tRNA_TFN_4_refined.pdb,PZ26tRNA_TFN_4_solution.pdb,0.699
TFN_5,PZ26tRNA_TFN_5_refined.pdb,PZ26tRNA_TFN_5_solution.pdb,0.693
TFN_6,PZ26tRNA_TFN_6_refined.pdb,PZ26tRNA_TFN_6_solution.pdb,0.691
TFN_7,PZ26tRNA_TFN_7_refined.pdb,PZ26tRNA_TFN_7_solution.pdb,0.693
TFN_8,PZ26tRNA_TFN_8_refined.pdb,PZ26tRNA_TFN_8_solution.pdb,0.694
TFN_9,PZ26tRNA_TFN_9_refined.pdb,PZ26tRNA_TFN_9_solution.pdb,0.690
Xiao_1,PZ26tRNA_Xiao_1_refined.pdb,PZ26tRNA_Xiao_1_solution.pdb,0.457
Xiao_2,PZ26tRNA_Xiao_2_refined.pdb,PZ26tRNA_Xiao_2_solution.pdb,0.430
Xiao_3,PZ26tRNA_Xiao_3_refined.pdb,PZ26tRNA_Xiao_3_solution.pdb,0.445
Xiao_4,PZ26tRNA_Xiao_4_refined.pdb,PZ26tRNA_Xiao_4_solution.pdb,0.435
Xiao_5,PZ26tRNA_Xiao_5_refined.pdb,PZ26tRNA_Xiao_5_solution.pdb,0.452
iFoldRNA_1,PZ26tRNA_iFoldRNA_1_refined.pdb,PZ26tRNA_iFoldRNA_1_solution.pdb,0.496
iFoldRNA_2,PZ26tRNA_iFoldRNA_2_refined.pdb,PZ26tRNA_iFoldRNA_2_solution.pdb,0.462
