metric,target,has_metric,models_in_target_reference,models_in_target_metric,missing_models_in_target,missing_target_completely
Clash_Score,PZ37,True,85,85,0,False
Clash_Score,PZ38,True,74,74,0,False
Clash_Score,PZ39,True,105,105,0,False
Clash_Score,PZ4,True,30,30,0,False
Clash_Score,PZ5,True,25,25,0,False
Clash_Score,PZ6,True,34,34,0,False
Clash_Score,PZ7,True,52,52,0,False
Clash_Score,PZ8,True,42,42,0,False
Clash_Score,PZ9,True,34,34,0,False
DI_all,CR1107,True,180,180,0,False
DI_all,CR1108,True,164,164,0,False
DI_all,CR1116,True,145,145,0,False
DI_all,CR1117,True,153,153,0,False
DI_all,CR1126,True,140,140,0,False
DI_all,CR1128,True,137,137,0,False
DI_all,CR1136,True,158,158,0,False
DI_all,CR1138,True,130,130,0,False
DI_all,CR1149,True,138,138,0,False
DI_all,CR1156,True,145,145,0,False
DI_all,CR1189,True,136,136,0,False
DI_all,CR1190,True,132,132,0,False
DI_all,PZ1,True,28,28,0,False
DI_all,PZ10,True,26,26,0,False
DI_all,PZ10tBox,True,26,26,0,False
DI_all,PZ10tRNA,True,26,26,0,False
DI_all,PZ11,True,51,51,0,False
DI_all,PZ11NMR,True,53,53,0,False
DI_all,PZ12,True,51,51,0,False
DI_all,PZ13,True,55,55,0,False
DI_all,PZ14Bound,True,64,64,0,False
DI_all,PZ14Free,True,52,52,0,False
DI_all,PZ15,True,74,74,0,False
DI_all,PZ15noend,True,74,74,0,False
DI_all,PZ16a,True,77,77,0,False
DI_all,PZ16b,True,80,80,0,False
DI_all,PZ17,True,107,107,0,False
DI_all,PZ18,True,59,59,0,False
DI_all,PZ19,True,56,56,0,False
DI_all,PZ2,True,13,13,0,False
DI_all,PZ20,True,55,55,0,False
DI_all,PZ21,True,54,54,0,False
DI_all,PZ22,True,45,45,0,False
DI_all,PZ23,True,35,35,0,False
DI_all,PZ24,True,90,90,0,False
DI_all,PZ25,True,47,47,0,False
DI_all,PZ26,True,67,67,0,False
DI_all,PZ26tBox,True,67,67,0,False
DI_all,PZ26tRNA,True,67,67,0,False
DI_all,PZ27,True,67,67,0,False
DI_all,PZ27tBox,True,67,67,0,False
DI_all,PZ27tRNA,True,67,67,0,False
DI_all,PZ28,True,72,72,0,False
DI_all,PZ28tBox,True,72,72,0,False
DI_all,PZ28tRNA,True,72,72,0,False
DI_all,PZ29,True,36,36,0,False
DI_all,PZ3,True,12,12,0,False
DI_all,PZ30,True,34,34,0,False
DI_all,PZ31,True,72,72,0,False
DI_all,PZ32,True,106,106,0,False
DI_all,PZ33,True,80,80,0,False
DI_all,PZ34,True,101,101,0,False
DI_all,PZ35,True,51,51,0,False
DI_all,PZ36,True,33,33,0,False
DI_all,PZ37,True,85,85,0,False
DI_all,PZ38,True,74,74,0,False
DI_all,PZ39,True,105,105,0,False
DI_all,PZ4,True,30,30,0,False
DI_all,PZ5,True,25,25,0,False
DI_all,PZ6,True,34,34,0,False
DI_all,PZ7,True,52,52,0,False
DI_all,PZ8,True,42,42,0,False
DI_all,PZ9,True,34,34,0,False
INF_all,CR1107,True,180,180,0,False
INF_all,CR1108,True,164,164,0,False
INF_all,CR1116,True,145,145,0,False
INF_all,CR1117,True,153,153,0,False
INF_all,CR1126,True,140,140,0,False
INF_all,CR1128,True,137,137,0,False
INF_all,CR1136,True,158,158,0,False
INF_all,CR1138,True,130,130,0,False
INF_all,CR1149,True,138,138,0,False
INF_all,CR1156,True,145,145,0,False
INF_all,CR1189,True,136,136,0,False
INF_all,CR1190,True,132,132,0,False
INF_all,PZ1,True,28,28,0,False
INF_all,PZ10,True,26,26,0,False
INF_all,PZ10tBox,True,26,26,0,False
INF_all,PZ10tRNA,True,26,26,0,False
INF_all,PZ11,True,51,51,0,False
INF_all,PZ11NMR,True,53,53,0,False
INF_all,PZ12,True,51,51,0,False
INF_all,PZ13,True,55,55,0,False
INF_all,PZ14Bound,True,64,64,0,False
INF_all,PZ14Free,True,52,52,0,False
INF_all,PZ15,True,74,74,0,False
INF_all,PZ15noend,True,74,74,0,False
INF_all,PZ16a,True,77,77,0,False
INF_all,PZ16b,True,80,80,0,False
INF_all,PZ17,True,107,107,0,False
INF_all,PZ18,True,59,59,0,False
INF_all,PZ19,True,56,56,0,False
INF_all,PZ2,True,13,13,0,False
INF_all,PZ20,True,55,55,0,False
INF_all,PZ21,True,54,54,0,False
INF_all,PZ22,True,45,45,0,False
INF_all,PZ23,True,35,35,0,False
INF_all,PZ24,True,90,90,0,False
INF_all,PZ25,True,47,47,0,False
INF_all,PZ26,True,67,67,0,False
INF_all,PZ26tBox,True,67,67,0,False
INF_all,PZ26tRNA,True,67,67,0,False
INF_all,PZ27,True,67,67,0,False
INF_all,PZ27tBox,True,67,67,0,False
INF_all,PZ27tRNA,True,67,67,0,False
INF_all,PZ28,True,72,72,0,False
INF_all,PZ28tBox,True,72,72,0,False
INF_all,PZ28tRNA,True,72,72,0,False
INF_all,PZ29,True,36,36,0,False
INF_all,PZ3,True,12,12,0,False
INF_all,PZ30,True,34,34,0,False
INF_all,PZ31,True,72,72,0,False
INF_all,PZ32,True,106,106,0,False
INF_all,PZ33,True,80,80,0,False
INF_all,PZ34,True,101,101,0,False
INF_all,PZ35,True,51,51,0,False
INF_all,PZ36,True,33,33,0,False
INF_all,PZ37,True,85,85,0,False
INF_all,PZ38,True,74,74,0,False
INF_all,PZ39,True,105,105,0,False
INF_all,PZ4,True,30,30,0,False
INF_all,PZ5,True,25,25,0,False
INF_all,PZ6,True,34,34,0,False
INF_all,PZ7,True,52,52,0,False
INF_all,PZ8,True,42,42,0,False
INF_all,PZ9,True,34,34,0,False
INF_stacking,CR1107,True,180,180,0,False
INF_stacking,CR1108,True,164,164,0,False
INF_stacking,CR1116,True,145,145,0,False
INF_stacking,CR1117,True,153,153,0,False
INF_stacking,CR1126,True,140,140,0,False
INF_stacking,CR1128,True,137,137,0,False
INF_stacking,CR1136,True,158,153,5,False
INF_stacking,CR1138,True,130,130,0,False
INF_stacking,CR1149,True,138,138,0,False
INF_stacking,CR1156,True,145,145,0,False
INF_stacking,CR1189,True,136,136,0,False
INF_stacking,CR1190,True,132,132,0,False
INF_stacking,PZ1,True,28,28,0,False
INF_stacking,PZ10,True,26,26,0,False
INF_stacking,PZ10tBox,True,26,26,0,False
INF_stacking,PZ10tRNA,True,26,26,0,False
INF_stacking,PZ11,True,51,51,0,False
INF_stacking,PZ11NMR,True,53,53,0,False
INF_stacking,PZ12,True,51,51,0,False
INF_stacking,PZ13,True,55,55,0,False
INF_stacking,PZ14Bound,True,64,64,0,False
INF_stacking,PZ14Free,True,52,52,0,False
INF_stacking,PZ15,True,74,74,0,False
INF_stacking,PZ15noend,True,74,74,0,False
INF_stacking,PZ16a,True,77,77,0,False
INF_stacking,PZ16b,True,80,80,0,False
INF_stacking,PZ17,True,107,107,0,False
INF_stacking,PZ18,True,59,59,0,False
INF_stacking,PZ19,True,56,56,0,False
INF_stacking,PZ2,True,13,13,0,False
INF_stacking,PZ20,True,55,55,0,False
INF_stacking,PZ21,True,54,54,0,False
INF_stacking,PZ22,True,45,45,0,False
INF_stacking,PZ23,True,35,35,0,False
INF_stacking,PZ24,True,90,90,0,False
INF_stacking,PZ25,True,47,47,0,False
INF_stacking,PZ26,True,67,62,5,False
INF_stacking,PZ26tBox,True,67,62,5,False
INF_stacking,PZ26tRNA,True,67,67,0,False
INF_stacking,PZ27,True,67,60,7,False
INF_stacking,PZ27tBox,True,67,67,0,False
INF_stacking,PZ27tRNA,True,67,67,0,False
INF_stacking,PZ28,True,72,72,0,False
INF_stacking,PZ28tBox,True,72,72,0,False
INF_stacking,PZ28tRNA,True,72,72,0,False
INF_stacking,PZ29,True,36,35,1,False
INF_stacking,PZ3,True,12,12,0,False
INF_stacking,PZ30,True,34,34,0,False
INF_stacking,PZ31,True,72,67,5,False
INF_stacking,PZ32,True,106,104,2,False
INF_stacking,PZ33,True,80,80,0,False
INF_stacking,PZ34,True,101,101,0,False
INF_stacking,PZ35,True,51,51,0,False
INF_stacking,PZ36,True,33,33,0,False
INF_stacking,PZ37,True,85,85,0,False
INF_stacking,PZ38,True,74,74,0,False
INF_stacking,PZ39,True,105,105,0,False
INF_stacking,PZ4,True,30,30,0,False
INF_stacking,PZ5,True,25,25,0,False
INF_stacking,PZ6,True,34,34,0,False
INF_stacking,PZ7,True,52,52,0,False
INF_stacking,PZ8,True,42,42,0,False
INF_stacking,PZ9,True,34,34,0,False
INF_wc,CR1107,True,180,171,9,False
INF_wc,CR1108,True,164,156,8,False
INF_wc,CR1116,True,145,140,5,False
INF_wc,CR1117,True,153,143,10,False
INF_wc,CR1126,True,140,138,2,False
INF_wc,CR1128,True,137,135,2,False
INF_wc,CR1136,True,158,151,7,False
INF_wc,CR1138,True,130,126,4,False
INF_wc,CR1149,True,138,132,6,False
INF_wc,CR1156,True,145,140,5,False
INF_wc,CR1189,True,136,136,0,False
INF_wc,CR1190,True,132,132,0,False
INF_wc,PZ1,True,28,28,0,False
INF_wc,PZ10,True,26,26,0,False
INF_wc,PZ10tBox,True,26,26,0,False
INF_wc,PZ10tRNA,True,26,26,0,False
INF_wc,PZ11,True,51,51,0,False
INF_wc,PZ11NMR,True,53,53,0,False
INF_wc,PZ12,True,51,51,0,False
INF_wc,PZ13,True,55,55,0,False
INF_wc,PZ14Bound,True,64,64,0,False
INF_wc,PZ14Free,True,52,52,0,False
INF_wc,PZ15,True,74,74,0,False
INF_wc,PZ15noend,True,74,74,0,False
INF_wc,PZ16a,True,77,77,0,False
INF_wc,PZ16b,True,80,79,1,False
INF_wc,PZ17,True,107,107,0,False
INF_wc,PZ18,True,59,59,0,False
INF_wc,PZ19,True,56,56,0,False
INF_wc,PZ2,True,13,13,0,False
INF_wc,PZ20,True,55,55,0,False
INF_wc,PZ21,True,54,54,0,False
INF_wc,PZ22,True,45,45,0,False
INF_wc,PZ23,True,35,32,3,False
INF_wc,PZ24,True,90,90,0,False
INF_wc,PZ25,True,47,47,0,False
INF_wc,PZ26,True,67,62,5,False
INF_wc,PZ26tBox,True,67,62,5,False
INF_wc,PZ26tRNA,True,67,67,0,False
INF_wc,PZ27,True,67,60,7,False
INF_wc,PZ27tBox,True,67,67,0,False
INF_wc,PZ27tRNA,True,67,67,0,False
INF_wc,PZ28,True,72,72,0,False
INF_wc,PZ28tBox,True,72,72,0,False
INF_wc,PZ28tRNA,True,72,72,0,False
INF_wc,PZ29,True,36,35,1,False
INF_wc,PZ3,True,12,12,0,False
INF_wc,PZ30,True,34,34,0,False
INF_wc,PZ31,True,72,67,5,False
INF_wc,PZ32,True,106,102,4,False
INF_wc,PZ33,True,80,80,0,False
INF_wc,PZ34,True,101,101,0,False
INF_wc,PZ35,True,51,51,0,False
INF_wc,PZ36,True,33,33,0,False
INF_wc,PZ37,True,85,83,2,False
INF_wc,PZ38,True,74,73,1,False
INF_wc,PZ39,True,105,101,4,False
INF_wc,PZ4,True,30,30,0,False
INF_wc,PZ5,True,25,25,0,False
INF_wc,PZ6,True,34,34,0,False
INF_wc,PZ7,True,52,52,0,False
INF_wc,PZ8,True,42,42,0,False
INF_wc,PZ9,True,34,34,0,False
mcq,CR1107,True,180,180,0,False
mcq,CR1108,True,164,164,0,False
mcq,CR1116,True,145,145,0,False
mcq,CR1117,True,153,153,0,False
mcq,CR1126,True,140,140,0,False
mcq,CR1128,True,137,137,0,False
mcq,CR1136,True,158,158,0,False
mcq,CR1138,True,130,130,0,False
mcq,CR1149,True,138,138,0,False
mcq,CR1156,True,145,145,0,False
mcq,CR1189,True,136,136,0,False
mcq,CR1190,True,132,132,0,False
mcq,PZ1,True,28,28,0,False
mcq,PZ10,True,26,26,0,False
mcq,PZ10tBox,True,26,26,0,False
mcq,PZ10tRNA,True,26,26,0,False
mcq,PZ11,True,51,51,0,False
mcq,PZ11NMR,True,53,53,0,False
mcq,PZ12,True,51,51,0,False
mcq,PZ13,True,55,55,0,False
mcq,PZ14Bound,True,64,64,0,False
mcq,PZ14Free,True,52,52,0,False
mcq,PZ15,True,74,74,0,False
mcq,PZ15noend,True,74,74,0,False
mcq,PZ16a,True,77,77,0,False
mcq,PZ16b,True,80,80,0,False
mcq,PZ17,True,107,107,0,False
mcq,PZ18,True,59,59,0,False
mcq,PZ19,True,56,56,0,False
mcq,PZ2,True,13,13,0,False
mcq,PZ20,True,55,55,0,False
mcq,PZ21,True,54,54,0,False
mcq,PZ22,True,45,45,0,False
mcq,PZ23,True,35,35,0,False
mcq,PZ24,True,90,90,0,False
mcq,PZ25,True,47,47,0,False
mcq,PZ26,True,67,67,0,False
mcq,PZ26tBox,True,67,67,0,False
mcq,PZ26tRNA,True,67,67,0,False
mcq,PZ27,True,67,67,0,False
mcq,PZ27tBox,True,67,67,0,False
mcq,PZ27tRNA,True,67,67,0,False
mcq,PZ28,True,72,72,0,False
mcq,PZ28tBox,True,72,72,0,False
mcq,PZ28tRNA,True,72,72,0,False
mcq,PZ29,True,36,36,0,False
mcq,PZ3,True,12,12,0,False
mcq,PZ30,True,34,34,0,False
mcq,PZ31,True,72,72,0,False
mcq,PZ32,True,106,106,0,False
mcq,PZ33,True,80,80,0,False
mcq,PZ34,True,101,101,0,False
mcq,PZ35,True,51,51,0,False
mcq,PZ36,True,33,33,0,False
mcq,PZ37,True,85,85,0,False
mcq,PZ38,True,74,74,0,False
mcq,PZ39,True,105,105,0,False
mcq,PZ4,True,30,30,0,False
mcq,PZ5,True,25,25,0,False
mcq,PZ6,True,34,34,0,False
mcq,PZ7,True,52,52,0,False
mcq,PZ8,True,42,42,0,False
mcq,PZ9,True,34,34,0,False
P-value,CR1107,True,180,180,0,False
P-value,CR1108,True,164,164,0,False
P-value,CR1116,True,145,145,0,False
P-value,CR1117,True,153,153,0,False
P-value,CR1126,True,140,140,0,False
P-value,CR1128,True,137,137,0,False
P-value,CR1136,True,158,158,0,False
P-value,CR1138,True,130,130,0,False
P-value,CR1149,True,138,138,0,False
P-value,CR1156,True,145,145,0,False
P-value,CR1189,True,136,136,0,False
P-value,CR1190,True,132,132,0,False
P-value,PZ1,True,28,28,0,False
P-value,PZ10,True,26,26,0,False
P-value,PZ10tBox,True,26,26,0,False
P-value,PZ10tRNA,True,26,26,0,False
P-value,PZ11,True,51,51,0,False
P-value,PZ11NMR,True,53,53,0,False
P-value,PZ12,True,51,51,0,False
P-value,PZ13,True,55,55,0,False
P-value,PZ14Bound,True,64,64,0,False
P-value,PZ14Free,True,52,52,0,False
P-value,PZ15,True,74,74,0,False
P-value,PZ15noend,True,74,74,0,False
P-value,PZ16a,True,77,77,0,False
P-value,PZ16b,True,80,80,0,False
P-value,PZ17,True,107,107,0,False
P-value,PZ18,True,59,59,0,False
P-value,PZ19,True,56,56,0,False
P-value,PZ2,True,13,13,0,False
P-value,PZ20,True,55,55,0,False
P-value,PZ21,True,54,54,0,False
P-value,PZ22,True,45,45,0,False
P-value,PZ23,True,35,35,0,False
P-value,PZ24,True,90,90,0,False
P-value,PZ25,True,47,47,0,False
P-value,PZ26,True,67,67,0,False
P-value,PZ26tBox,True,67,67,0,False
P-value,PZ26tRNA,True,67,67,0,False
P-value,PZ27,True,67,67,0,False
P-value,PZ27tBox,True,67,67,0,False
P-value,PZ27tRNA,True,67,67,0,False
P-value,PZ28,True,72,72,0,False
P-value,PZ28tBox,True,72,72,0,False
P-value,PZ28tRNA,True,72,72,0,False
P-value,PZ29,True,36,36,0,False
P-value,PZ3,True,12,12,0,False
P-value,PZ30,True,34,34,0,False
P-value,PZ31,True,72,72,0,False
P-value,PZ32,True,106,106,0,False
P-value,PZ33,True,80,80,0,False
P-value,PZ34,True,101,101,0,False
P-value,PZ35,True,51,51,0,False
P-value,PZ36,True,33,33,0,False
P-value,PZ37,True,85,85,0,False
P-value,PZ38,True,74,74,0,False
P-value,PZ39,True,105,105,0,False
P-value,PZ4,True,30,30,0,False
P-value,PZ5,True,25,25,0,False
P-value,PZ6,True,34,34,0,False
P-value,PZ7,True,52,52,0,False
P-value,PZ8,True,42,42,0,False
P-value,PZ9,True,34,34,0,False
RMSD,CR1107,True,180,180,0,False
RMSD,CR1108,True,164,164,0,False
RMSD,CR1116,True,145,145,0,False
RMSD,CR1117,True,153,153,0,False
RMSD,CR1126,True,140,140,0,False
RMSD,CR1128,True,137,137,0,False
RMSD,CR1136,True,158,158,0,False
RMSD,CR1138,True,130,130,0,False
RMSD,CR1149,True,138,138,0,False
RMSD,CR1156,True,145,145,0,False
RMSD,CR1189,True,136,136,0,False
RMSD,CR1190,True,132,132,0,False
RMSD,PZ1,True,28,28,0,False
RMSD,PZ10,True,26,26,0,False
RMSD,PZ10tBox,True,26,26,0,False
RMSD,PZ10tRNA,True,26,26,0,False
RMSD,PZ11,True,51,51,0,False
RMSD,PZ11NMR,True,53,53,0,False
RMSD,PZ12,True,51,51,0,False
RMSD,PZ13,True,55,55,0,False
RMSD,PZ14Bound,True,64,64,0,False
RMSD,PZ14Free,True,52,52,0,False
RMSD,PZ15,True,74,74,0,False
RMSD,PZ15noend,True,74,74,0,False
RMSD,PZ16a,True,77,77,0,False
RMSD,PZ16b,True,80,80,0,False
RMSD,PZ17,True,107,107,0,False
RMSD,PZ18,True,59,59,0,False
RMSD,PZ19,True,56,56,0,False
RMSD,PZ2,True,13,13,0,False
RMSD,PZ20,True,55,55,0,False
RMSD,PZ21,True,54,54,0,False
RMSD,PZ22,True,45,45,0,False
RMSD,PZ23,True,35,35,0,False
RMSD,PZ24,True,90,90,0,False
RMSD,PZ25,True,47,47,0,False
RMSD,PZ26,True,67,67,0,False
RMSD,PZ26tBox,True,67,67,0,False
RMSD,PZ26tRNA,True,67,67,0,False
RMSD,PZ27,True,67,67,0,False
RMSD,PZ27tBox,True,67,67,0,False
RMSD,PZ27tRNA,True,67,67,0,False
RMSD,PZ28,True,72,72,0,False
RMSD,PZ28tBox,True,72,72,0,False
RMSD,PZ28tRNA,True,72,72,0,False
RMSD,PZ29,True,36,36,0,False
RMSD,PZ3,True,12,12,0,False
RMSD,PZ30,True,34,34,0,False
RMSD,PZ31,True,72,72,0,False
RMSD,PZ32,True,106,106,0,False
RMSD,PZ33,True,80,80,0,False
RMSD,PZ34,True,101,101,0,False
RMSD,PZ35,True,51,51,0,False
RMSD,PZ36,True,33,33,0,False
RMSD,PZ37,True,85,85,0,False
RMSD,PZ38,True,74,74,0,False
RMSD,PZ39,True,105,105,0,False
RMSD,PZ4,True,30,30,0,False
RMSD,PZ5,True,25,25,0,False
RMSD,PZ6,True,34,34,0,False
RMSD,PZ7,True,52,52,0,False
RMSD,PZ8,True,42,42,0,False
RMSD,PZ9,True,34,34,0,False
TM-score,CR1107,True,180,180,0,False
TM-score,CR1108,True,164,164,0,False
TM-score,CR1116,True,145,145,0,False
TM-score,CR1117,True,153,153,0,False
TM-score,CR1126,True,140,140,0,False
TM-score,CR1128,True,137,137,0,False
TM-score,CR1136,True,158,158,0,False
TM-score,CR1138,True,130,130,0,False
TM-score,CR1149,True,138,138,0,False
TM-score,CR1156,True,145,145,0,False
TM-score,CR1189,True,136,136,0,False
TM-score,CR1190,True,132,132,0,False
TM-score,PZ1,True,28,28,0,False
TM-score,PZ10,True,26,26,0,False
TM-score,PZ10tBox,True,26,26,0,False
TM-score,PZ10tRNA,True,26,26,0,False
TM-score,PZ11,True,51,51,0,False
TM-score,PZ11NMR,True,53,53,0,False
TM-score,PZ12,True,51,51,0,False
TM-score,PZ13,True,55,55,0,False
TM-score,PZ14Bound,True,64,64,0,False
TM-score,PZ14Free,True,52,52,0,False
TM-score,PZ15,True,74,74,0,False
TM-score,PZ15noend,True,74,74,0,False
TM-score,PZ16a,True,77,77,0,False
TM-score,PZ16b,True,80,80,0,False
TM-score,PZ17,True,107,107,0,False
TM-score,PZ18,True,59,59,0,False
TM-score,PZ19,True,56,56,0,False
TM-score,PZ2,True,13,13,0,False
TM-score,PZ20,False,55,0,0,True
TM-score,PZ21,True,54,54,0,False
TM-score,PZ22,True,45,45,0,False
TM-score,PZ23,True,35,35,0,False
TM-score,PZ24,True,90,90,0,False
TM-score,PZ25,True,47,47,0,False
TM-score,PZ26,True,67,67,0,False
TM-score,PZ26tBox,True,67,67,0,False
TM-score,PZ26tRNA,True,67,67,0,False
TM-score,PZ27,True,67,67,0,False
TM-score,PZ27tBox,True,67,67,0,False
TM-score,PZ27tRNA,True,67,67,0,False
TM-score,PZ28,True,72,72,0,False
TM-score,PZ28tBox,True,72,72,0,False
TM-score,PZ28tRNA,True,72,72,0,False
TM-score,PZ29,True,36,36,0,False
TM-score,PZ3,True,12,12,0,False
TM-score,PZ30,True,34,34,0,False
TM-score,PZ31,True,72,72,0,False
TM-score,PZ32,True,106,106,0,False
TM-score,PZ33,True,80,80,0,False
TM-score,PZ34,True,101,101,0,False
TM-score,PZ35,True,51,51,0,False
TM-score,PZ36,True,33,33,0,False
TM-score,PZ37,True,85,85,0,False
TM-score,PZ38,True,74,74,0,False
TM-score,PZ39,True,105,105,0,False
TM-score,PZ4,True,30,30,0,False
TM-score,PZ5,True,25,25,0,False
TM-score,PZ6,True,34,34,0,False
TM-score,PZ7,True,52,52,0,False
TM-score,PZ8,True,42,42,0,False
TM-score,PZ9,False,34,0,0,True
