ModelGroup,BestModel,BestSolution,lDDT
DasPostExp_10,14_DasPostExp_10_refined.pdb,14_DasPostExp_10_solution.pdb,0.680
DasPostExp_2,14_DasPostExp_2_refined.pdb,14_DasPostExp_2_solution.pdb,0.701
DasPostExp_3,14_DasPostExp_3_refined.pdb,14_DasPostExp_3_solution.pdb,0.619
DasPostExp_4,14_DasPostExp_4_refined.pdb,14_DasPostExp_4_solution.pdb,0.655
DasPostExp_5,14_DasPostExp_5_refined.pdb,14_DasPostExp_5_solution.pdb,0.674
DasPostExp_6,14_DasPostExp_6_refined.pdb,14_DasPostExp_6_solution.pdb,0.657
DasPostExp_7,14_DasPostExp_7_refined.pdb,14_DasPostExp_7_solution.pdb,0.662
DasPostExp_8,14_DasPostExp_8_refined.pdb,14_DasPostExp_8_solution.pdb,0.658
DasPostExp_9,14_DasPostExp_9_refined.pdb,14_DasPostExp_9_solution.pdb,0.587
DasPreExp_1,14_DasPreExp_1_refined.pdb,14_DasPreExp_1_solution.pdb,0.657
DasPreExp_10,14_DasPreExp_10_refined.pdb,14_DasPreExp_10_solution.pdb,0.587
DasPreExp_2,14_DasPreExp_2_refined.pdb,14_DasPreExp_2_solution.pdb,0.662
DasPreExp_3,14_DasPreExp_3_refined.pdb,14_DasPreExp_3_solution.pdb,0.658
DasPreExp_4,14_DasPreExp_4_refined.pdb,14_DasPreExp_4_solution.pdb,0.634
DasPreExp_5,14_DasPreExp_5_refined.pdb,14_DasPreExp_5_solution.pdb,0.680
DasPreExp_6,14_DasPreExp_6_refined.pdb,14_DasPreExp_6_solution.pdb,0.679
DasPreExp_7,14_DasPreExp_7_refined.pdb,14_DasPreExp_7_solution.pdb,0.660
DasPreExp_8,14_DasPreExp_8_refined.pdb,14_DasPreExp_8_solution.pdb,0.666
DasPreExp_9,14_DasPreExp_9_refined.pdb,14_DasPreExp_9_solution.pdb,0.683
DingPostExp_1,14_DingPostExp_1_refined.pdb,14_DingPostExp_1_solution.pdb,0.542
DingPostExp_10,14_DingPostExp_10_refined.pdb,14_DingPostExp_10_solution.pdb,0.521
DingPostExp_2,14_DingPostExp_2_refined.pdb,14_DingPostExp_2_solution.pdb,0.553
DingPostExp_3,14_DingPostExp_3_refined.pdb,14_DingPostExp_3_solution.pdb,0.531
DingPostExp_4,14_DingPostExp_4_refined.pdb,14_DingPostExp_4_solution.pdb,0.528
DingPostExp_5,14_DingPostExp_5_refined.pdb,14_DingPostExp_5_solution.pdb,0.526
DingPostExp_6,14_DingPostExp_6_refined.pdb,14_DingPostExp_6_solution.pdb,0.522
DingPostExp_7,14_DingPostExp_7_refined.pdb,14_DingPostExp_7_solution.pdb,0.536
DingPostExp_8,14_DingPostExp_8_refined.pdb,14_DingPostExp_8_solution.pdb,0.551
DingPostExp_9,14_DingPostExp_9_refined.pdb,14_DingPostExp_9_solution.pdb,0.540
DingPreExp_1,14_DingPreExp_1_refined.pdb,14_DingPreExp_1_solution.pdb,0.545
DingPreExp_2,14_DingPreExp_2_refined.pdb,14_DingPreExp_2_solution.pdb,0.537
DingPreExp_3,14_DingPreExp_3_refined.pdb,14_DingPreExp_3_solution.pdb,0.572
DingPreExp_4,14_DingPreExp_4_refined.pdb,14_DingPreExp_4_solution.pdb,0.502
DingPreExp_5,14_DingPreExp_5_refined.pdb,14_DingPreExp_5_solution.pdb,0.544
DingPreExp_6,14_DingPreExp_6_refined.pdb,14_DingPreExp_6_solution.pdb,0.526
DingPreExp_7,14_DingPreExp_7_refined.pdb,14_DingPreExp_7_solution.pdb,0.533
DingPreExp_8,14_DingPreExp_8_refined.pdb,14_DingPreExp_8_solution.pdb,0.495
