ModelGroup,BestModel,BestSolution,lDDT
Chen_1,PZ15reconstruct_Chen_1_refined.pdb,PZ15reconstruct_Chen_1_solution.pdb,0.589
Chen_10,PZ15reconstruct_Chen_10_refined.pdb,PZ15reconstruct_Chen_10_solution.pdb,0.530
Chen_2,PZ15reconstruct_Chen_2_refined.pdb,PZ15reconstruct_Chen_2_solution.pdb,0.551
Chen_3,PZ15reconstruct_Chen_3_refined.pdb,PZ15reconstruct_Chen_3_solution.pdb,0.698
Chen_4,PZ15reconstruct_Chen_4_refined.pdb,PZ15reconstruct_Chen_4_solution.pdb,0.544
Chen_5,PZ15reconstruct_Chen_5_refined.pdb,PZ15reconstruct_Chen_5_solution.pdb,0.563
Chen_6,PZ15reconstruct_Chen_6_refined.pdb,PZ15reconstruct_Chen_6_solution.pdb,0.593
Chen_7,PZ15reconstruct_Chen_7_refined.pdb,PZ15reconstruct_Chen_7_solution.pdb,0.549
Chen_8,PZ15reconstruct_Chen_8_refined.pdb,PZ15reconstruct_Chen_8_solution.pdb,0.526
Chen_9,PZ15reconstruct_Chen_9_refined.pdb,PZ15reconstruct_Chen_9_solution.pdb,0.482
RNAComposerAS1_1,PZ15reconstruct_RNAComposerAS1_1_refined.pdb,PZ15reconstruct_RNAComposerAS1_1_solution.pdb,0.785
RNAComposerAS1_2,PZ15reconstruct_RNAComposerAS1_2_refined.pdb,PZ15reconstruct_RNAComposerAS1_2_solution.pdb,0.772
RNAComposerAS2_1,PZ15reconstruct_RNAComposerAS2_1_refined.pdb,PZ15reconstruct_RNAComposerAS2_1_solution.pdb,0.624
RNAComposerAS2_2,PZ15reconstruct_RNAComposerAS2_2_refined.pdb,PZ15reconstruct_RNAComposerAS2_2_solution.pdb,0.599
RW3DAS1_1,PZ15reconstruct_RW3DAS1_1_refined.pdb,PZ15reconstruct_RW3DAS1_1_solution.pdb,0.564
RW3DAS1_10,PZ15reconstruct_RW3DAS1_10_refined.pdb,PZ15reconstruct_RW3DAS1_10_solution.pdb,0.559
RW3DAS1_2,PZ15reconstruct_RW3DAS1_2_refined.pdb,PZ15reconstruct_RW3DAS1_2_solution.pdb,0.581
RW3DAS1_3,PZ15reconstruct_RW3DAS1_3_refined.pdb,PZ15reconstruct_RW3DAS1_3_solution.pdb,0.580
RW3DAS1_4,PZ15reconstruct_RW3DAS1_4_refined.pdb,PZ15reconstruct_RW3DAS1_4_solution.pdb,0.577
RW3DAS1_5,PZ15reconstruct_RW3DAS1_5_refined.pdb,PZ15reconstruct_RW3DAS1_5_solution.pdb,0.587
RW3DAS1_6,PZ15reconstruct_RW3DAS1_6_refined.pdb,PZ15reconstruct_RW3DAS1_6_solution.pdb,0.572
RW3DAS1_7,PZ15reconstruct_RW3DAS1_7_refined.pdb,PZ15reconstruct_RW3DAS1_7_solution.pdb,0.589
RW3DAS1_8,PZ15reconstruct_RW3DAS1_8_refined.pdb,PZ15reconstruct_RW3DAS1_8_solution.pdb,0.562
RW3DAS1_9,PZ15reconstruct_RW3DAS1_9_refined.pdb,PZ15reconstruct_RW3DAS1_9_solution.pdb,0.576
RW3DAS2_1,PZ15reconstruct_RW3DAS2_1_refined.pdb,PZ15reconstruct_RW3DAS2_1_solution.pdb,0.614
RW3DAS2_10,PZ15reconstruct_RW3DAS2_10_refined.pdb,PZ15reconstruct_RW3DAS2_10_solution.pdb,0.619
RW3DAS2_2,PZ15reconstruct_RW3DAS2_2_refined.pdb,PZ15reconstruct_RW3DAS2_2_solution.pdb,0.566
RW3DAS2_3,PZ15reconstruct_RW3DAS2_3_refined.pdb,PZ15reconstruct_RW3DAS2_3_solution.pdb,0.571
RW3DAS2_4,PZ15reconstruct_RW3DAS2_4_refined.pdb,PZ15reconstruct_RW3DAS2_4_solution.pdb,0.570
RW3DAS2_5,PZ15reconstruct_RW3DAS2_5_refined.pdb,PZ15reconstruct_RW3DAS2_5_solution.pdb,0.576
RW3DAS2_6,PZ15reconstruct_RW3DAS2_6_refined.pdb,PZ15reconstruct_RW3DAS2_6_solution.pdb,0.550
RW3DAS2_7,PZ15reconstruct_RW3DAS2_7_refined.pdb,PZ15reconstruct_RW3DAS2_7_solution.pdb,0.552
RW3DAS2_8,PZ15reconstruct_RW3DAS2_8_refined.pdb,PZ15reconstruct_RW3DAS2_8_solution.pdb,0.540
RW3DAS2_9,PZ15reconstruct_RW3DAS2_9_refined.pdb,PZ15reconstruct_RW3DAS2_9_solution.pdb,0.615
SimRNAAS1_1,PZ15reconstruct_SimRNAAS1_1_refined.pdb,PZ15reconstruct_SimRNAAS1_1_solution.pdb,0.580
SimRNAAS1_10,PZ15reconstruct_SimRNAAS1_10_refined.pdb,PZ15reconstruct_SimRNAAS1_10_solution.pdb,0.511
SimRNAAS1_2,PZ15reconstruct_SimRNAAS1_2_refined.pdb,PZ15reconstruct_SimRNAAS1_2_solution.pdb,0.408
SimRNAAS1_3,PZ15reconstruct_SimRNAAS1_3_refined.pdb,PZ15reconstruct_SimRNAAS1_3_solution.pdb,0.389
SimRNAAS1_4,PZ15reconstruct_SimRNAAS1_4_refined.pdb,PZ15reconstruct_SimRNAAS1_4_solution.pdb,0.369
SimRNAAS1_5,PZ15reconstruct_SimRNAAS1_5_refined.pdb,PZ15reconstruct_SimRNAAS1_5_solution.pdb,0.406
SimRNAAS1_6,PZ15reconstruct_SimRNAAS1_6_refined.pdb,PZ15reconstruct_SimRNAAS1_6_solution.pdb,0.377
SimRNAAS1_7,PZ15reconstruct_SimRNAAS1_7_refined.pdb,PZ15reconstruct_SimRNAAS1_7_solution.pdb,0.521
SimRNAAS1_8,PZ15reconstruct_SimRNAAS1_8_refined.pdb,PZ15reconstruct_SimRNAAS1_8_solution.pdb,0.521
SimRNAAS1_9,PZ15reconstruct_SimRNAAS1_9_refined.pdb,PZ15reconstruct_SimRNAAS1_9_solution.pdb,0.487
SimRNAAS2_1,PZ15reconstruct_SimRNAAS2_1_refined.pdb,PZ15reconstruct_SimRNAAS2_1_solution.pdb,0.557
SimRNAAS2_10,PZ15reconstruct_SimRNAAS2_10_refined.pdb,PZ15reconstruct_SimRNAAS2_10_solution.pdb,0.537
SimRNAAS2_2,PZ15reconstruct_SimRNAAS2_2_refined.pdb,PZ15reconstruct_SimRNAAS2_2_solution.pdb,0.547
SimRNAAS2_3,PZ15reconstruct_SimRNAAS2_3_refined.pdb,PZ15reconstruct_SimRNAAS2_3_solution.pdb,0.535
SimRNAAS2_4,PZ15reconstruct_SimRNAAS2_4_refined.pdb,PZ15reconstruct_SimRNAAS2_4_solution.pdb,0.571
SimRNAAS2_5,PZ15reconstruct_SimRNAAS2_5_refined.pdb,PZ15reconstruct_SimRNAAS2_5_solution.pdb,0.534
SimRNAAS2_6,PZ15reconstruct_SimRNAAS2_6_refined.pdb,PZ15reconstruct_SimRNAAS2_6_solution.pdb,0.526
SimRNAAS2_7,PZ15reconstruct_SimRNAAS2_7_refined.pdb,PZ15reconstruct_SimRNAAS2_7_solution.pdb,0.559
SimRNAAS2_8,PZ15reconstruct_SimRNAAS2_8_refined.pdb,PZ15reconstruct_SimRNAAS2_8_solution.pdb,0.547
SimRNAAS2_9,PZ15reconstruct_SimRNAAS2_9_refined.pdb,PZ15reconstruct_SimRNAAS2_9_solution.pdb,0.563
