target,metric,gsp_models_total,metric_file_exists,metric_rows_total,metric_valid_values,metric_invalid_values,missing_models_count
CR1128,INF_wc,137,True,137,137,0,0
CR1128,INF_nwc,137,True,137,137,0,0
CR1128,INF_stacking,137,True,137,137,0,0
CR1128,Clash_Score,137,True,137,137,0,0
CR1128,P-value,137,True,137,137,0,0
CR1128,mcq,137,True,137,137,0,0
CR1128,TM-score,137,True,137,137,0,0
CR1136,RMSD,158,True,158,158,0,0
CR1136,DI_all,158,True,158,158,0,0
CR1136,INF_all,158,True,158,158,0,0
CR1136,INF_wc,158,True,158,158,0,0
CR1136,INF_nwc,158,True,158,158,0,0
CR1136,INF_stacking,158,True,158,158,0,0
CR1136,Clash_Score,158,True,158,158,0,0
CR1136,P-value,158,True,158,158,0,0
CR1136,mcq,158,True,158,158,0,0
CR1136,TM-score,158,True,158,158,0,0
CR1138,RMSD,130,True,130,130,0,0
CR1138,DI_all,130,True,130,130,0,0
CR1138,INF_all,130,True,130,130,0,0
CR1138,INF_wc,130,True,130,130,0,0
CR1138,INF_nwc,130,True,130,130,0,0
CR1138,INF_stacking,130,True,130,130,0,0
CR1138,Clash_Score,130,True,130,130,0,0
CR1138,P-value,130,True,130,130,0,0
CR1138,mcq,130,True,130,130,0,0
CR1138,TM-score,130,True,130,130,0,0
CR1149,RMSD,138,True,138,138,0,0
CR1149,DI_all,138,True,138,138,0,0
CR1149,INF_all,138,True,138,138,0,0
CR1149,INF_wc,138,True,138,138,0,0
CR1149,INF_nwc,138,True,138,138,0,0
CR1149,INF_stacking,138,True,138,138,0,0
CR1149,Clash_Score,138,True,138,138,0,0
CR1149,P-value,138,True,138,138,0,0
CR1149,mcq,138,True,138,138,0,0
CR1149,TM-score,138,True,138,138,0,0
CR1156,RMSD,145,True,145,145,0,0
CR1156,DI_all,145,True,145,145,0,0
CR1156,INF_all,145,True,145,145,0,0
CR1156,INF_wc,145,True,145,145,0,0
CR1156,INF_nwc,145,True,145,145,0,0
CR1156,INF_stacking,145,True,145,145,0,0
CR1156,Clash_Score,145,True,145,145,0,0
CR1156,P-value,145,True,145,145,0,0
CR1156,mcq,145,True,145,145,0,0
CR1156,TM-score,145,True,145,145,0,0
CR1189,RMSD,136,True,136,136,0,0
CR1189,DI_all,136,True,136,136,0,0
CR1189,INF_all,136,True,136,136,0,0
CR1189,INF_wc,136,True,136,136,0,0
CR1189,INF_nwc,136,True,136,136,0,0
CR1189,INF_stacking,136,True,136,136,0,0
CR1189,Clash_Score,136,True,136,136,0,0
CR1189,P-value,136,True,136,136,0,0
CR1189,mcq,136,True,136,136,0,0
CR1189,TM-score,136,True,136,136,0,0
CR1190,RMSD,132,True,132,132,0,0
CR1190,DI_all,132,True,132,132,0,0
CR1190,INF_all,132,True,132,132,0,0
CR1190,INF_wc,132,True,132,132,0,0
CR1190,INF_nwc,132,True,132,132,0,0
CR1190,INF_stacking,132,True,132,132,0,0
CR1190,Clash_Score,132,True,132,132,0,0
CR1190,P-value,132,True,132,132,0,0
CR1190,mcq,132,True,132,132,0,0
CR1190,TM-score,132,True,132,132,0,0
PZ1,RMSD,14,True,14,14,0,0
PZ1,DI_all,14,True,14,14,0,0
PZ1,INF_all,14,True,14,14,0,0
PZ1,INF_wc,14,True,14,14,0,0
PZ1,INF_nwc,14,True,14,14,0,0
PZ1,INF_stacking,14,True,14,14,0,0
PZ1,Clash_Score,14,True,14,14,0,0
PZ1,P-value,14,True,14,14,0,0
PZ1,mcq,14,True,14,14,0,0
PZ1,TM-score,14,True,14,14,0,0
PZ10,RMSD,26,True,26,26,0,0
PZ10,DI_all,26,True,26,26,0,0
PZ10,INF_all,26,True,26,26,0,0
PZ10,INF_wc,26,True,26,26,0,0
PZ10,INF_nwc,26,True,26,26,0,0
PZ10,INF_stacking,26,True,26,26,0,0
PZ10,Clash_Score,26,True,26,26,0,0
PZ10,P-value,26,True,26,26,0,0
PZ10,mcq,26,True,26,26,0,0
PZ10,TM-score,26,True,26,26,0,0
PZ10tBox,RMSD,26,True,26,26,0,0
PZ10tBox,DI_all,26,True,26,26,0,0
PZ10tBox,INF_all,26,True,26,26,0,0
PZ10tBox,INF_wc,26,True,26,26,0,0
PZ10tBox,INF_nwc,26,True,26,26,0,0
PZ10tBox,INF_stacking,26,True,26,26,0,0
PZ10tBox,Clash_Score,26,True,26,26,0,0
PZ10tBox,P-value,26,True,26,26,0,0
PZ10tBox,mcq,26,True,26,26,0,0
PZ10tBox,TM-score,26,True,26,26,0,0
PZ10tRNA,RMSD,26,True,26,26,0,0
PZ10tRNA,DI_all,26,True,26,26,0,0
PZ10tRNA,INF_all,26,True,26,26,0,0
PZ10tRNA,INF_wc,26,True,26,26,0,0
PZ10tRNA,INF_nwc,26,True,26,26,0,0
PZ10tRNA,INF_stacking,26,True,26,26,0,0
PZ10tRNA,Clash_Score,26,True,26,26,0,0
PZ10tRNA,P-value,26,True,26,26,0,0
PZ10tRNA,mcq,26,True,26,26,0,0
PZ10tRNA,TM-score,26,True,26,26,0,0
PZ11,RMSD,54,True,54,54,0,0
PZ11,DI_all,54,True,54,54,0,0
PZ11,INF_all,54,True,54,54,0,0
PZ11,INF_wc,54,True,54,54,0,0
PZ11,INF_nwc,54,True,54,54,0,0
PZ11,INF_stacking,54,True,54,54,0,0
PZ11,Clash_Score,54,True,54,54,0,0
PZ11,P-value,54,True,54,54,0,0
PZ11,mcq,54,True,54,54,0,0
PZ11,TM-score,54,True,54,54,0,0
PZ11NMR,RMSD,53,True,53,53,0,0
PZ11NMR,DI_all,53,True,53,53,0,0
PZ11NMR,INF_all,53,True,53,53,0,0
PZ11NMR,INF_wc,53,True,53,53,0,0
PZ11NMR,INF_nwc,53,True,53,53,0,0
PZ11NMR,INF_stacking,53,True,53,53,0,0
PZ11NMR,Clash_Score,53,True,53,53,0,0
PZ11NMR,P-value,53,True,53,53,0,0
PZ11NMR,mcq,53,True,53,53,0,0
PZ11NMR,TM-score,53,True,53,53,0,0
PZ12,RMSD,51,True,51,51,0,0
PZ12,DI_all,51,True,51,51,0,0
PZ12,INF_all,51,True,51,51,0,0
PZ12,INF_wc,51,True,51,51,0,0
PZ12,INF_nwc,51,True,51,51,0,0
PZ12,INF_stacking,51,True,51,51,0,0
PZ12,Clash_Score,51,True,51,51,0,0
PZ12,P-value,51,True,51,51,0,0
PZ12,mcq,51,True,51,51,0,0
PZ12,TM-score,51,True,51,51,0,0
PZ13,RMSD,55,True,55,55,0,0
PZ13,DI_all,55,True,55,55,0,0
PZ13,INF_all,55,True,55,55,0,0
PZ13,INF_wc,55,True,55,55,0,0
PZ13,INF_nwc,55,True,55,55,0,0
PZ13,INF_stacking,55,True,55,55,0,0
PZ13,Clash_Score,55,True,55,55,0,0
PZ13,P-value,55,True,55,55,0,0
PZ13,mcq,55,True,55,55,0,0
PZ13,TM-score,55,True,55,55,0,0
PZ14Bound,RMSD,64,True,64,64,0,0
PZ14Bound,DI_all,64,True,64,64,0,0
PZ14Bound,INF_all,64,True,64,64,0,0
PZ14Bound,INF_wc,64,True,64,64,0,0
PZ14Bound,INF_nwc,64,True,64,64,0,0
PZ14Bound,INF_stacking,64,True,64,64,0,0
PZ14Bound,Clash_Score,64,True,64,64,0,0
PZ14Bound,P-value,64,True,64,64,0,0
PZ14Bound,mcq,64,True,64,64,0,0
PZ14Bound,TM-score,64,True,64,64,0,0
PZ14Free,RMSD,52,True,52,52,0,0
PZ14Free,DI_all,52,True,52,52,0,0
PZ14Free,INF_all,52,True,52,52,0,0
PZ14Free,INF_wc,52,True,52,52,0,0
PZ14Free,INF_nwc,52,True,52,52,0,0
PZ14Free,INF_stacking,52,True,52,52,0,0
PZ14Free,Clash_Score,52,True,52,52,0,0
PZ14Free,P-value,52,True,52,52,0,0
PZ14Free,mcq,52,True,52,52,0,0
PZ14Free,TM-score,52,True,52,52,0,0
PZ15,RMSD,74,True,74,74,0,0
PZ15,DI_all,74,True,74,74,0,0
PZ15,INF_all,74,True,74,74,0,0
PZ15,INF_wc,74,True,74,74,0,0
PZ15,INF_nwc,74,True,75,74,0,0
PZ15,INF_stacking,74,True,74,74,0,0
PZ15,Clash_Score,74,True,74,74,0,0
PZ15,P-value,74,True,74,74,0,0
PZ15,mcq,74,True,74,74,0,0
PZ15,TM-score,74,True,74,74,0,0
PZ15noend,RMSD,74,True,74,74,0,0
PZ15noend,DI_all,74,True,74,74,0,0
PZ15noend,INF_all,74,True,74,74,0,0
PZ15noend,INF_wc,74,True,74,74,0,0
PZ15noend,INF_nwc,74,True,74,74,0,0
PZ15noend,INF_stacking,74,True,74,74,0,0
PZ15noend,Clash_Score,74,True,74,74,0,0
PZ15noend,P-value,74,True,74,74,0,0
PZ15noend,mcq,74,True,74,74,0,0
PZ15noend,TM-score,74,True,74,74,0,0
PZ15reconstruct,RMSD,74,True,74,74,0,0
PZ15reconstruct,DI_all,74,True,74,74,0,0
PZ15reconstruct,INF_all,74,True,74,74,0,0
PZ15reconstruct,INF_wc,74,True,74,74,0,0
PZ15reconstruct,INF_nwc,74,True,74,74,0,0
PZ15reconstruct,INF_stacking,74,True,74,74,0,0
PZ15reconstruct,Clash_Score,74,True,74,74,0,0
PZ15reconstruct,P-value,74,True,74,74,0,0
PZ15reconstruct,mcq,74,True,74,74,0,0
PZ15reconstruct,TM-score,74,True,74,74,0,0
PZ16a,RMSD,83,True,83,83,0,0
PZ16a,DI_all,83,True,83,83,0,0
PZ16a,INF_all,83,True,83,83,0,0
PZ16a,INF_wc,83,True,83,83,0,0
PZ16a,INF_nwc,83,True,84,83,0,0
PZ16a,INF_stacking,83,True,83,83,0,0
PZ16a,Clash_Score,83,True,83,83,0,0
PZ16a,P-value,83,True,83,83,0,0
PZ16a,mcq,83,True,83,83,0,0
PZ16a,TM-score,83,True,83,83,0,0
PZ16b,RMSD,92,True,92,92,0,0
PZ16b,DI_all,92,True,92,92,0,0
PZ16b,INF_all,92,True,92,92,0,0
PZ16b,INF_wc,92,True,92,92,0,0
PZ16b,INF_nwc,92,True,92,90,2,0
PZ16b,INF_stacking,92,True,92,92,0,0
PZ16b,Clash_Score,92,True,92,92,0,0
PZ16b,P-value,92,True,92,92,0,0
PZ16b,mcq,92,True,92,92,0,0
PZ16b,TM-score,92,True,92,92,0,0
PZ17,RMSD,107,True,107,107,0,0
PZ17,DI_all,107,True,107,107,0,0
PZ17,INF_all,107,True,107,107,0,0
PZ17,INF_wc,107,True,107,107,0,0
PZ17,INF_nwc,107,True,107,107,0,0
PZ17,INF_stacking,107,True,107,107,0,0
PZ17,Clash_Score,107,True,107,107,0,0
PZ17,P-value,107,True,107,107,0,0
PZ17,mcq,107,True,107,107,0,0
PZ17,TM-score,107,True,107,107,0,0
PZ18,RMSD,62,True,62,62,0,0
PZ18,DI_all,62,True,62,62,0,0
PZ18,INF_all,62,True,62,62,0,0
PZ18,INF_wc,62,True,62,62,0,0
PZ18,INF_nwc,62,True,63,62,0,0
PZ18,INF_stacking,62,True,62,62,0,0
PZ18,Clash_Score,62,True,62,62,0,0
PZ18,P-value,62,True,62,62,0,0
PZ18,mcq,62,True,62,62,0,0
PZ18,TM-score,62,True,62,62,0,0
PZ19,RMSD,59,True,59,59,0,0
PZ19,DI_all,59,True,59,59,0,0
PZ19,INF_all,59,True,59,59,0,0
PZ19,INF_wc,59,True,59,59,0,0
PZ19,INF_nwc,59,True,60,56,3,0
PZ19,INF_stacking,59,True,59,59,0,0
PZ19,Clash_Score,59,True,59,59,0,0
PZ19,P-value,59,True,59,59,0,0
PZ19,mcq,59,True,59,59,0,0
PZ19,TM-score,59,True,59,59,0,0
PZ2,RMSD,13,True,13,13,0,0
PZ2,DI_all,13,True,13,13,0,0
PZ2,INF_all,13,True,13,13,0,0
PZ2,INF_wc,13,True,13,13,0,0
PZ2,INF_nwc,13,True,13,13,0,0
PZ2,INF_stacking,13,True,13,13,0,0
PZ2,Clash_Score,13,True,13,13,0,0
PZ2,P-value,13,True,13,13,0,0
PZ2,mcq,13,True,13,13,0,0
PZ2,TM-score,13,True,13,13,0,0
PZ20,RMSD,55,True,55,55,0,0
PZ20,DI_all,55,True,55,55,0,0
PZ20,INF_all,55,True,55,55,0,0
PZ20,INF_wc,55,True,55,55,0,0
PZ20,INF_nwc,55,True,55,55,0,0
PZ20,INF_stacking,55,True,55,55,0,0
PZ20,Clash_Score,55,True,55,55,0,0
PZ20,P-value,55,True,55,55,0,0
PZ20,mcq,55,True,55,55,0,0
PZ20,TM-score,55,True,55,55,0,0
PZ21,RMSD,59,True,59,59,0,0
PZ21,DI_all,59,True,59,59,0,0
PZ21,INF_all,59,True,59,59,0,0
PZ21,INF_wc,59,True,59,59,0,0
PZ21,INF_nwc,59,True,60,55,4,0
PZ21,INF_stacking,59,True,59,59,0,0
PZ21,Clash_Score,59,True,59,59,0,0
PZ21,P-value,59,True,59,59,0,0
PZ21,mcq,59,True,59,59,0,0
PZ21,TM-score,59,True,59,59,0,0
PZ22,RMSD,45,True,45,45,0,0
PZ22,DI_all,45,True,45,45,0,0
PZ22,INF_all,45,True,45,45,0,0
PZ22,INF_wc,45,True,45,45,0,0
PZ22,INF_nwc,45,True,45,45,0,0
PZ22,INF_stacking,45,True,45,45,0,0
PZ22,Clash_Score,45,True,45,45,0,0
PZ22,P-value,45,True,45,45,0,0
PZ22,mcq,45,True,45,45,0,0
PZ22,TM-score,45,True,45,45,0,0
PZ22Dimer,RMSD,40,True,40,40,0,0
PZ22Dimer,DI_all,40,True,40,40,0,0
PZ22Dimer,INF_all,40,True,40,40,0,0
PZ22Dimer,INF_wc,40,True,40,40,0,0
PZ22Dimer,INF_nwc,40,True,40,40,0,0
PZ22Dimer,INF_stacking,40,True,40,40,0,0
PZ22Dimer,Clash_Score,40,True,40,40,0,0
PZ22Dimer,P-value,40,True,40,40,0,0
PZ22Dimer,mcq,40,True,40,40,0,0
PZ22Dimer,TM-score,40,True,40,40,0,0
PZ23,RMSD,35,True,35,35,0,0
PZ23,DI_all,35,True,35,35,0,0
PZ23,INF_all,35,True,35,35,0,0
PZ23,INF_wc,35,True,35,35,0,0
PZ23,INF_nwc,35,True,35,35,0,0
PZ23,INF_stacking,35,True,35,35,0,0
PZ23,Clash_Score,35,True,35,35,0,0
PZ23,P-value,35,True,35,35,0,0
PZ23,mcq,35,True,35,35,0,0
PZ23,TM-score,35,True,35,35,0,0
PZ24,RMSD,90,True,90,90,0,0
PZ24,DI_all,90,True,90,90,0,0
PZ24,INF_all,90,True,90,90,0,0
PZ24,INF_wc,90,True,90,90,0,0
PZ24,INF_nwc,90,True,90,90,0,0
PZ24,INF_stacking,90,True,90,90,0,0
PZ24,Clash_Score,90,True,90,90,0,0
PZ24,P-value,90,True,90,90,0,0
PZ24,mcq,90,True,90,90,0,0
PZ24,TM-score,90,True,90,90,0,0
PZ25,RMSD,47,True,47,47,0,0
PZ25,DI_all,47,True,47,47,0,0
PZ25,INF_all,47,True,47,47,0,0
PZ25,INF_wc,47,True,47,47,0,0
PZ25,INF_nwc,47,True,47,47,0,0
PZ25,INF_stacking,47,True,47,47,0,0
PZ25,Clash_Score,47,True,47,47,0,0
PZ25,P-value,47,True,47,47,0,0
PZ25,mcq,47,True,47,47,0,0
PZ25,TM-score,47,True,47,47,0,0
PZ26,RMSD,67,True,67,67,0,0
PZ26,DI_all,67,True,67,67,0,0
PZ26,INF_all,67,True,67,67,0,0
PZ26,INF_wc,67,True,68,67,0,0
PZ26,INF_nwc,67,True,68,67,0,0
PZ26,INF_stacking,67,True,67,67,0,0
PZ26,Clash_Score,67,True,67,67,0,0
PZ26,P-value,67,True,67,67,0,0
PZ26,mcq,67,True,67,67,0,0
PZ26,TM-score,67,True,67,67,0,0
PZ26tBox,RMSD,67,True,67,67,0,0
PZ26tBox,DI_all,67,True,67,67,0,0
PZ26tBox,INF_all,67,True,67,67,0,0
PZ26tBox,INF_wc,67,True,68,67,0,0
PZ26tBox,INF_nwc,67,True,68,67,0,0
PZ26tBox,INF_stacking,67,True,67,67,0,0
PZ26tBox,Clash_Score,67,True,67,67,0,0
PZ26tBox,P-value,67,True,67,67,0,0
PZ26tBox,mcq,67,True,67,67,0,0
PZ26tBox,TM-score,67,True,67,67,0,0
PZ26tRNA,RMSD,67,True,67,67,0,0
PZ26tRNA,DI_all,67,True,67,67,0,0
PZ26tRNA,INF_all,67,True,67,67,0,0
PZ26tRNA,INF_wc,67,True,67,67,0,0
PZ26tRNA,INF_nwc,67,True,67,67,0,0
PZ26tRNA,INF_stacking,67,True,67,67,0,0
PZ26tRNA,Clash_Score,67,True,67,67,0,0
PZ26tRNA,P-value,67,True,67,67,0,0
PZ26tRNA,mcq,67,True,67,67,0,0
PZ26tRNA,TM-score,67,True,67,67,0,0
PZ27,RMSD,67,True,67,67,0,0
PZ27,DI_all,67,True,67,67,0,0
PZ27,INF_all,67,True,67,67,0,0
PZ27,INF_wc,67,True,68,67,0,0
PZ27,INF_nwc,67,True,68,67,0,0
PZ27,INF_stacking,67,True,67,67,0,0
PZ27,Clash_Score,67,True,67,67,0,0
PZ27,P-value,67,True,67,67,0,0
PZ27,mcq,67,True,67,67,0,0
PZ27,TM-score,67,True,67,67,0,0
PZ27tBox,RMSD,67,True,67,67,0,0
PZ27tBox,DI_all,67,True,67,67,0,0
PZ27tBox,INF_all,67,True,67,67,0,0
PZ27tBox,INF_wc,67,True,67,67,0,0
PZ27tBox,INF_nwc,67,True,67,67,0,0
PZ27tBox,INF_stacking,67,True,67,67,0,0
PZ27tBox,Clash_Score,67,True,67,67,0,0
PZ27tBox,P-value,67,True,67,67,0,0
PZ27tBox,mcq,67,True,67,67,0,0
PZ27tBox,TM-score,67,True,67,67,0,0
PZ27tRNA,RMSD,67,True,67,67,0,0
PZ27tRNA,DI_all,67,True,67,67,0,0
PZ27tRNA,INF_all,67,True,67,67,0,0
PZ27tRNA,INF_wc,67,True,67,67,0,0
PZ27tRNA,INF_nwc,67,True,68,67,0,0
PZ27tRNA,INF_stacking,67,True,67,67,0,0
PZ27tRNA,Clash_Score,67,True,67,67,0,0
PZ27tRNA,P-value,67,True,67,67,0,0
PZ27tRNA,mcq,67,True,67,67,0,0
PZ27tRNA,TM-score,67,True,67,67,0,0
PZ28,RMSD,72,True,72,72,0,0
PZ28,DI_all,72,True,72,72,0,0
PZ28,INF_all,72,True,72,72,0,0
PZ28,INF_wc,72,True,72,72,0,0
PZ28,INF_nwc,72,True,73,72,0,0
PZ28,INF_stacking,72,True,72,72,0,0
PZ28,Clash_Score,72,True,72,72,0,0
PZ28,P-value,72,True,72,72,0,0
PZ28,mcq,72,True,72,72,0,0
PZ28,TM-score,72,True,72,72,0,0
PZ28tBox,RMSD,72,True,72,72,0,0
PZ28tBox,DI_all,72,True,72,72,0,0
PZ28tBox,INF_all,72,True,72,72,0,0
PZ28tBox,INF_wc,72,True,72,72,0,0
PZ28tBox,INF_nwc,72,True,73,72,0,0
PZ28tBox,INF_stacking,72,True,72,72,0,0
PZ28tBox,Clash_Score,72,True,72,72,0,0
PZ28tBox,P-value,72,True,72,72,0,0
PZ28tBox,mcq,72,True,72,72,0,0
PZ28tBox,TM-score,72,True,72,72,0,0
PZ28tRNA,RMSD,72,True,72,72,0,0
PZ28tRNA,DI_all,72,True,72,72,0,0
PZ28tRNA,INF_all,72,True,72,72,0,0
PZ28tRNA,INF_wc,72,True,72,72,0,0
PZ28tRNA,INF_nwc,72,True,73,72,0,0
PZ28tRNA,INF_stacking,72,True,72,72,0,0
PZ28tRNA,Clash_Score,72,True,72,72,0,0
PZ28tRNA,P-value,72,True,72,72,0,0
PZ28tRNA,mcq,72,True,72,72,0,0
PZ28tRNA,TM-score,72,True,72,72,0,0
PZ29,RMSD,36,True,36,36,0,0
PZ29,DI_all,36,True,36,36,0,0
PZ29,INF_all,36,True,36,36,0,0
PZ29,INF_wc,36,True,36,36,0,0
PZ29,INF_nwc,36,True,36,36,0,0
PZ29,INF_stacking,36,True,36,36,0,0
PZ29,Clash_Score,36,True,36,36,0,0
PZ29,P-value,36,True,36,36,0,0
PZ29,mcq,36,True,36,36,0,0
PZ29,TM-score,36,True,36,36,0,0
PZ3,RMSD,12,True,12,12,0,0
PZ3,DI_all,12,True,12,12,0,0
PZ3,INF_all,12,True,12,12,0,0
PZ3,INF_wc,12,True,12,12,0,0
PZ3,INF_nwc,12,True,12,12,0,0
PZ3,INF_stacking,12,True,12,12,0,0
PZ3,Clash_Score,12,True,12,12,0,0
PZ3,P-value,12,True,12,12,0,0
PZ3,mcq,12,True,12,12,0,0
PZ3,TM-score,12,True,12,12,0,0
PZ30,RMSD,34,True,34,34,0,0
PZ30,DI_all,34,True,34,34,0,0
PZ30,INF_all,34,True,34,34,0,0
PZ30,INF_wc,34,True,34,34,0,0
PZ30,INF_nwc,34,True,34,34,0,0
PZ30,INF_stacking,34,True,34,34,0,0
PZ30,Clash_Score,34,True,34,34,0,0
PZ30,P-value,34,True,34,34,0,0
PZ30,mcq,34,True,34,34,0,0
PZ30,TM-score,34,True,34,34,0,0
PZ31,RMSD,72,True,72,72,0,0
PZ31,DI_all,72,True,72,72,0,0
PZ31,INF_all,72,True,72,72,0,0
PZ31,INF_wc,72,True,73,72,0,0
PZ31,INF_nwc,72,True,72,72,0,0
PZ31,INF_stacking,72,True,72,72,0,0
PZ31,Clash_Score,72,True,72,72,0,0
PZ31,P-value,72,True,72,72,0,0
PZ31,mcq,72,True,72,72,0,0
PZ31,TM-score,72,True,72,72,0,0
PZ32,RMSD,106,True,106,106,0,0
PZ32,DI_all,106,True,106,106,0,0
PZ32,INF_all,106,True,106,106,0,0
PZ32,INF_wc,106,True,107,106,0,0
PZ32,INF_nwc,106,True,106,106,0,0
PZ32,INF_stacking,106,True,106,106,0,0
PZ32,Clash_Score,106,True,106,106,0,0
PZ32,P-value,106,True,106,106,0,0
PZ32,mcq,106,True,106,106,0,0
PZ32,TM-score,106,True,106,106,0,0
PZ33,RMSD,100,True,100,100,0,0
PZ33,DI_all,100,True,100,100,0,0
PZ33,INF_all,100,True,100,100,0,0
PZ33,INF_wc,100,True,100,100,0,0
PZ33,INF_nwc,100,True,100,95,5,0
PZ33,INF_stacking,100,True,100,100,0,0
PZ33,Clash_Score,100,True,100,100,0,0
PZ33,P-value,100,True,100,100,0,0
PZ33,mcq,100,True,100,100,0,0
PZ33,TM-score,100,True,100,100,0,0
PZ34,RMSD,101,True,101,101,0,0
PZ34,DI_all,101,True,101,101,0,0
PZ34,INF_all,101,True,101,101,0,0
PZ34,INF_wc,101,True,101,101,0,0
PZ34,INF_nwc,101,True,101,101,0,0
PZ34,INF_stacking,101,True,101,101,0,0
PZ34,Clash_Score,101,True,101,101,0,0
PZ34,P-value,101,True,101,101,0,0
PZ34,mcq,101,True,101,101,0,0
PZ34,TM-score,101,True,101,101,0,0
PZ35,RMSD,51,True,51,51,0,0
PZ35,DI_all,51,True,51,51,0,0
PZ35,INF_all,51,True,51,51,0,0
PZ35,INF_wc,51,True,51,51,0,0
PZ35,INF_nwc,51,True,51,51,0,0
PZ35,INF_stacking,51,True,51,51,0,0
PZ35,Clash_Score,51,True,51,51,0,0
PZ35,P-value,51,True,51,51,0,0
PZ35,mcq,51,True,51,51,0,0
PZ35,TM-score,51,True,51,51,0,0
PZ36,RMSD,33,True,33,33,0,0
PZ36,DI_all,33,True,33,33,0,0
PZ36,INF_all,33,True,33,33,0,0
PZ36,INF_wc,33,True,33,33,0,0
PZ36,INF_nwc,33,True,33,33,0,0
PZ36,INF_stacking,33,True,33,33,0,0
PZ36,Clash_Score,33,True,33,33,0,0
PZ36,P-value,33,True,33,33,0,0
PZ36,mcq,33,True,33,33,0,0
PZ36,TM-score,33,True,33,33,0,0
PZ37,RMSD,85,True,85,85,0,0
PZ37,DI_all,85,True,85,85,0,0
PZ37,INF_all,85,True,85,85,0,0
PZ37,INF_wc,85,True,85,85,0,0
PZ37,INF_nwc,85,True,85,85,0,0
PZ37,INF_stacking,85,True,85,85,0,0
PZ37,Clash_Score,85,True,85,85,0,0
PZ37,P-value,85,True,85,85,0,0
PZ37,mcq,85,True,85,85,0,0
PZ37,TM-score,85,True,85,85,0,0
PZ38,RMSD,74,True,74,74,0,0
PZ38,DI_all,74,True,74,74,0,0
PZ38,INF_all,74,True,74,74,0,0
PZ38,INF_wc,74,True,74,74,0,0
PZ38,INF_nwc,74,True,75,74,0,0
PZ38,INF_stacking,74,True,74,74,0,0
PZ38,Clash_Score,74,True,74,74,0,0
PZ38,P-value,74,True,74,74,0,0
PZ38,mcq,74,True,74,74,0,0
PZ38,TM-score,74,True,74,74,0,0
PZ39,RMSD,105,True,105,105,0,0
PZ39,DI_all,105,True,105,105,0,0
PZ39,INF_all,105,True,105,105,0,0
PZ39,INF_wc,105,True,106,105,0,0
PZ39,INF_nwc,105,True,105,105,0,0
PZ39,INF_stacking,105,True,105,105,0,0
PZ39,Clash_Score,105,True,105,105,0,0
PZ39,P-value,105,True,105,105,0,0
PZ39,mcq,105,True,105,105,0,0
PZ39,TM-score,105,True,105,105,0,0
PZ4,RMSD,30,True,30,30,0,0
PZ4,DI_all,30,True,30,30,0,0
PZ4,INF_all,30,True,30,30,0,0
PZ4,INF_wc,30,True,30,30,0,0
PZ4,INF_nwc,30,True,30,30,0,0
